sk_order,order_number,order_type,priority_level,sales_channel,order_status
1036,ORD-0001036,Standard,Low,B2B,Delivered
1037,ORD-0001037,Express,Low,E-commerce,In Transit
1038,ORD-0001038,Express,Medium,E-commerce,Delivered
1039,ORD-0001039,Express,Critical,E-commerce,Delivered
1040,ORD-0001040,Backorder,Medium,EDI,Delivered
1041,ORD-0001041,Standard,Critical,B2B,Delivered
1042,ORD-0001042,Standard,Critical,B2B,Delivered
1043,ORD-0001043,Standard,Critical,B2B,Delivered
1044,ORD-0001044,Backorder,Critical,EDI,Delivered
1045,ORD-0001045,Express,Critical,E-commerce,Delivered
1046,ORD-0001046,Standard,Critical,B2B,Delivered
1047,ORD-0001047,Express,Low,E-commerce,In Transit
1048,ORD-0001048,Backorder,Low,EDI,Delivered
1049,ORD-0001049,Backorder,High,EDI,In Transit
1050,ORD-0001050,Express,Critical,E-commerce,Cancelled
1051,ORD-0001051,Backorder,High,EDI,Delivered
1052,ORD-0001052,Express,Low,E-commerce,Delivered
1053,ORD-0001053,Express,High,E-commerce,In Transit
1054,ORD-0001054,Express,High,E-commerce,In Transit
1055,ORD-0001055,Backorder,High,EDI,Delivered
1056,ORD-0001056,Backorder,High,EDI,Delivered
1057,ORD-0001057,Express,Medium,E-commerce,Delivered
1058,ORD-0001058,Backorder,Medium,EDI,Delivered
1059,ORD-0001059,Express,Low,E-commerce,Delivered
1060,ORD-0001060,Backorder,Low,EDI,Delivered
1061,ORD-0001061,Standard,Low,B2B,Delivered
1062,ORD-0001062,Backorder,Low,EDI,Returned
1063,ORD-0001063,Backorder,High,EDI,Delivered
1064,ORD-0001064,Express,Critical,E-commerce,Delivered
1065,ORD-0001065,Backorder,Critical,EDI,Delivered
1066,ORD-0001066,Backorder,Low,EDI,Delivered
1067,ORD-0001067,Backorder,High,EDI,Delivered
1068,ORD-0001068,Express,Medium,E-commerce,Delivered
1069,ORD-0001069,Standard,Low,B2B,Delivered
1070,ORD-0001070,Standard,Low,B2B,In Transit
1071,ORD-0001071,Standard,Critical,B2B,Cancelled
1072,ORD-0001072,Backorder,High,EDI,Delivered
1073,ORD-0001073,Express,High,E-commerce,Delivered
1074,ORD-0001074,Backorder,Critical,EDI,Delivered
1075,ORD-0001075,Express,Critical,E-commerce,Delivered
1076,ORD-0001076,Express,Medium,E-commerce,Delivered
1077,ORD-0001077,Standard,Critical,B2B,Delivered
1078,ORD-0001078,Standard,High,B2B,Delivered
1079,ORD-0001079,Backorder,Low,EDI,In Transit
1080,ORD-0001080,Express,Critical,E-commerce,Delivered
1081,ORD-0001081,Backorder,Low,EDI,Delivered
1082,ORD-0001082,Express,Low,E-commerce,Delivered
1083,ORD-0001083,Standard,Critical,B2B,Delivered
1084,ORD-0001084,Express,Low,E-commerce,Delivered
1085,ORD-0001085,Backorder,Medium,EDI,In Transit
1086,ORD-0001086,Express,High,E-commerce,Delivered
1087,ORD-0001087,Standard,Low,B2B,Delivered
1088,ORD-0001088,Standard,High,B2B,Cancelled
1089,ORD-0001089,Express,High,E-commerce,Delivered
1090,ORD-0001090,Backorder,Critical,EDI,Delivered
1091,ORD-0001091,Standard,Medium,B2B,Returned
1092,ORD-0001092,Standard,Critical,B2B,Delivered
1093,ORD-0001093,Express,Low,E-commerce,Delivered
1094,ORD-0001094,Backorder,High,EDI,Delivered
1095,ORD-0001095,Standard,Low,B2B,Delivered
1096,ORD-0001096,Backorder,High,EDI,Delivered
1097,ORD-0001097,Standard,Low,B2B,In Transit
1098,ORD-0001098,Standard,High,B2B,Delivered
1099,ORD-0001099,Express,High,E-commerce,Delivered
1100,ORD-0001100,Backorder,Critical,EDI,Delivered
1101,ORD-0001101,Standard,Medium,B2B,Delivered
1102,ORD-0001102,Express,Medium,E-commerce,Delivered
1103,ORD-0001103,Backorder,High,EDI,Delivered
1104,ORD-0001104,Standard,Medium,B2B,Delivered
1105,ORD-0001105,Express,Low,E-commerce,Delivered
1106,ORD-0001106,Standard,High,B2B,Delivered
1107,ORD-0001107,Standard,Low,B2B,In Transit
1108,ORD-0001108,Standard,Low,B2B,Delivered
1109,ORD-0001109,Backorder,Medium,EDI,In Transit
1110,ORD-0001110,Standard,High,B2B,Delivered
1111,ORD-0001111,Standard,Critical,B2B,Delivered
1112,ORD-0001112,Backorder,High,EDI,In Transit
1113,ORD-0001113,Standard,Low,B2B,Delivered
1114,ORD-0001114,Backorder,Critical,EDI,Delivered
1115,ORD-0001115,Standard,Low,B2B,Delivered
1116,ORD-0001116,Express,Low,E-commerce,In Transit
1117,ORD-0001117,Express,Critical,E-commerce,Delivered
1118,ORD-0001118,Backorder,Low,EDI,Delivered
1119,ORD-0001119,Express,High,E-commerce,Delivered
1120,ORD-0001120,Express,Critical,E-commerce,Delivered
1121,ORD-0001121,Standard,Low,B2B,Delivered
1122,ORD-0001122,Backorder,Low,EDI,Delivered
1123,ORD-0001123,Backorder,High,EDI,Delivered
1124,ORD-0001124,Express,Low,E-commerce,Delivered
1125,ORD-0001125,Express,Low,E-commerce,Delivered
1126,ORD-0001126,Standard,Medium,B2B,In Transit
1127,ORD-0001127,Backorder,Low,EDI,In Transit
1128,ORD-0001128,Express,High,E-commerce,Delivered
1129,ORD-0001129,Backorder,High,EDI,In Transit
1130,ORD-0001130,Standard,Low,B2B,Delivered
1131,ORD-0001131,Backorder,Critical,EDI,Delivered
1132,ORD-0001132,Standard,Low,B2B,Delivered
1133,ORD-0001133,Express,Critical,E-commerce,Delivered
1134,ORD-0001134,Express,Critical,E-commerce,Delivered
1135,ORD-0001135,Standard,Medium,B2B,Delivered
1136,ORD-0001136,Express,Critical,E-commerce,Delivered
1137,ORD-0001137,Standard,Low,B2B,In Transit
1138,ORD-0001138,Express,Low,E-commerce,In Transit
1139,ORD-0001139,Express,High,E-commerce,Delivered
1140,ORD-0001140,Backorder,High,EDI,Delivered
1141,ORD-0001141,Standard,Low,B2B,Delivered
1142,ORD-0001142,Backorder,Low,EDI,Delivered
1143,ORD-0001143,Backorder,Critical,EDI,Delivered
1144,ORD-0001144,Backorder,Critical,EDI,Delivered
1145,ORD-0001145,Standard,Critical,B2B,Delivered
1146,ORD-0001146,Standard,Critical,B2B,Delivered
1147,ORD-0001147,Express,Low,E-commerce,In Transit
1148,ORD-0001148,Express,Low,E-commerce,In Transit
1149,ORD-0001149,Express,Medium,E-commerce,Delivered
1150,ORD-0001150,Backorder,Low,EDI,Delivered
1151,ORD-0001151,Standard,High,B2B,In Transit
1152,ORD-0001152,Standard,Medium,B2B,Delivered
1153,ORD-0001153,Standard,Low,B2B,Delivered
1154,ORD-0001154,Standard,Low,B2B,Delivered
1155,ORD-0001155,Express,Medium,E-commerce,Delivered
1156,ORD-0001156,Standard,Medium,B2B,Delivered
1157,ORD-0001157,Backorder,Medium,EDI,Delivered
1158,ORD-0001158,Backorder,Medium,EDI,Delivered
1159,ORD-0001159,Standard,Critical,B2B,Delivered
1160,ORD-0001160,Backorder,Low,EDI,Delivered
1161,ORD-0001161,Standard,High,B2B,Delivered
1162,ORD-0001162,Express,Critical,E-commerce,Delivered
1163,ORD-0001163,Backorder,High,EDI,In Transit
1164,ORD-0001164,Standard,Low,B2B,Delivered
1165,ORD-0001165,Standard,Critical,B2B,Delivered
1166,ORD-0001166,Backorder,Low,EDI,In Transit
1167,ORD-0001167,Express,Medium,E-commerce,Delivered
1168,ORD-0001168,Express,Critical,E-commerce,Delivered
1169,ORD-0001169,Standard,Medium,B2B,Delivered
1170,ORD-0001170,Standard,High,B2B,Delivered
1171,ORD-0001171,Backorder,Low,EDI,Delivered
1172,ORD-0001172,Standard,High,B2B,Delivered
1173,ORD-0001173,Standard,Critical,B2B,In Transit
1174,ORD-0001174,Standard,Low,B2B,Delivered
1175,ORD-0001175,Express,Low,E-commerce,Delivered
1176,ORD-0001176,Standard,Low,B2B,Delivered
1177,ORD-0001177,Standard,High,B2B,Delivered
1178,ORD-0001178,Backorder,Critical,EDI,Returned
1179,ORD-0001179,Standard,High,B2B,Delivered
1180,ORD-0001180,Backorder,Medium,EDI,In Transit
1181,ORD-0001181,Standard,Critical,B2B,Delivered
1182,ORD-0001182,Standard,Medium,B2B,Delivered
1183,ORD-0001183,Standard,Critical,B2B,Delivered
1184,ORD-0001184,Standard,Medium,B2B,Delivered
1185,ORD-0001185,Standard,Low,B2B,Delivered
1186,ORD-0001186,Backorder,Critical,EDI,Delivered
1187,ORD-0001187,Backorder,Medium,EDI,Returned
1188,ORD-0001188,Backorder,Critical,EDI,Returned
1189,ORD-0001189,Backorder,Critical,EDI,Delivered
1190,ORD-0001190,Standard,Medium,B2B,Delivered
1191,ORD-0001191,Standard,Low,B2B,Delivered
1192,ORD-0001192,Backorder,Low,EDI,Delivered
1193,ORD-0001193,Backorder,High,EDI,In Transit
1194,ORD-0001194,Backorder,Medium,EDI,Delivered
1195,ORD-0001195,Standard,High,B2B,Delivered
1196,ORD-0001196,Standard,Medium,B2B,Delivered
1197,ORD-0001197,Standard,Medium,B2B,Delivered
1198,ORD-0001198,Standard,High,B2B,Delivered
1199,ORD-0001199,Standard,Critical,B2B,In Transit
1200,ORD-0001200,Express,Critical,E-commerce,In Transit
1201,ORD-0001201,Standard,Medium,B2B,Delivered
1202,ORD-0001202,Backorder,High,EDI,Delivered
1203,ORD-0001203,Standard,High,B2B,Delivered
1204,ORD-0001204,Express,Low,E-commerce,Delivered
1205,ORD-0001205,Express,Medium,E-commerce,Delivered
1206,ORD-0001206,Standard,Critical,B2B,Delivered
1207,ORD-0001207,Standard,Critical,B2B,Delivered
1208,ORD-0001208,Express,Low,E-commerce,Delivered
1209,ORD-0001209,Standard,High,B2B,In Transit
1210,ORD-0001210,Standard,High,B2B,Delivered
1211,ORD-0001211,Express,Medium,E-commerce,Delivered
1212,ORD-0001212,Standard,High,B2B,Delivered
1213,ORD-0001213,Express,Critical,E-commerce,Delivered
1214,ORD-0001214,Express,Low,E-commerce,Delivered
1215,ORD-0001215,Standard,High,B2B,Delivered
1216,ORD-0001216,Standard,High,B2B,Delivered
1217,ORD-0001217,Backorder,Critical,EDI,In Transit
1218,ORD-0001218,Standard,Low,B2B,Delivered
1219,ORD-0001219,Standard,Critical,B2B,Delivered
1220,ORD-0001220,Standard,Medium,B2B,Delivered
1221,ORD-0001221,Express,Low,E-commerce,Delivered
1222,ORD-0001222,Backorder,High,EDI,In Transit
1223,ORD-0001223,Backorder,Critical,EDI,Delivered
1224,ORD-0001224,Backorder,Low,EDI,Delivered
1225,ORD-0001225,Standard,Critical,B2B,Delivered
1226,ORD-0001226,Backorder,Critical,EDI,Delivered
1227,ORD-0001227,Standard,Medium,B2B,Delivered
1228,ORD-0001228,Express,Critical,E-commerce,Delivered
1229,ORD-0001229,Express,Medium,E-commerce,Returned
1230,ORD-0001230,Standard,Low,B2B,Delivered
1231,ORD-0001231,Backorder,Low,EDI,Returned
1232,ORD-0001232,Backorder,Medium,EDI,In Transit
1233,ORD-0001233,Express,High,E-commerce,Delivered
1234,ORD-0001234,Backorder,Critical,EDI,Cancelled
1235,ORD-0001235,Backorder,High,EDI,Delivered
1236,ORD-0001236,Standard,Critical,B2B,Delivered
1237,ORD-0001237,Standard,High,B2B,In Transit
1238,ORD-0001238,Backorder,Medium,EDI,Delivered
1239,ORD-0001239,Express,Critical,E-commerce,Delivered
1240,ORD-0001240,Standard,Low,B2B,In Transit
1241,ORD-0001241,Standard,Critical,B2B,Delivered
1242,ORD-0001242,Standard,Low,B2B,Delivered
1243,ORD-0001243,Backorder,Critical,EDI,Delivered
1244,ORD-0001244,Backorder,High,EDI,Delivered
1245,ORD-0001245,Backorder,Low,EDI,Delivered
1246,ORD-0001246,Express,Critical,E-commerce,Delivered
1247,ORD-0001247,Express,Low,E-commerce,Delivered
1248,ORD-0001248,Standard,Low,B2B,Returned
1249,ORD-0001249,Standard,Low,B2B,Delivered
1250,ORD-0001250,Backorder,Critical,EDI,Delivered
1251,ORD-0001251,Backorder,Low,EDI,Delivered
1252,ORD-0001252,Express,Medium,E-commerce,Delivered
1253,ORD-0001253,Standard,Critical,B2B,Delivered
1254,ORD-0001254,Express,Medium,E-commerce,Delivered
1255,ORD-0001255,Backorder,Low,EDI,Delivered
1256,ORD-0001256,Express,Critical,E-commerce,In Transit
1257,ORD-0001257,Express,Medium,E-commerce,Delivered
1258,ORD-0001258,Express,Medium,E-commerce,Delivered
1259,ORD-0001259,Standard,Critical,B2B,Delivered
1260,ORD-0001260,Standard,Low,B2B,Delivered
1261,ORD-0001261,Standard,Low,B2B,Delivered
1262,ORD-0001262,Standard,Medium,B2B,Delivered
1263,ORD-0001263,Express,High,E-commerce,Delivered
1264,ORD-0001264,Standard,Medium,B2B,Delivered
1265,ORD-0001265,Backorder,Critical,EDI,Delivered
1266,ORD-0001266,Backorder,Medium,EDI,In Transit
1267,ORD-0001267,Express,High,E-commerce,In Transit
1268,ORD-0001268,Backorder,Low,EDI,Delivered
1269,ORD-0001269,Backorder,Critical,EDI,Delivered
1270,ORD-0001270,Express,Medium,E-commerce,Delivered
1271,ORD-0001271,Express,Critical,E-commerce,Delivered
1272,ORD-0001272,Express,Low,E-commerce,In Transit
1273,ORD-0001273,Express,Low,E-commerce,Delivered
1274,ORD-0001274,Standard,Critical,B2B,Delivered
1275,ORD-0001275,Standard,High,B2B,Delivered
1276,ORD-0001276,Backorder,Medium,EDI,In Transit
1277,ORD-0001277,Backorder,High,EDI,Delivered
1278,ORD-0001278,Backorder,Critical,EDI,Delivered
1279,ORD-0001279,Express,Medium,E-commerce,Delivered
1280,ORD-0001280,Backorder,High,EDI,In Transit
1281,ORD-0001281,Backorder,Low,EDI,Delivered
1282,ORD-0001282,Backorder,Critical,EDI,In Transit
1283,ORD-0001283,Standard,Low,B2B,Delivered
1284,ORD-0001284,Standard,Critical,B2B,Delivered
1285,ORD-0001285,Express,Medium,E-commerce,Delivered
1286,ORD-0001286,Backorder,Critical,EDI,In Transit
1287,ORD-0001287,Backorder,Medium,EDI,Delivered
1288,ORD-0001288,Standard,Low,B2B,In Transit
1289,ORD-0001289,Backorder,Medium,EDI,Delivered
1290,ORD-0001290,Standard,High,B2B,Delivered
1291,ORD-0001291,Standard,Low,B2B,In Transit
1292,ORD-0001292,Backorder,High,EDI,In Transit
1293,ORD-0001293,Standard,Medium,B2B,Delivered
1294,ORD-0001294,Express,Medium,E-commerce,Delivered
1295,ORD-0001295,Backorder,Low,EDI,Delivered
1296,ORD-0001296,Express,Low,E-commerce,Delivered
1297,ORD-0001297,Backorder,High,EDI,In Transit
1298,ORD-0001298,Backorder,Critical,EDI,Delivered
1299,ORD-0001299,Express,Critical,E-commerce,In Transit
1300,ORD-0001300,Express,Medium,E-commerce,Delivered
1301,ORD-0001301,Express,Medium,E-commerce,In Transit
1302,ORD-0001302,Standard,Low,B2B,Delivered
1303,ORD-0001303,Standard,Medium,B2B,Delivered
1304,ORD-0001304,Standard,High,B2B,Delivered
1305,ORD-0001305,Standard,Critical,B2B,Cancelled
1306,ORD-0001306,Standard,Low,B2B,In Transit
1307,ORD-0001307,Express,Low,E-commerce,Delivered
1308,ORD-0001308,Standard,Low,B2B,Delivered
1309,ORD-0001309,Standard,Low,B2B,Delivered
1310,ORD-0001310,Backorder,Medium,EDI,Delivered
1311,ORD-0001311,Express,High,E-commerce,Delivered
1312,ORD-0001312,Backorder,Low,EDI,In Transit
1313,ORD-0001313,Standard,Medium,B2B,Delivered
1314,ORD-0001314,Express,Medium,E-commerce,In Transit
1315,ORD-0001315,Standard,Critical,B2B,Delivered
1316,ORD-0001316,Express,Critical,E-commerce,Delivered
1317,ORD-0001317,Backorder,High,EDI,Delivered
1318,ORD-0001318,Express,Low,E-commerce,In Transit
1319,ORD-0001319,Express,Critical,E-commerce,Delivered
1320,ORD-0001320,Backorder,High,EDI,In Transit
1321,ORD-0001321,Backorder,Medium,EDI,Delivered
1322,ORD-0001322,Standard,Low,B2B,Delivered
1323,ORD-0001323,Express,Medium,E-commerce,Delivered
1324,ORD-0001324,Standard,Critical,B2B,Delivered
1325,ORD-0001325,Standard,Critical,B2B,Delivered
1326,ORD-0001326,Backorder,Low,EDI,Delivered
1327,ORD-0001327,Standard,Critical,B2B,Delivered
1328,ORD-0001328,Backorder,Medium,EDI,Delivered
1329,ORD-0001329,Backorder,Medium,EDI,Delivered
1330,ORD-0001330,Express,Medium,E-commerce,Delivered
1331,ORD-0001331,Backorder,Low,EDI,Delivered
1332,ORD-0001332,Express,Medium,E-commerce,Delivered
1333,ORD-0001333,Standard,Medium,B2B,Delivered
1334,ORD-0001334,Standard,Low,B2B,In Transit
1335,ORD-0001335,Standard,Low,B2B,Delivered
1336,ORD-0001336,Standard,Low,B2B,Returned
1337,ORD-0001337,Backorder,High,EDI,In Transit
1338,ORD-0001338,Standard,Medium,B2B,Delivered
1339,ORD-0001339,Express,High,E-commerce,Delivered
1340,ORD-0001340,Backorder,Medium,EDI,Delivered
1341,ORD-0001341,Express,High,E-commerce,Delivered
1342,ORD-0001342,Backorder,High,EDI,Delivered
1343,ORD-0001343,Standard,High,B2B,Delivered
1344,ORD-0001344,Backorder,Critical,EDI,Delivered
1345,ORD-0001345,Backorder,Low,EDI,Delivered
1346,ORD-0001346,Standard,High,B2B,Delivered
1347,ORD-0001347,Backorder,Low,EDI,Delivered
1348,ORD-0001348,Backorder,Critical,EDI,Delivered
1349,ORD-0001349,Standard,Low,B2B,Delivered
1350,ORD-0001350,Backorder,High,EDI,Delivered
1351,ORD-0001351,Express,High,E-commerce,In Transit
1352,ORD-0001352,Standard,High,B2B,Delivered
1353,ORD-0001353,Standard,Critical,B2B,Delivered
1354,ORD-0001354,Backorder,High,EDI,Delivered
1355,ORD-0001355,Backorder,Low,EDI,Delivered
1356,ORD-0001356,Backorder,High,EDI,Delivered
1357,ORD-0001357,Express,Low,E-commerce,Delivered
1358,ORD-0001358,Express,Low,E-commerce,Delivered
1359,ORD-0001359,Express,Medium,E-commerce,Delivered
1360,ORD-0001360,Backorder,Medium,EDI,Delivered
1361,ORD-0001361,Standard,Medium,B2B,Delivered
1362,ORD-0001362,Standard,Low,B2B,In Transit
1363,ORD-0001363,Standard,Critical,B2B,Delivered
1364,ORD-0001364,Backorder,Low,EDI,Delivered
1365,ORD-0001365,Standard,Low,B2B,Delivered
1366,ORD-0001366,Express,High,E-commerce,In Transit
1367,ORD-0001367,Express,High,E-commerce,In Transit
1368,ORD-0001368,Backorder,Medium,EDI,Delivered
1369,ORD-0001369,Express,High,E-commerce,Delivered
1370,ORD-0001370,Backorder,Medium,EDI,Delivered
1371,ORD-0001371,Standard,High,B2B,Delivered
1372,ORD-0001372,Standard,Low,B2B,Delivered
1373,ORD-0001373,Standard,Low,B2B,Delivered
1374,ORD-0001374,Express,Medium,E-commerce,Delivered
1375,ORD-0001375,Standard,High,B2B,Delivered
1376,ORD-0001376,Backorder,High,EDI,Delivered
1377,ORD-0001377,Express,Critical,E-commerce,Delivered
1378,ORD-0001378,Express,Critical,E-commerce,Delivered
1379,ORD-0001379,Backorder,Critical,EDI,Delivered
1380,ORD-0001380,Express,High,E-commerce,In Transit
1381,ORD-0001381,Express,Low,E-commerce,In Transit
1382,ORD-0001382,Backorder,Medium,EDI,Returned
1383,ORD-0001383,Express,Critical,E-commerce,Delivered
1384,ORD-0001384,Standard,High,B2B,Delivered
1385,ORD-0001385,Express,Low,E-commerce,Delivered
1386,ORD-0001386,Standard,High,B2B,Delivered
1387,ORD-0001387,Backorder,Critical,EDI,Delivered
1388,ORD-0001388,Express,Critical,E-commerce,Delivered
1389,ORD-0001389,Standard,Critical,B2B,Delivered
1390,ORD-0001390,Backorder,Critical,EDI,Delivered
1391,ORD-0001391,Express,Critical,E-commerce,In Transit
1392,ORD-0001392,Backorder,Low,EDI,Delivered
1393,ORD-0001393,Backorder,Low,EDI,Returned
1394,ORD-0001394,Express,Low,E-commerce,In Transit
1395,ORD-0001395,Backorder,Medium,EDI,Delivered
1396,ORD-0001396,Standard,High,B2B,In Transit
1397,ORD-0001397,Backorder,Critical,EDI,Cancelled
1398,ORD-0001398,Standard,Medium,B2B,Delivered
1399,ORD-0001399,Backorder,Medium,EDI,Delivered
1400,ORD-0001400,Standard,Medium,B2B,In Transit
1401,ORD-0001401,Standard,Medium,B2B,Delivered
1402,ORD-0001402,Express,Low,E-commerce,Delivered
1403,ORD-0001403,Express,Critical,E-commerce,In Transit
1404,ORD-0001404,Express,Critical,E-commerce,In Transit
1405,ORD-0001405,Express,Critical,E-commerce,Delivered
1406,ORD-0001406,Express,Low,E-commerce,Delivered
1407,ORD-0001407,Backorder,High,EDI,Delivered
1408,ORD-0001408,Backorder,Critical,EDI,Delivered
1409,ORD-0001409,Backorder,Medium,EDI,In Transit
1410,ORD-0001410,Express,High,E-commerce,Delivered
1411,ORD-0001411,Express,Medium,E-commerce,Delivered
1412,ORD-0001412,Express,Low,E-commerce,Delivered
1413,ORD-0001413,Backorder,Medium,EDI,In Transit
1414,ORD-0001414,Standard,Critical,B2B,Delivered
1415,ORD-0001415,Standard,Critical,B2B,Delivered
1416,ORD-0001416,Standard,Critical,B2B,Delivered
1417,ORD-0001417,Express,Low,E-commerce,In Transit
1418,ORD-0001418,Backorder,High,EDI,Delivered
1419,ORD-0001419,Express,High,E-commerce,Delivered
1420,ORD-0001420,Backorder,Medium,EDI,Returned
1421,ORD-0001421,Express,Medium,E-commerce,Delivered
1422,ORD-0001422,Express,Low,E-commerce,Delivered
1423,ORD-0001423,Standard,Critical,B2B,Delivered
1424,ORD-0001424,Backorder,Medium,EDI,Delivered
1425,ORD-0001425,Backorder,Low,EDI,Delivered
1426,ORD-0001426,Express,High,E-commerce,In Transit
1427,ORD-0001427,Express,High,E-commerce,Delivered
1428,ORD-0001428,Standard,Medium,B2B,Delivered
1429,ORD-0001429,Express,Critical,E-commerce,Delivered
1430,ORD-0001430,Standard,Medium,B2B,Delivered
1431,ORD-0001431,Express,High,E-commerce,In Transit
1432,ORD-0001432,Backorder,Medium,EDI,In Transit
1433,ORD-0001433,Standard,Critical,B2B,Returned
1434,ORD-0001434,Express,Medium,E-commerce,Delivered
1435,ORD-0001435,Express,High,E-commerce,Delivered
1436,ORD-0001436,Standard,Medium,B2B,Delivered
1437,ORD-0001437,Express,Low,E-commerce,Delivered
1438,ORD-0001438,Standard,Critical,B2B,Returned
1439,ORD-0001439,Standard,High,B2B,In Transit
1440,ORD-0001440,Express,Medium,E-commerce,Delivered
1441,ORD-0001441,Standard,Low,B2B,Delivered
1442,ORD-0001442,Backorder,Critical,EDI,Delivered
1443,ORD-0001443,Backorder,High,EDI,Delivered
1444,ORD-0001444,Standard,High,B2B,Cancelled
1445,ORD-0001445,Standard,Critical,B2B,Delivered
1446,ORD-0001446,Backorder,Critical,EDI,Returned
1447,ORD-0001447,Express,Low,E-commerce,Delivered
1448,ORD-0001448,Standard,Medium,B2B,In Transit
1449,ORD-0001449,Standard,Critical,B2B,Delivered
1450,ORD-0001450,Standard,Low,B2B,Delivered
1451,ORD-0001451,Express,Medium,E-commerce,Delivered
1452,ORD-0001452,Express,Low,E-commerce,Delivered
1453,ORD-0001453,Backorder,Critical,EDI,Delivered
1454,ORD-0001454,Express,High,E-commerce,Delivered
1455,ORD-0001455,Express,Medium,E-commerce,Delivered
1456,ORD-0001456,Backorder,High,EDI,Delivered
1457,ORD-0001457,Standard,High,B2B,Cancelled
1458,ORD-0001458,Backorder,High,EDI,In Transit
1459,ORD-0001459,Standard,Critical,B2B,Delivered
1460,ORD-0001460,Backorder,High,EDI,In Transit
1461,ORD-0001461,Standard,Critical,B2B,In Transit
1462,ORD-0001462,Standard,High,B2B,Delivered
1463,ORD-0001463,Standard,Low,B2B,In Transit
1464,ORD-0001464,Express,Critical,E-commerce,In Transit
1465,ORD-0001465,Backorder,Critical,EDI,In Transit
1466,ORD-0001466,Backorder,High,EDI,Delivered
1467,ORD-0001467,Backorder,Critical,EDI,Delivered
1468,ORD-0001468,Standard,Critical,B2B,Delivered
1469,ORD-0001469,Standard,High,B2B,Delivered
1470,ORD-0001470,Standard,Low,B2B,Delivered
1471,ORD-0001471,Express,Critical,E-commerce,Delivered
1472,ORD-0001472,Backorder,Critical,EDI,Delivered
1473,ORD-0001473,Standard,Low,B2B,Delivered
1474,ORD-0001474,Standard,Medium,B2B,Returned
1475,ORD-0001475,Backorder,Low,EDI,Delivered
1476,ORD-0001476,Standard,Critical,B2B,Delivered
1477,ORD-0001477,Standard,High,B2B,Delivered
1478,ORD-0001478,Backorder,High,EDI,Delivered
1479,ORD-0001479,Express,Medium,E-commerce,In Transit
1480,ORD-0001480,Backorder,Low,EDI,Delivered
1481,ORD-0001481,Standard,Medium,B2B,Delivered
1482,ORD-0001482,Express,Critical,E-commerce,Delivered
1483,ORD-0001483,Backorder,Medium,EDI,In Transit
1484,ORD-0001484,Backorder,Critical,EDI,In Transit
1485,ORD-0001485,Backorder,High,EDI,Delivered
1486,ORD-0001486,Express,Low,E-commerce,Delivered
1487,ORD-0001487,Standard,High,B2B,Delivered
1488,ORD-0001488,Standard,Critical,B2B,Delivered
1489,ORD-0001489,Express,Critical,E-commerce,Delivered
1490,ORD-0001490,Standard,High,B2B,Delivered
1491,ORD-0001491,Express,Low,E-commerce,Delivered
1492,ORD-0001492,Backorder,High,EDI,Delivered
1493,ORD-0001493,Express,Low,E-commerce,Delivered
1494,ORD-0001494,Standard,Critical,B2B,In Transit
1495,ORD-0001495,Express,Low,E-commerce,In Transit
1496,ORD-0001496,Standard,Medium,B2B,Delivered
1497,ORD-0001497,Express,Medium,E-commerce,Delivered
1498,ORD-0001498,Backorder,Low,EDI,In Transit
1499,ORD-0001499,Standard,High,B2B,Delivered
1500,ORD-0001500,Express,Critical,E-commerce,Delivered
1501,ORD-0001501,Backorder,High,EDI,Delivered
1502,ORD-0001502,Backorder,Critical,EDI,Returned
1503,ORD-0001503,Backorder,Critical,EDI,Delivered
1504,ORD-0001504,Express,Medium,E-commerce,Delivered
1505,ORD-0001505,Backorder,Medium,EDI,Delivered
1506,ORD-0001506,Standard,Medium,B2B,Delivered
1507,ORD-0001507,Standard,Medium,B2B,Delivered
1508,ORD-0001508,Express,Medium,E-commerce,Delivered
1509,ORD-0001509,Backorder,Critical,EDI,Delivered
1510,ORD-0001510,Backorder,High,EDI,Delivered
1511,ORD-0001511,Backorder,Low,EDI,Delivered
1512,ORD-0001512,Standard,Critical,B2B,Delivered
1513,ORD-0001513,Standard,Critical,B2B,Delivered
1514,ORD-0001514,Express,Critical,E-commerce,Delivered
1515,ORD-0001515,Backorder,Medium,EDI,Delivered
1516,ORD-0001516,Express,Critical,E-commerce,Delivered
1517,ORD-0001517,Backorder,Medium,EDI,Delivered
1518,ORD-0001518,Express,Medium,E-commerce,Delivered
1519,ORD-0001519,Express,Medium,E-commerce,Delivered
1520,ORD-0001520,Standard,High,B2B,In Transit
1521,ORD-0001521,Standard,Low,B2B,Delivered
1522,ORD-0001522,Express,Low,E-commerce,Delivered
1523,ORD-0001523,Express,High,E-commerce,In Transit
1524,ORD-0001524,Standard,High,B2B,In Transit
1525,ORD-0001525,Express,Critical,E-commerce,Delivered
1526,ORD-0001526,Standard,Critical,B2B,Delivered
1527,ORD-0001527,Standard,Medium,B2B,In Transit
1528,ORD-0001528,Standard,Medium,B2B,Returned
1529,ORD-0001529,Express,Medium,E-commerce,Delivered
1530,ORD-0001530,Standard,High,B2B,Delivered
1531,ORD-0001531,Standard,Medium,B2B,Delivered
1532,ORD-0001532,Express,Low,E-commerce,Delivered
1533,ORD-0001533,Backorder,Medium,EDI,Delivered
1534,ORD-0001534,Express,High,E-commerce,Delivered
1535,ORD-0001535,Express,Medium,E-commerce,In Transit
1536,ORD-0001536,Standard,Critical,B2B,Delivered
