fact_delivery_id,sk_date,sk_order,sk_driver,sk_vehicle,sk_route,sk_client,planned_delay_hours,real_delay_hours,delay_minutes,delay_category,delivered_on_time_flag,service_rate
726,100,2461,2,2,2,8,3.51,5.29,107.06,Moderate Delay,0,0.81
727,1380,1078,20,5,6,18,8.43,8.27,0,On Time,1,0.846
728,1282,2185,36,6,7,20,4.1,3.27,0,On Time,1,0.771
729,1411,327,28,6,8,14,2.01,2.63,37.37,Minor Delay,1,0.799
730,2131,1742,45,11,10,29,4.18,7.13,177.09,Moderate Delay,0,0.706
731,1165,1837,19,7,8,14,1.96,1.55,0,On Time,1,0.846
732,483,1367,4,1,4,2,9.12,9.39,16.19,Minor Delay,1,0.854
733,75,2111,15,1,1,3,5.12,5.99,52.27,Moderate Delay,1,0.712
734,648,1715,4,3,2,6,3.77,3.86,5.44,On Time,1,0.906
735,677,1004,12,1,4,6,8.84,9.52,40.72,Minor Delay,1,0.785
736,1046,1063,29,5,5,16,2.88,2.25,0,On Time,1,0.795
737,1808,1146,43,11,11,22,7.24,6.11,0,On Time,1,0.839
738,8,1091,14,1,2,8,3.36,4.69,79.79,Moderate Delay,0,0.736
739,1645,753,50,9,12,21,10.09,14.91,289.16,Severe Delay,0,0.494
740,1750,392,38,11,9,22,7.51,8.97,87.82,Moderate Delay,0,0.691
741,314,625,16,1,3,9,11.36,11.8,26.28,Minor Delay,1,0.779
742,1364,355,34,6,5,14,2.87,2.28,0,On Time,1,0.863
743,925,1327,24,5,6,17,7.75,7.52,0,On Time,1,0.724
744,414,1841,7,3,2,8,3.76,5.05,77.03,Moderate Delay,0,0.767
745,2138,1280,39,10,9,26,6.54,9.02,149.01,Moderate Delay,1,0.747
746,132,2098,2,2,4,2,8.04,7.18,0,On Time,1,0.872
747,920,2311,30,5,6,14,7.39,5.76,0,On Time,1,0.842
748,1940,266,40,10,11,22,7.44,8.48,62.61,Moderate Delay,0,0.738
749,367,359,11,2,2,7,3.49,4.9,84.71,Moderate Delay,0,0.673
750,1684,1073,52,9,11,29,7.6,8.96,81.59,Moderate Delay,1,0.752
751,946,83,26,7,5,12,3.17,3.91,44.11,Minor Delay,1,0.685
752,649,2401,1,2,3,9,10.3,15.36,303.41,Severe Delay,0,0.483
753,907,531,29,5,6,14,7.63,10.55,175.14,Moderate Delay,1,0.697
754,1511,1726,49,10,10,29,3.93,4.32,23.56,Minor Delay,1,0.844
755,1042,2060,24,5,5,12,3.01,2.55,0,On Time,1,0.793
756,647,1554,11,1,1,8,5.32,5.4,4.47,On Time,1,0.781
757,1400,464,27,7,7,11,3.9,5.15,75.37,Moderate Delay,1,0.664
758,1389,2008,34,7,8,16,2.29,2.51,13.51,On Time,1,0.785
759,864,1366,21,6,6,19,7.53,8.69,69.42,Moderate Delay,0,0.701
760,1927,2424,44,9,9,23,7.44,9.97,151.27,Moderate Delay,0,0.64
761,564,112,17,1,3,8,10.73,13.71,178.27,Moderate Delay,0,0.617
762,634,2418,17,2,4,1,8.68,9.86,71.25,Moderate Delay,1,0.767
763,1990,991,43,10,12,25,9.72,13.16,206.74,Severe Delay,0,0.536
764,1354,430,35,5,6,18,8.42,8.02,0,On Time,1,0.869
765,1044,1031,22,5,6,19,8.1,7.79,0,On Time,1,0.89
766,1914,2208,52,10,9,30,7.38,8.56,71.04,Moderate Delay,1,0.673
767,1609,2102,50,10,12,21,8.92,16.3,443.28,Severe Delay,0,0.45
768,1471,1504,40,9,9,24,7.14,10.33,191.55,Severe Delay,0,0.551
769,649,2059,9,3,4,2,9.15,9.86,42.74,Minor Delay,1,0.826
770,266,1046,3,3,2,8,3.62,3.24,0,On Time,1,0.902
771,2000,1624,38,9,12,24,9.55,11.62,123.86,Moderate Delay,0,0.655
772,1257,1258,34,5,7,11,4.11,4.16,2.89,On Time,1,0.787
773,1844,528,39,9,9,24,7.59,8.57,58.71,Moderate Delay,1,0.806
774,1546,995,46,10,10,26,4.42,4.65,13.76,On Time,1,0.783
775,1460,476,20,8,7,18,4.17,3.74,0,On Time,1,0.808
776,1675,1057,50,9,12,25,9.7,12.67,178.43,Moderate Delay,0,0.629
777,442,1474,13,2,1,6,5.41,7.53,127.19,Moderate Delay,1,0.686
778,494,497,1,3,3,6,9.94,7.97,0,On Time,1,0.812
779,1704,679,44,9,12,26,9.45,15.71,375.36,Severe Delay,0,0.45
780,165,16,18,1,1,7,5.1,5.66,33.62,Minor Delay,1,0.864
781,1127,137,30,7,8,14,2.1,3.57,87.85,Moderate Delay,1,0.74
782,1350,979,21,5,5,14,2.81,2.19,0,On Time,1,0.847
783,1510,635,46,11,12,24,9.45,15.12,339.93,Severe Delay,0,0.45
784,857,2193,32,6,5,12,3.09,2.41,0,On Time,0,0.864
785,1515,1070,54,9,12,26,10.39,9.22,0,On Time,1,0.844
786,850,2373,30,5,8,20,2.02,2.05,1.78,On Time,1,0.75
787,821,1608,30,6,7,19,4.05,3.16,0,On Time,0,0.826
788,1948,181,52,10,10,27,4.46,3.75,0,On Time,1,0.813
789,320,100,14,1,1,7,4.96,5.97,60.56,Moderate Delay,0,0.668
790,16,600,4,1,3,6,10.12,7.89,0,On Time,1,0.879
791,356,2191,17,2,2,1,3.56,2.78,0,On Time,1,0.789
792,1186,828,32,8,8,12,2.19,2.08,0,On Time,1,0.77
793,1032,2271,30,5,7,13,3.92,4.2,16.35,Minor Delay,1,0.852
794,291,1490,2,1,1,4,5.37,4.98,0,On Time,1,0.812
795,501,446,13,2,4,4,8.56,8.12,0,On Time,1,0.831
796,1267,1483,35,6,7,11,3.75,4.28,31.55,Minor Delay,1,0.834
797,948,1155,28,7,7,15,3.95,3.96,0.73,On Time,1,0.817
798,1269,906,36,6,8,15,2.25,1.96,0,On Time,1,0.866
799,451,605,7,2,1,4,4.78,4.61,0,On Time,1,0.709
800,351,1987,1,3,1,5,5.46,5.0,0,On Time,1,0.889
801,1376,1079,20,6,8,11,2.2,2.41,12.44,On Time,1,0.797
802,2058,1273,47,11,9,25,6.47,9.21,164.3,Moderate Delay,0,0.663
803,1322,2274,20,6,6,20,8.5,7.65,0,On Time,1,0.714
804,1947,900,50,10,11,27,7.7,6.71,0,On Time,1,0.745
805,55,191,17,3,2,8,3.69,6.45,165.03,Moderate Delay,0,0.629
806,243,1787,13,4,4,5,8.68,8.5,0,On Time,1,0.817
807,347,644,2,2,2,1,3.81,3.91,6.27,On Time,1,0.819
808,1994,1894,52,9,11,21,6.97,7.5,32.02,Minor Delay,1,0.696
809,615,975,18,4,1,9,4.89,4.53,0,On Time,0,0.801
810,578,1356,18,2,2,4,3.57,3.49,0,On Time,1,0.866
811,518,268,2,3,1,10,4.69,3.66,0,On Time,1,0.737
812,1813,1484,43,9,9,26,7.21,11.06,230.83,Severe Delay,0,0.643
813,840,580,22,6,8,20,2.13,1.7,0,On Time,1,0.768
814,1113,2097,29,7,8,20,2.0,1.93,0,On Time,1,0.853
815,1979,2130,50,10,9,24,6.68,6.0,0,On Time,1,0.882
816,198,536,3,1,1,9,5.43,7.53,125.77,Moderate Delay,1,0.594
817,1900,1456,46,11,12,30,9.74,15.95,372.3,Severe Delay,0,0.45
818,2135,773,54,10,9,26,7.36,10.48,187.14,Severe Delay,1,0.682
819,2018,113,43,10,10,26,4.34,5.76,85.07,Moderate Delay,1,0.8
820,1277,1966,35,7,7,14,3.86,3.01,0,On Time,1,0.906
821,1647,1831,52,9,11,22,7.32,9.34,121.49,Moderate Delay,1,0.731
822,876,819,27,6,5,20,3.01,2.59,0,On Time,1,0.787
823,1034,2175,23,5,7,14,4.33,3.37,0,On Time,1,0.865
824,2011,46,45,10,9,22,7.35,7.55,11.97,On Time,1,0.877
825,1003,882,23,7,7,18,3.81,3.24,0,On Time,1,0.771
826,482,1416,7,2,2,8,3.5,4.48,59.19,Moderate Delay,0,0.818
827,1917,1760,51,10,10,22,4.31,6.13,109.21,Moderate Delay,0,0.66
828,362,803,11,1,1,10,5.44,5.57,7.82,On Time,1,0.685
829,1357,2149,28,6,7,17,4.31,4.64,20.02,Minor Delay,1,0.766
830,6,2406,10,3,3,2,10.71,9.42,0,On Time,1,0.814
831,55,724,3,1,3,6,9.84,7.67,0,On Time,1,0.839
832,1658,954,44,9,9,24,7.61,7.2,0,On Time,1,0.761
833,746,79,35,5,8,20,2.05,1.91,0,On Time,1,0.761
834,1787,204,47,10,12,27,10.28,8.02,0,On Time,1,0.651
835,1717,159,45,10,12,21,9.76,10.28,31.01,Minor Delay,1,0.784
836,574,1369,9,1,2,6,3.48,5.16,100.7,Moderate Delay,0,0.628
837,1368,1362,32,5,7,15,3.95,4.18,13.73,On Time,1,0.873
838,2165,2383,38,10,9,29,7.19,10.38,191.77,Severe Delay,1,0.612
839,31,2497,2,3,4,2,8.27,9.38,66.53,Moderate Delay,0,0.813
840,13,1399,15,3,3,2,10.04,10.64,36.07,Minor Delay,1,0.888
841,2083,1630,37,11,11,30,7.79,13.14,321.14,Severe Delay,0,0.475
842,1815,564,49,9,10,24,4.27,7.46,191.65,Severe Delay,0,0.651
843,1763,1423,38,10,12,24,9.11,10.27,69.81,Moderate Delay,1,0.784
844,805,871,33,6,7,11,4.31,5.56,74.73,Moderate Delay,1,0.728
845,585,953,4,3,2,7,3.61,5.02,84.51,Moderate Delay,1,0.729
846,806,2179,27,7,8,16,2.16,2.35,11.72,On Time,1,0.755
847,425,2438,16,3,1,8,5.37,7.09,103.23,Moderate Delay,1,0.701
848,1413,1205,21,6,8,20,2.23,2.07,0,On Time,1,0.688
849,382,1422,6,2,4,5,9.06,10.99,116.02,Moderate Delay,0,0.671
850,1609,2151,43,9,12,24,9.7,9.8,5.95,On Time,1,0.79
851,1676,1172,52,9,11,23,7.77,9.34,94.2,Moderate Delay,0,0.798
852,1674,2490,37,11,12,24,10.14,12.51,142.48,Moderate Delay,0,0.725
853,1131,2127,31,5,8,11,1.97,1.97,0,On Time,1,0.8
854,2153,148,42,12,10,25,4.32,5.89,94.4,Moderate Delay,0,0.723
855,1684,1314,50,10,12,25,9.89,12.11,132.8,Moderate Delay,1,0.646
856,676,2291,2,1,1,4,5.02,5.64,37.04,Minor Delay,0,0.74
857,596,1288,3,1,3,3,10.53,10.75,13.39,On Time,1,0.708
858,1729,2018,46,10,9,29,7.01,9.13,127.14,Moderate Delay,1,0.673
859,2162,2309,46,9,9,27,7.14,10.74,216.23,Severe Delay,0,0.45
860,1799,1404,44,10,10,23,4.42,8.97,272.49,Severe Delay,0,0.536
861,297,666,4,3,4,6,7.95,8.22,15.98,Minor Delay,1,0.733
862,546,2009,10,1,3,7,10.61,9.67,0,On Time,1,0.831
863,1736,601,46,9,12,29,9.61,11.94,139.93,Moderate Delay,1,0.765
864,1243,694,23,5,5,13,3.12,2.43,0,On Time,1,0.885
865,1919,1844,47,9,12,23,9.82,9.54,0,On Time,1,0.865
866,1497,97,54,9,11,22,7.99,13.98,359.06,Severe Delay,0,0.47
867,628,2152,17,3,2,2,3.59,4.17,35.28,Minor Delay,0,0.818
868,1614,812,52,9,11,27,7.37,7.48,6.36,On Time,1,0.771
869,1990,1377,39,11,9,21,7.28,9.65,142.51,Moderate Delay,0,0.636
870,1948,2435,38,10,12,26,10.15,10.14,0,On Time,1,0.861
871,1353,298,31,6,7,12,4.19,3.79,0,On Time,1,0.877
872,198,1250,17,1,1,2,5.07,5.2,7.74,On Time,1,0.804
873,2149,419,50,11,9,26,7.53,10.74,192.45,Severe Delay,1,0.635
874,601,837,8,2,4,7,9.08,7.08,0,On Time,0,0.822
875,356,2301,15,1,4,9,8.27,7.8,0,On Time,1,0.853
876,1035,903,36,6,8,12,2.08,2.15,3.94,On Time,1,0.825
877,441,1698,13,2,1,3,4.82,4.84,1.45,On Time,1,0.801
878,923,1383,34,5,5,15,2.98,2.78,0,On Time,1,0.768
879,1345,434,23,6,7,18,4.14,4.03,0,On Time,1,0.837
880,16,622,1,3,2,8,3.43,4.33,53.48,Moderate Delay,1,0.826
881,1466,823,40,11,9,24,6.96,10.19,193.98,Severe Delay,0,0.63
882,882,2275,34,5,8,14,2.04,2.23,11.13,On Time,1,0.781
883,1341,2410,23,5,8,18,2.21,1.73,0,On Time,1,0.869
884,1015,508,35,6,7,18,4.36,5.39,61.74,Moderate Delay,1,0.763
885,1184,946,20,6,5,13,3.3,2.57,0,On Time,1,0.947
886,1675,641,44,10,11,25,7.02,12.7,340.85,Severe Delay,0,0.45
887,1464,745,39,10,12,24,10.07,9.87,0,On Time,1,0.735
888,1859,1270,47,10,12,23,8.95,10.01,63.35,Moderate Delay,0,0.723
889,141,887,13,1,1,8,5.49,5.66,10.12,On Time,1,0.797
890,234,20,6,3,1,6,4.78,5.47,41.63,Minor Delay,1,0.738
891,1895,1808,49,9,9,25,6.5,6.61,6.85,On Time,1,0.808
892,698,1257,12,2,1,2,4.88,4.21,0,On Time,1,0.843
893,8,202,13,1,2,5,3.68,4.2,31.27,Minor Delay,1,0.805
894,79,582,10,2,3,7,10.0,9.93,0,On Time,1,0.791
895,173,989,6,3,2,8,3.36,3.26,0,On Time,1,0.886
896,1072,1883,32,5,8,16,2.02,2.27,15.43,Minor Delay,1,0.761
897,896,182,35,7,7,13,3.86,4.3,26.51,Minor Delay,1,0.793
898,1468,2030,49,10,10,22,4.42,5.18,45.13,Moderate Delay,1,0.828
899,1358,383,30,5,6,14,8.69,6.78,0,On Time,1,0.894
900,49,2297,15,2,4,7,8.89,10.55,99.77,Moderate Delay,0,0.692
901,703,287,17,2,1,5,5.28,4.12,0,On Time,1,0.865
902,1383,655,30,5,6,15,8.32,8.37,2.48,On Time,1,0.752
903,1801,2002,53,9,9,26,6.63,6.38,0,On Time,1,0.852
904,1412,453,35,7,6,11,8.07,7.71,0,On Time,1,0.734
905,448,2068,2,2,2,6,3.71,3.9,11.34,On Time,1,0.837
906,1563,2361,40,11,9,24,6.7,7.33,37.41,Minor Delay,1,0.814
907,1856,2429,43,9,9,23,7.03,14.44,444.86,Severe Delay,0,0.45
908,1159,1829,20,5,8,12,2.11,2.44,20.35,Minor Delay,1,0.889
909,1320,267,26,5,8,17,2.3,2.23,0,On Time,1,0.807
910,2141,110,49,9,9,27,7.04,8.2,69.58,Moderate Delay,1,0.726
911,21,64,5,1,1,3,5.18,5.5,19.03,Minor Delay,1,0.798
912,1719,2403,53,12,12,23,9.45,16.18,403.97,Severe Delay,0,0.45
913,1870,1015,42,9,9,26,6.74,10.43,221.72,Severe Delay,1,0.63
914,1237,1498,36,5,7,15,4.14,6.13,119.12,Moderate Delay,1,0.732
915,1094,612,34,6,7,18,3.89,4.42,31.53,Minor Delay,1,0.688
916,2143,418,37,12,10,25,4.39,4.3,0,On Time,1,0.82
917,472,2195,3,1,1,5,5.53,4.89,0,On Time,0,0.799
918,1338,1160,26,7,5,20,3.02,2.9,0,On Time,1,0.861
919,292,1502,15,2,1,8,5.22,9.14,235.34,Severe Delay,0,0.613
920,849,1853,24,5,5,13,3.23,2.95,0,On Time,1,0.854
921,1258,236,26,6,8,12,2.03,2.21,10.95,On Time,1,0.715
922,1077,1965,27,5,8,12,2.23,2.2,0,On Time,1,0.863
923,1747,1223,38,9,9,30,6.53,8.23,102.04,Moderate Delay,0,0.622
924,1480,1885,46,9,11,24,7.18,9.97,167.07,Moderate Delay,0,0.62
925,1178,689,35,7,7,16,4.14,6.3,129.47,Moderate Delay,1,0.69
926,1394,526,26,5,8,13,1.96,2.7,44.65,Minor Delay,1,0.807
927,257,1150,16,2,4,8,8.56,10.52,117.54,Moderate Delay,1,0.741
928,710,2241,16,3,3,1,10.81,10.18,0,On Time,1,0.771
929,1313,1718,35,6,6,15,8.18,9.31,68.06,Moderate Delay,1,0.716
930,1088,2330,27,6,8,11,2.2,2.06,0,On Time,1,0.846
931,1436,2156,24,6,6,16,7.57,7.78,12.97,On Time,1,0.817
932,1850,2394,50,10,10,26,4.29,5.74,87.01,Moderate Delay,1,0.832
933,991,131,27,6,6,12,7.53,9.58,123.22,Moderate Delay,1,0.661
934,1492,297,49,9,12,21,10.02,14.94,294.96,Severe Delay,0,0.45
935,1079,264,35,5,7,16,4.27,5.22,56.85,Moderate Delay,1,0.824
936,1313,1042,30,5,8,13,2.0,2.08,5.18,On Time,1,0.807
937,1795,2066,46,11,12,21,9.49,12.8,198.45,Severe Delay,1,0.558
938,2120,2139,51,9,10,21,4.36,4.37,0.64,On Time,1,0.836
939,490,484,2,3,2,7,3.45,4.54,65.75,Moderate Delay,0,0.736
940,871,1159,26,7,8,20,2.16,1.69,0,On Time,1,0.766
941,224,865,9,1,1,3,4.87,5.54,39.91,Minor Delay,1,0.628
942,685,2256,4,4,3,5,11.1,8.66,0,On Time,1,0.847
943,117,1181,12,1,1,4,5.17,6.46,77.42,Moderate Delay,0,0.735
944,1232,1195,30,6,7,20,4.38,5.18,48.38,Moderate Delay,1,0.738
945,1507,2444,39,9,10,22,4.1,6.0,114.2,Moderate Delay,1,0.746
946,827,1556,31,5,6,20,7.44,6.64,0,On Time,1,0.7
947,988,1702,24,5,6,18,7.59,6.27,0,On Time,1,0.82
948,1017,170,28,5,6,11,8.28,8.87,35.2,Minor Delay,1,0.784
949,1004,827,35,6,8,16,2.19,2.41,13.3,On Time,1,0.867
950,2155,1380,49,11,10,30,4.33,4.46,7.33,On Time,1,0.726
951,91,111,5,2,1,9,4.94,3.85,0,On Time,1,0.833
952,1557,595,45,9,12,22,10.19,9.2,0,On Time,1,0.819
953,809,855,20,7,5,18,3.19,3.21,1.63,On Time,1,0.809
954,1360,103,30,6,5,19,2.96,2.31,0,On Time,1,0.822
955,1752,2408,41,9,11,30,7.91,12.8,293.65,Severe Delay,0,0.45
956,873,93,27,6,5,12,3.04,3.19,9.06,On Time,0,0.834
957,690,916,15,3,4,2,8.54,6.66,0,On Time,1,0.887
958,989,715,34,6,7,14,3.88,4.19,18.29,Minor Delay,1,0.774
959,19,1169,6,2,4,4,9.22,10.24,61.29,Moderate Delay,0,0.768
960,1334,221,34,5,8,18,2.08,2.61,32.37,Minor Delay,1,0.829
961,2086,2087,37,10,9,23,7.09,6.6,0,On Time,1,0.897
962,112,2486,18,4,2,1,3.45,4.12,40.1,Minor Delay,1,0.806
963,1238,800,28,5,5,20,3.0,2.34,0,On Time,1,0.712
964,1693,92,52,11,10,25,3.96,5.98,121.15,Moderate Delay,1,0.74
965,1454,1048,25,5,7,11,4.35,5.05,41.68,Minor Delay,1,0.798
966,859,1145,32,6,6,19,8.18,6.38,0,On Time,1,0.794
967,66,1299,2,1,4,1,9.12,13.44,258.83,Severe Delay,0,0.491
968,1400,395,21,5,6,11,8.36,10.22,111.56,Moderate Delay,0,0.7
969,519,1041,10,2,1,4,5.09,4.82,0,On Time,1,0.849
970,1717,1353,49,9,10,29,4.37,5.89,91.2,Moderate Delay,0,0.798
971,1572,1907,46,11,10,28,4.04,4.01,0,On Time,1,0.825
972,1864,1523,41,10,10,21,4.26,4.96,42.12,Minor Delay,0,0.701
973,1722,2268,52,10,12,27,9.74,8.85,0,On Time,1,0.787
974,1251,649,19,7,8,14,2.18,3.26,65.03,Moderate Delay,1,0.779
975,496,70,18,1,4,6,8.67,9.91,74.17,Moderate Delay,1,0.74
976,487,63,2,2,4,5,8.29,7.09,0,On Time,1,0.915
977,70,1125,17,2,1,3,5.43,5.01,0,On Time,1,0.713
978,322,1543,17,2,1,1,5.13,4.66,0,On Time,1,0.844
979,1434,2229,22,5,7,14,3.98,4.66,40.55,Minor Delay,1,0.818
980,1961,1111,45,9,11,29,7.9,8.77,52.43,Moderate Delay,0,0.858
981,1312,372,28,6,5,20,3.1,3.13,1.97,On Time,1,0.751
982,38,2061,3,3,2,3,3.59,4.03,26.07,Minor Delay,1,0.695
983,1065,1644,26,6,8,18,2.23,2.35,7.19,On Time,1,0.726
984,1453,263,26,6,7,18,3.82,4.53,42.78,Minor Delay,1,0.75
985,1826,455,46,10,9,22,7.53,10.73,191.79,Severe Delay,0,0.733
986,1128,816,27,6,5,14,2.85,2.22,0,On Time,1,0.875
987,1477,241,43,10,11,22,7.06,7.36,18.06,Minor Delay,1,0.837
988,1802,728,41,11,9,21,7.44,12.03,275.77,Severe Delay,0,0.503
989,1139,374,28,5,7,11,3.91,3.27,0,On Time,1,0.863
990,131,1802,14,2,1,5,4.8,4.66,0,On Time,1,0.826
991,1394,846,23,7,6,17,7.53,6.14,0,On Time,1,0.741
992,1881,1795,38,9,11,21,7.34,10.49,188.99,Severe Delay,0,0.553
993,735,1061,35,5,7,13,4.34,4.26,0,On Time,1,0.867
994,69,2167,4,1,2,7,3.78,4.4,36.7,Minor Delay,1,0.675
995,1754,2471,44,10,12,26,9.58,12.22,158.58,Moderate Delay,1,0.582
996,1532,1935,41,11,9,26,7.14,10.51,202.16,Severe Delay,0,0.612
997,1745,2336,50,10,12,26,8.98,11.17,131.69,Moderate Delay,0,0.706
998,354,487,4,2,2,9,3.71,3.09,0,On Time,1,0.764
999,1891,467,52,10,12,24,9.51,11.63,127.39,Moderate Delay,1,0.677
1000,928,1136,20,6,8,17,2.28,1.78,0,On Time,1,0.651
1001,973,1491,28,6,6,13,7.62,5.94,0,On Time,1,0.758
1002,186,637,5,2,1,10,5.49,6.14,38.66,Minor Delay,1,0.723
1003,50,1235,18,3,3,1,10.09,9.27,0,On Time,1,0.857
1004,784,1059,35,5,8,13,2.15,2.28,8.03,On Time,1,0.768
1005,166,1379,5,1,1,8,5.07,7.27,132.14,Moderate Delay,1,0.731
1006,1034,1282,32,6,5,14,3.09,3.02,0,On Time,1,0.915
1007,452,1724,14,1,4,9,9.04,7.05,0,On Time,1,0.791
1008,921,72,34,6,7,14,4.04,3.15,0,On Time,1,0.888
1009,2126,1950,48,10,11,26,7.04,11.51,267.83,Severe Delay,1,0.528
1010,1761,1496,46,10,11,25,6.81,8.71,114.06,Moderate Delay,1,0.695
1011,1126,691,25,5,8,15,2.08,2.98,54.26,Moderate Delay,0,0.771
1012,920,617,35,6,7,16,3.79,3.82,1.49,On Time,1,0.753
1013,656,71,2,1,3,7,11.23,11.79,33.2,Minor Delay,1,0.767
1014,1418,2070,34,8,8,18,2.17,1.75,0,On Time,1,0.875
1015,1940,1662,51,10,10,21,4.22,5.9,100.37,Moderate Delay,1,0.664
1016,1387,867,28,5,6,17,7.53,7.2,0,On Time,1,0.8
1017,1783,978,49,12,10,26,4.25,4.92,39.74,Minor Delay,1,0.84
1018,860,2228,23,5,8,11,2.26,2.22,0,On Time,1,0.749
1019,849,90,34,5,5,18,2.97,2.32,0,On Time,1,0.883
1020,1174,587,25,5,7,17,3.78,3.66,0,On Time,1,0.803
1021,257,2279,18,2,1,3,5.01,5.97,57.47,Moderate Delay,0,0.724
1022,450,2313,7,3,4,4,8.6,9.36,45.4,Moderate Delay,1,0.765
1023,1130,1598,24,6,5,20,3.05,4.49,86.09,Moderate Delay,0,0.627
1024,619,1809,2,1,4,1,9.29,10.93,97.98,Moderate Delay,1,0.792
1025,2015,775,51,10,11,23,7.39,9.16,106.23,Moderate Delay,0,0.685
1026,501,1439,18,1,3,5,10.54,10.7,9.49,On Time,1,0.827
1027,1765,1820,52,11,10,21,4.15,4.43,17.08,Minor Delay,1,0.755
1028,464,483,15,2,1,4,4.81,5.26,27.22,Minor Delay,1,0.745
1029,1442,1006,32,5,8,20,2.11,2.02,0,On Time,1,0.871
1030,482,1158,14,3,2,8,3.39,3.94,32.81,Minor Delay,1,0.838
1031,1460,2272,25,7,7,18,4.22,5.52,78.0,Moderate Delay,1,0.709
1032,1769,40,52,10,9,22,6.56,8.73,130.21,Moderate Delay,0,0.793
1033,268,1315,14,3,1,8,4.71,3.73,0,On Time,1,0.872
1034,1870,2032,42,10,12,26,10.03,12.75,163.16,Moderate Delay,1,0.673
1035,2174,956,53,10,10,30,4.29,6.03,104.75,Moderate Delay,1,0.658
1036,51,316,5,2,2,7,3.35,3.15,0,On Time,1,0.775
1037,1071,574,31,6,5,14,3.04,2.79,0,On Time,1,0.843
1038,820,764,36,6,7,13,4.13,4.6,28.12,Minor Delay,0,0.803
1039,1944,2276,50,11,12,26,10.11,13.15,182.55,Severe Delay,0,0.711
1040,1437,1867,21,6,6,19,7.73,6.03,0,On Time,1,0.902
1041,142,2453,7,3,3,9,11.06,13.1,122.36,Moderate Delay,1,0.693
1042,777,339,27,6,6,12,7.9,7.42,0,On Time,1,0.774
1043,808,1678,33,5,8,15,1.98,1.81,0,On Time,1,0.809
1044,38,1991,2,2,1,6,5.42,7.0,94.67,Moderate Delay,1,0.73
1045,25,783,5,1,2,5,3.43,4.28,51.38,Moderate Delay,1,0.718
1046,398,561,6,2,1,10,5.13,5.91,46.63,Moderate Delay,1,0.712
1047,428,2019,9,1,4,10,9.16,15.31,368.97,Severe Delay,0,0.45
1048,1362,2078,20,6,7,11,3.81,4.06,15.22,Minor Delay,0,0.68
1049,808,88,35,7,6,15,7.84,7.56,0,On Time,1,0.807
1050,517,1219,18,2,1,2,4.93,6.22,77.75,Moderate Delay,1,0.692
1051,1616,1210,38,9,10,28,4.48,5.76,76.9,Moderate Delay,0,0.658
1052,888,1103,24,5,7,14,4.29,5.21,55.55,Moderate Delay,1,0.844
1053,1793,1625,52,10,10,23,4.47,5.63,69.66,Moderate Delay,0,0.679
1054,300,1522,7,1,1,8,4.89,4.01,0,On Time,1,0.839
1055,1174,2143,27,6,8,16,2.22,2.32,5.71,On Time,1,0.733
1056,2187,1614,41,9,11,23,7.98,11.28,197.75,Severe Delay,0,0.633
1057,681,1503,7,2,1,6,4.99,4.48,0,On Time,1,0.793
1058,579,1819,5,1,4,6,8.43,8.41,0,On Time,1,0.85
1059,1559,411,41,10,12,24,9.3,11.52,133.24,Moderate Delay,1,0.64
1060,314,1062,14,2,2,7,3.58,5.87,137.24,Moderate Delay,0,0.669
1061,1484,2462,38,10,12,21,9.81,8.76,0,On Time,1,0.879
1062,1800,135,48,9,10,25,4.37,6.16,107.72,Moderate Delay,1,0.683
1063,1315,705,20,5,6,16,7.95,7.79,0,On Time,1,0.79
1064,1699,971,42,9,10,22,4.19,6.36,130.1,Moderate Delay,0,0.795
1065,1929,895,47,9,11,29,6.84,9.47,157.87,Moderate Delay,1,0.69
1066,104,1921,9,2,2,9,3.59,5.33,104.08,Moderate Delay,1,0.644
1067,1408,825,20,5,8,15,1.98,2.7,43.41,Minor Delay,1,0.772
1068,2130,1990,38,9,10,27,4.38,8.07,221.27,Severe Delay,0,0.526
1069,1081,1122,34,7,6,14,7.6,6.2,0,On Time,1,0.888
1070,302,1337,7,1,2,8,3.75,4.92,70.61,Moderate Delay,0,0.8
1071,827,1884,29,6,6,14,8.36,8.26,0,On Time,1,0.896
1072,342,206,13,2,1,5,5.16,4.02,0,On Time,1,0.846
1073,1876,42,50,9,9,25,7.14,10.73,214.95,Severe Delay,1,0.617
1074,1105,2250,32,5,7,13,4.01,4.73,43.48,Minor Delay,1,0.823
1075,895,932,31,5,5,14,2.86,2.49,0,On Time,1,0.883
1076,541,56,3,1,1,8,5.18,5.56,23.33,Minor Delay,1,0.836
1077,835,1535,22,6,6,12,8.6,10.37,106.06,Moderate Delay,0,0.691
1078,375,227,17,3,1,8,5.0,4.59,0,On Time,1,0.868
1079,1039,433,22,6,5,11,3.29,2.57,0,On Time,1,0.854
1080,1009,1790,22,5,8,15,2.03,1.58,0,On Time,1,0.866
1081,661,1307,17,2,1,5,5.23,4.35,0,On Time,1,0.847
1082,1463,573,47,10,9,26,7.43,9.74,138.86,Moderate Delay,0,0.777
1083,386,1084,17,3,1,10,5.06,5.11,2.73,On Time,1,0.719
1084,1205,2012,31,6,7,12,3.99,3.11,0,On Time,1,0.858
1085,639,2183,16,1,2,3,3.78,3.56,0,On Time,1,0.74
1086,499,1992,13,2,4,5,8.24,8.2,0,On Time,1,0.862
