fact_sales_id,sk_date,sk_client,sk_product,sk_order,quantity_units,unit_sale_price,revenue_amount,cost_amount,margin_amount,margin_rate,margin_band,discount_amount
1204,2015,26,4,2158,59.0,384.7,21718.03,18094.83,3623.2,0.1668,Medium,979.32
1205,1039,13,4,1531,78.0,342.5,24887.39,23403.46,1483.93,0.0596,Low,1827.42
1206,612,10,1,443,58.0,545.41,31196.18,29903.21,1292.97,0.0414,Low,437.78
1207,1054,12,5,235,33.0,512.23,16435.61,13063.22,3372.39,0.2052,Medium,468.02
1208,441,10,5,2051,24.0,462.84,10890.0,9184.47,1705.53,0.1566,Medium,218.22
1209,1199,16,1,2231,124.0,548.93,65928.44,62654.28,3274.16,0.0497,Low,2139.26
1210,952,17,2,2108,39.0,359.62,14025.07,11843.14,2181.93,0.1556,Medium,0.0
1211,1162,17,3,2099,29.0,569.64,16453.32,14937.56,1515.76,0.0921,Low,66.15
1212,1733,25,4,673,58.0,350.38,19529.54,18321.44,1208.1,0.0619,Low,792.45
1213,1675,24,4,1595,47.0,414.28,18409.0,14640.24,3768.76,0.2047,Medium,1062.08
1214,538,5,3,1311,7.0,701.59,4750.73,3727.04,1023.69,0.2155,Medium,160.41
1215,1545,22,4,2253,58.0,401.76,21265.71,18835.39,2430.32,0.1143,Medium,2036.4
1216,1613,27,1,1547,42.0,569.57,23922.04,21331.86,2590.18,0.1083,Medium,0.0
1217,2045,29,1,178,81.0,625.6,47783.5,45058.38,2725.12,0.057,Low,2889.74
1218,1327,19,1,469,49.0,602.54,28297.48,26491.42,1806.06,0.0638,Low,1226.93
1219,1132,14,1,14,109.0,612.02,62311.59,58326.83,3984.76,0.0639,Low,4398.37
1220,1626,22,4,1394,41.0,410.96,15474.92,13338.15,2136.77,0.1381,Medium,1374.48
1221,116,5,1,1017,176.0,631.36,105001.77,91993.82,13007.95,0.1239,Medium,6116.91
1222,912,18,4,1958,31.0,397.89,10834.81,9728.83,1105.98,0.1021,Medium,1499.88
1223,1062,17,5,1513,13.0,521.84,6585.99,4750.67,1835.32,0.2787,High,197.91
1224,447,8,5,1306,30.0,474.03,13439.47,11114.93,2324.54,0.173,Medium,781.53
1225,749,14,1,1201,67.0,572.86,35903.14,33374.82,2528.32,0.0704,Low,2478.37
1226,1377,17,2,28,41.0,400.03,15894.99,12220.68,3674.31,0.2312,High,506.28
1227,1013,13,1,927,59.0,611.97,34482.88,31332.03,3150.85,0.0914,Low,1623.31
1228,1242,18,5,1479,21.0,440.4,8719.01,7915.69,803.32,0.0921,Low,529.4
1229,2164,29,4,781,45.0,339.31,13223.14,13163.01,60.13,0.0045,Low,2045.82
1230,1744,26,3,1192,45.0,608.09,25629.55,23596.6,2032.95,0.0793,Low,1734.62
1231,1803,25,1,1946,47.0,606.16,27819.83,25396.45,2423.38,0.0871,Low,669.9
1232,133,3,4,807,23.0,362.93,8278.83,7458.54,820.29,0.0991,Low,68.52
1233,2111,22,2,7,36.0,322.06,11132.08,10635.55,496.53,0.0446,Low,462.15
1234,964,11,4,1335,87.0,373.73,30341.67,26919.6,3422.07,0.1128,Medium,2173.02
1235,470,1,5,1342,25.0,487.37,11669.56,9744.55,1925.01,0.165,Medium,514.58
1236,450,8,4,246,40.0,368.09,14068.24,12565.66,1502.58,0.1068,Medium,655.19
1237,82,9,4,646,82.0,360.76,29168.87,26007.18,3161.69,0.1084,Medium,413.42
1238,2158,22,2,1412,40.0,343.72,13045.37,11419.92,1625.45,0.1246,Medium,703.54
1239,2094,24,4,674,54.0,346.76,18061.81,16600.24,1461.57,0.0809,Low,663.1
1240,1088,14,3,1906,31.0,656.54,19529.62,15786.77,3742.85,0.1916,Medium,823.21
1241,1339,14,4,2483,35.0,418.44,14007.73,11694.67,2313.06,0.1651,Medium,637.6
1242,77,2,1,1142,143.0,674.5,91624.59,77558.72,14065.87,0.1535,Medium,4828.59
1243,851,11,3,2496,8.0,787.35,6133.17,4463.9,1669.27,0.2722,High,165.65
1244,1827,28,1,335,39.0,626.05,23247.47,21748.03,1499.44,0.0645,Low,1168.54
1245,378,1,2,343,35.0,395.55,13402.61,10128.64,3273.97,0.2443,High,441.52
1246,518,9,1,1292,58.0,616.03,35062.35,31260.23,3802.12,0.1084,Medium,667.33
1247,46,5,5,835,36.0,543.67,18476.4,14337.34,4139.06,0.224,High,1095.66
1248,1505,29,5,1902,47.0,453.17,20879.53,18995.98,1883.55,0.0902,Low,419.4
1249,1478,25,1,545,90.0,571.23,51070.68,45577.28,5493.4,0.1076,Medium,339.76
1250,1975,29,4,1304,63.0,348.73,20934.58,18962.4,1972.18,0.0942,Low,1035.64
1251,1543,21,3,429,16.0,799.42,12488.16,8429.17,4058.99,0.325,High,302.52
1252,1257,14,3,1295,60.0,702.61,39397.31,33143.43,6253.88,0.1587,Medium,2759.43
1253,2152,29,4,1008,120.0,404.37,44286.81,36373.4,7913.41,0.1787,Medium,4237.18
1254,256,10,1,1459,50.0,576.97,28848.56,26583.63,2264.93,0.0785,Low,0.0
1255,2185,26,2,1065,76.0,354.65,24986.77,21938.16,3048.61,0.122,Medium,1966.61
1256,1226,12,1,2224,121.0,642.94,73864.42,64517.47,9346.95,0.1265,Medium,3930.92
1257,1525,29,4,1208,22.0,417.42,8547.39,6734.33,1813.06,0.2121,Medium,635.95
1258,787,18,1,1183,51.0,660.18,32244.83,27469.37,4775.46,0.1481,Medium,1424.28
1259,806,11,3,1189,28.0,726.11,19204.75,16278.51,2926.24,0.1524,Medium,1126.26
1260,1365,14,4,2349,113.0,410.47,43333.23,35776.19,7557.04,0.1744,Medium,3049.47
1261,321,9,2,1087,95.0,336.91,31415.22,28276.12,3139.1,0.0999,Low,590.88
1262,1574,23,1,755,81.0,572.72,43863.41,42856.96,1006.45,0.0229,Low,2527.23
1263,1257,19,3,747,29.0,626.63,17686.72,16081.4,1605.32,0.0908,Low,485.45
1264,1941,29,2,2090,101.0,373.68,35188.84,31300.03,3888.81,0.1105,Medium,2552.73
1265,1657,21,3,732,13.0,912.19,11286.64,7042.39,4244.25,0.376,High,571.8
1266,517,5,2,2352,61.0,309.14,17397.08,17485.26,-88.18,-0.0051,Loss,1460.66
1267,464,9,1,1143,27.0,648.82,16610.9,14329.88,2281.02,0.1373,Medium,907.32
1268,991,12,1,1931,97.0,603.42,56842.34,50777.17,6065.17,0.1067,Medium,1689.02
1269,10,9,5,1441,42.0,448.53,18397.08,16084.9,2312.18,0.1257,Medium,441.29
1270,511,10,5,1231,25.0,434.47,10072.6,9619.9,452.7,0.0449,Low,789.09
1271,62,10,1,1775,33.0,583.62,18877.41,17573.5,1303.91,0.0691,Low,382.2
1272,1659,25,4,136,52.0,365.63,18487.42,16605.73,1881.69,0.1018,Medium,525.12
1273,1493,28,4,2172,24.0,342.05,7993.13,7642.32,350.81,0.0439,Low,216.1
1274,57,3,2,1233,23.0,316.18,7272.22,6958.91,313.31,0.0431,Low,0.0
1275,595,1,1,1573,43.0,644.77,26867.03,21653.68,5213.35,0.194,Medium,857.95
1276,294,7,5,85,27.0,467.57,12342.17,10698.95,1643.22,0.1331,Medium,282.19
1277,1584,22,1,1269,57.0,639.83,34342.9,29655.46,4687.44,0.1365,Medium,2127.43
1278,906,16,4,2013,17.0,347.01,5779.44,5137.37,642.07,0.1111,Medium,119.72
1279,615,8,1,2416,62.0,654.76,39194.35,33737.88,5456.47,0.1392,Medium,1400.77
1280,613,8,5,1450,42.0,462.34,18037.22,16328.97,1708.25,0.0947,Low,1381.21
1281,2105,24,1,2487,40.0,576.79,22835.96,21900.39,935.57,0.041,Low,235.5
1282,295,8,3,74,8.0,678.84,5088.26,4146.47,941.79,0.1851,Medium,342.46
1283,1060,15,4,417,91.0,356.82,30942.66,27921.73,3020.93,0.0976,Low,1527.59
1284,429,4,3,2065,23.0,622.84,13541.46,11414.44,2127.02,0.1571,Medium,783.85
1285,847,14,1,2221,133.0,549.23,66425.14,68769.64,-2344.5,-0.0353,Loss,6622.74
1286,1904,24,5,798,30.0,442.89,12938.47,11050.28,1888.19,0.1459,Medium,348.15
1287,440,1,2,485,47.0,296.93,13175.67,13051.58,124.09,0.0094,Low,779.81
1288,299,10,5,1602,34.0,462.92,15568.46,13171.25,2397.21,0.154,Medium,170.7
1289,1322,14,4,2317,61.0,391.83,22810.94,19762.71,3048.23,0.1336,Medium,1090.63
1290,2168,22,3,1074,24.0,699.9,15774.26,12168.12,3606.14,0.2286,High,1023.38
1291,1733,29,4,1230,110.0,452.87,47229.4,36214.16,11015.24,0.2332,High,2586.72
1292,1841,21,3,19,15.0,648.25,9250.13,8165.07,1085.06,0.1173,Medium,473.68
1293,555,8,4,105,113.0,362.85,40400.54,36163.28,4237.26,0.1049,Medium,600.97
1294,1197,11,2,352,31.0,317.87,9422.27,8614.52,807.75,0.0857,Low,431.8
1295,770,18,4,104,46.0,337.93,15032.41,14736.91,295.5,0.0197,Low,512.27
1296,382,2,5,1545,53.0,463.65,23288.03,19945.41,3342.62,0.1435,Medium,1285.18
1297,1485,26,2,2443,71.0,348.84,24364.33,20892.97,3471.36,0.1425,Medium,403.46
1298,1520,27,2,2115,27.0,306.54,8276.47,7429.38,847.09,0.1023,Medium,0.0
1299,2034,23,1,1865,14.0,642.25,8108.15,7484.82,623.33,0.0769,Low,883.32
1300,1329,13,2,1975,52.0,328.69,16421.21,14864.26,1556.95,0.0948,Low,670.77
1301,1939,21,1,1032,101.0,618.74,60338.59,53089.2,7249.39,0.1201,Medium,2153.95
1302,1022,17,1,752,46.0,618.0,27363.65,25759.36,1604.29,0.0586,Low,1064.39
1303,1347,18,1,1438,67.0,600.34,37671.6,36657.61,1013.99,0.0269,Low,2551.07
1304,26,10,3,1537,11.0,887.02,9491.34,6013.96,3477.38,0.3664,High,265.89
1305,261,5,1,1693,91.0,615.89,50742.06,48335.8,2406.26,0.0474,Low,5303.93
1306,1599,26,1,525,39.0,719.34,26085.43,20277.93,5807.5,0.2226,High,1968.94
1307,1675,30,2,861,38.0,315.08,11653.7,11039.28,614.42,0.0527,Low,319.37
1308,1075,19,5,146,18.0,492.17,8424.66,7311.65,1113.01,0.1321,Medium,434.45
1309,17,4,4,1714,48.0,372.98,17254.32,15030.95,2223.37,0.1289,Medium,648.71
1310,1953,24,1,503,63.0,599.37,36122.92,35090.87,1032.05,0.0286,Low,1637.52
1311,1162,12,1,2129,11.0,638.84,6681.85,6043.87,637.98,0.0955,Low,345.37
1312,1258,17,1,1165,46.0,546.22,24512.93,23522.71,990.22,0.0404,Low,613.3
1313,71,8,3,160,27.0,670.69,17235.19,14341.92,2893.27,0.1679,Medium,873.48
1314,496,2,1,2041,64.0,621.14,37276.81,34737.54,2539.27,0.0681,Low,2476.2
1315,2115,24,5,400,48.0,648.43,29930.97,18736.54,11194.43,0.374,High,1193.47
1316,196,9,1,619,80.0,547.64,41430.51,42974.22,-1543.71,-0.0373,Loss,2380.3
1317,824,13,5,1296,22.0,404.33,8118.05,8078.87,39.18,0.0048,Low,777.18
1318,288,9,1,1685,54.0,695.48,35890.39,28637.85,7252.54,0.2021,Medium,1665.68
1319,229,3,3,1187,20.0,572.5,10563.16,10155.49,407.67,0.0386,Low,886.77
1320,543,5,2,481,59.0,358.73,20213.84,18510.94,1702.9,0.0842,Low,951.18
1321,626,1,5,2450,8.0,486.49,3838.17,3186.62,651.55,0.1698,Medium,53.79
1322,483,2,4,501,77.0,415.39,31217.87,24875.3,6342.57,0.2032,Medium,767.03
1323,1146,13,3,114,19.0,759.29,13238.81,9981.82,3256.99,0.246,High,1187.79
1324,570,9,5,1108,30.0,593.29,17548.57,11209.88,6338.69,0.3612,High,250.11
1325,663,4,5,1130,17.0,602.06,10096.14,6648.46,3447.68,0.3415,High,138.93
1326,1203,13,3,2147,19.0,665.89,11421.3,10451.12,970.18,0.0849,Low,1230.63
1327,1361,19,4,195,37.0,374.82,13073.84,11118.94,1954.9,0.1495,Medium,794.35
1328,1434,12,4,585,13.0,343.52,4382.06,3769.28,612.78,0.1398,Medium,83.71
1329,1405,18,5,176,39.0,495.73,19111.74,15230.15,3881.59,0.2031,Medium,221.69
1330,2150,22,2,1835,41.0,369.27,14404.59,12449.55,1955.04,0.1357,Medium,735.59
1331,2134,26,2,188,79.0,350.96,24482.81,23593.9,888.91,0.0363,Low,3243.09
1332,119,8,2,1826,112.0,335.26,35838.63,32947.75,2890.88,0.0807,Low,1710.96
1333,748,14,2,9,91.0,332.72,28478.03,28319.98,158.05,0.0055,Low,1799.75
1334,1629,29,4,1542,87.0,340.68,27155.13,26440.03,715.1,0.0263,Low,2484.18
1335,1262,11,2,65,59.0,338.65,19324.24,18490.81,833.43,0.0431,Low,656.28
1336,1103,14,2,1919,65.0,330.2,19721.37,18514.77,1206.6,0.0612,Low,1741.48
1337,2101,27,2,1149,24.0,392.24,9413.7,7428.83,1984.87,0.2108,Medium,0.0
1338,972,14,3,647,28.0,711.88,18856.72,15293.08,3563.64,0.189,Medium,1075.82
1339,1385,11,3,2067,7.0,621.9,4155.65,3559.88,595.77,0.1434,Medium,197.62
1340,1164,15,1,987,123.0,625.71,76090.99,68303.55,7787.44,0.1023,Medium,870.98
1341,412,8,3,657,7.0,717.08,4369.01,3801.7,567.31,0.1298,Medium,650.52
1342,2029,25,3,388,15.0,869.87,12239.64,8252.15,3987.49,0.3258,High,808.41
1343,1265,15,4,1237,62.0,349.74,20681.97,20586.21,95.76,0.0046,Low,1002.18
1344,2109,22,4,845,103.0,357.61,34260.52,31637.93,2622.59,0.0765,Low,2573.0
1345,123,4,5,512,30.0,416.11,12202.92,11489.84,713.08,0.0584,Low,280.45
1346,902,13,4,1800,36.0,371.03,12495.35,11680.3,815.05,0.0652,Low,861.76
1347,1842,26,5,1344,24.0,532.8,11633.1,9449.76,2183.34,0.1877,Medium,1154.03
1348,441,7,1,280,85.0,573.46,46462.54,43410.82,3051.72,0.0657,Low,2281.89
1349,1399,20,5,1128,19.0,630.74,11479.53,7466.61,4012.92,0.3496,High,504.61
1350,2075,29,3,557,17.0,734.01,11629.49,9245.07,2384.42,0.205,Medium,848.75
1351,565,9,1,1417,31.0,593.63,17706.42,15429.17,2277.25,0.1286,Medium,696.07
1352,441,9,2,472,78.0,355.5,27383.98,22670.47,4713.51,0.1721,Medium,345.17
1353,1406,14,4,2267,82.0,328.44,25380.54,25418.13,-37.59,-0.0015,Loss,1551.41
1354,1369,15,5,925,29.0,671.47,19181.19,11880.86,7300.33,0.3806,High,291.39
1355,2141,21,2,1358,36.0,317.49,10609.5,9864.52,744.98,0.0702,Low,820.21
1356,183,2,1,1037,65.0,775.03,46732.63,37977.09,8755.54,0.1874,Medium,3644.42
1357,1301,19,1,1593,94.0,605.55,55744.33,48372.49,7371.84,0.1322,Medium,1177.13
1358,606,7,3,1509,26.0,777.17,19532.62,14054.88,5477.74,0.2804,High,673.73
1359,1045,16,1,1346,120.0,609.55,71829.43,59809.47,12019.96,0.1673,Medium,1316.83
1360,1009,11,2,2014,39.0,358.27,13522.61,11652.22,1870.39,0.1383,Medium,449.9
1361,1327,16,4,1817,16.0,370.27,5618.63,5014.37,604.26,0.1075,Medium,305.74
1362,425,2,2,242,27.0,368.98,9280.88,8083.31,1197.57,0.129,Medium,681.7
1363,51,2,4,1466,52.0,358.26,17646.97,17160.97,486.0,0.0275,Low,982.29
1364,2130,25,5,33,30.0,457.17,13283.74,11832.36,1451.38,0.1093,Medium,431.25
1365,1376,14,1,659,105.0,602.83,59366.77,55984.43,3382.34,0.057,Low,3930.58
1366,1761,28,3,349,17.0,576.24,9675.65,9408.4,267.25,0.0276,Low,120.49
1367,1382,20,4,609,22.0,326.16,6989.02,6381.75,607.27,0.0869,Low,186.48
1368,2081,21,4,2160,25.0,434.2,10421.02,7747.25,2673.77,0.2566,High,433.89
1369,123,4,2,2074,66.0,336.56,21661.01,19241.41,2419.6,0.1117,Medium,552.15
1370,1178,13,5,1672,28.0,545.36,14079.46,10286.86,3792.6,0.2694,High,1190.64
1371,334,10,1,1,51.0,642.07,32097.37,29218.88,2878.49,0.0897,Low,648.01
1372,1932,23,2,1605,30.0,331.92,9312.5,9332.65,-20.15,-0.0022,Loss,645.05
1373,1195,14,3,106,70.0,762.87,51332.76,37201.76,14131.0,0.2753,High,2067.86
1374,1233,12,1,1443,120.0,583.4,67647.71,63721.6,3926.11,0.058,Low,2360.07
1375,1342,15,2,314,50.0,318.31,14817.72,14617.47,200.25,0.0135,Low,1097.87
1376,1292,20,2,957,52.0,315.84,15762.61,14481.42,1281.19,0.0813,Low,661.01
1377,1547,22,4,1862,101.0,334.19,30550.49,29683.24,867.25,0.0284,Low,3202.35
1378,1210,16,4,708,41.0,402.09,15773.01,12660.3,3112.71,0.1973,Medium,712.74
1379,343,5,1,789,21.0,678.51,13515.53,11363.11,2152.42,0.1593,Medium,733.24
1380,1059,11,2,1596,53.0,398.96,20501.28,15332.42,5168.86,0.2521,High,643.54
1381,1234,11,1,1144,38.0,617.98,22849.04,19211.37,3637.67,0.1592,Medium,634.14
1382,996,14,1,384,53.0,642.68,31329.33,29248.21,2081.12,0.0664,Low,2732.58
1383,1154,18,2,1034,62.0,333.18,20083.18,17763.05,2320.13,0.1155,Medium,574.01
1384,2146,22,1,792,32.0,737.94,22857.71,17460.67,5397.04,0.2361,High,756.27
1385,1304,18,1,594,30.0,692.07,20413.11,16871.11,3542.0,0.1735,Medium,349.03
1386,1362,18,2,2448,75.0,360.03,25657.93,20754.05,4903.88,0.1911,Medium,1344.42
1387,79,6,5,75,25.0,502.86,12043.05,9638.43,2404.62,0.1997,Medium,528.49
1388,1643,29,5,1507,23.0,468.37,10500.34,8815.77,1684.57,0.1604,Medium,272.15
1389,536,7,3,2199,23.0,566.36,12508.26,11726.23,782.03,0.0625,Low,518.02
1390,1684,22,5,2219,19.0,515.98,9515.45,7475.05,2040.4,0.2144,Medium,288.26
1391,721,7,2,921,65.0,331.63,20144.81,19046.65,1098.16,0.0545,Low,1411.36
1392,641,7,1,797,28.0,689.38,18719.42,15022.62,3696.8,0.1975,Medium,583.35
1393,1061,18,2,382,26.0,308.0,7581.83,7360.81,221.02,0.0292,Low,426.11
1394,1061,14,4,2298,67.0,374.32,23688.38,20672.95,3015.43,0.1273,Medium,1391.28
1395,975,13,1,2145,72.0,613.65,41201.57,38524.46,2677.11,0.065,Low,2980.94
1396,2043,26,2,2308,49.0,330.88,15036.62,13440.54,1596.08,0.1061,Medium,1176.48
1397,1469,22,5,1558,13.0,539.37,6555.16,4777.95,1777.21,0.2711,High,456.68
1398,1057,18,5,2407,42.0,519.48,20905.35,15197.85,5707.5,0.273,High,912.78
1399,1466,28,3,950,7.0,622.08,4267.7,3812.62,455.08,0.1066,Medium,86.85
1400,324,2,1,1877,95.0,569.82,50939.24,49055.88,1883.36,0.037,Low,3194.06
1401,1229,14,1,1739,100.0,589.2,54966.86,53248.17,1718.69,0.0313,Low,3953.36
1402,102,10,5,2095,24.0,508.07,11852.2,9634.58,2217.62,0.1871,Medium,341.59
1403,1385,15,2,121,60.0,356.32,21157.3,17995.83,3161.47,0.1494,Medium,221.64
1404,1460,13,1,664,87.0,576.26,47066.54,44625.68,2440.86,0.0519,Low,3068.36
1405,1148,13,5,559,33.0,478.99,14529.64,11979.23,2550.41,0.1755,Medium,1277.06
1406,210,9,2,1133,38.0,390.21,14193.83,10635.64,3558.19,0.2507,High,634.08
1407,1821,21,3,1858,35.0,732.73,24306.4,18461.6,5844.8,0.2405,High,1339.21
1408,1804,21,3,844,21.0,674.91,13392.74,11362.08,2030.66,0.1516,Medium,780.39
1409,544,7,5,1613,24.0,541.45,12580.43,9177.74,3402.69,0.2705,High,414.4
1410,314,2,4,125,112.0,380.27,40293.73,33531.91,6761.82,0.1678,Medium,2296.12
1411,572,2,1,1610,53.0,583.96,28938.22,30385.86,-1447.64,-0.05,Loss,2011.88
1412,1817,27,4,294,32.0,352.64,11039.22,10365.45,673.77,0.061,Low,245.31
1413,389,9,2,2415,57.0,314.24,17331.1,17253.12,77.98,0.0045,Low,580.37
1414,194,5,1,190,84.0,684.46,53714.88,46070.67,7644.21,0.1423,Medium,3779.59
1415,937,14,3,1803,15.0,669.4,9593.11,8455.86,1137.25,0.1185,Medium,447.87
1416,625,7,5,910,9.0,503.37,4279.85,3328.46,951.39,0.2223,High,250.5
1417,2022,22,2,944,96.0,338.77,30386.38,29485.25,901.13,0.0297,Low,2135.51
1418,2076,26,4,2182,96.0,406.29,35992.22,30505.02,5487.2,0.1525,Medium,3011.25
1419,1276,17,3,1578,20.0,794.41,15572.2,10874.6,4697.6,0.3017,High,315.9
1420,2128,24,4,364,64.0,367.21,22612.62,19669.81,2942.81,0.1301,Medium,888.93
1421,1006,19,4,2312,67.0,387.79,25018.59,21794.29,3224.3,0.1289,Medium,963.58
1422,1564,30,2,849,36.0,290.33,10108.97,9891.55,217.42,0.0215,Low,343.03
1423,1212,20,4,1355,26.0,381.42,9360.0,8437.93,922.07,0.0985,Low,556.82
1424,775,16,4,1308,63.0,376.32,22236.37,20793.11,1443.26,0.0649,Low,1472.04
1425,676,9,3,499,31.0,594.38,18374.58,16976.77,1397.81,0.0761,Low,51.24
1426,1157,18,2,1354,81.0,325.5,25590.75,22595.82,2994.93,0.117,Medium,775.09
1427,978,13,1,217,90.0,665.42,56075.38,47178.64,8896.74,0.1587,Medium,3812.3
1428,65,4,1,1552,50.0,653.83,31152.46,25532.9,5619.56,0.1804,Medium,1539.07
1429,828,15,2,299,40.0,345.0,13134.05,10908.49,2225.56,0.1694,Medium,665.93
1430,1017,19,5,1211,16.0,630.59,9673.7,6280.96,3392.74,0.3507,High,415.67
1431,2175,27,2,2391,26.0,355.34,8810.04,7466.11,1343.93,0.1525,Medium,428.71
1432,2046,24,1,1868,19.0,667.07,11898.68,9801.68,2097.0,0.1762,Medium,775.61
1433,141,6,1,369,27.0,604.67,15794.64,14881.33,913.31,0.0578,Low,531.35
1434,54,5,2,1812,100.0,310.61,28942.66,27791.99,1150.67,0.0398,Low,2118.28
1435,528,9,1,2499,23.0,629.09,13807.87,12535.26,1272.61,0.0922,Low,661.22
1436,116,10,2,777,69.0,341.22,22922.41,20683.61,2238.8,0.0977,Low,621.59
1437,1529,23,4,462,60.0,341.89,19188.65,19152.92,35.73,0.0019,Low,1324.86
1438,481,10,4,2442,35.0,361.21,12403.51,11264.76,1138.75,0.0918,Low,238.91
1439,2111,23,2,209,118.0,339.92,35856.72,35803.32,53.4,0.0015,Low,4254.05
1440,955,17,1,1445,64.0,616.52,39084.14,35535.73,3548.41,0.0908,Low,372.84
1441,1979,27,4,1691,44.0,368.13,15975.08,14027.91,1947.17,0.1219,Medium,222.72
1442,882,12,2,1345,63.0,315.21,19113.59,18003.06,1110.53,0.0581,Low,744.63
1443,1621,22,3,1871,25.0,792.07,18616.86,13630.13,4986.73,0.2679,High,1184.88
1444,1832,23,4,1947,28.0,344.64,8807.62,8565.51,242.11,0.0275,Low,842.17
1445,1519,23,2,2441,54.0,375.07,18853.12,16353.55,2499.57,0.1326,Medium,1400.63
1446,988,15,2,1190,74.0,323.19,23044.96,21559.73,1485.23,0.0644,Low,871.11
1447,907,12,3,1348,40.0,673.83,25826.38,21562.1,4264.28,0.1651,Medium,1126.8
1448,269,8,3,2430,26.0,686.37,16848.08,13913.97,2934.11,0.1742,Medium,997.58
1449,1051,12,1,988,61.0,539.39,32166.35,30967.13,1199.22,0.0373,Low,736.26
1450,984,14,2,1427,74.0,339.88,23389.91,22862.44,527.47,0.0226,Low,1761.1
1451,2156,27,2,886,37.0,349.4,12769.08,11419.26,1349.82,0.1057,Medium,158.62
1452,759,12,3,955,12.0,709.57,8200.33,6171.15,2029.18,0.2475,High,314.52
1453,792,19,1,1988,108.0,687.99,72437.77,58498.96,13938.81,0.1924,Medium,1865.39
1454,410,1,5,2174,22.0,644.25,13887.56,8220.59,5666.97,0.4081,High,285.88
1455,1970,23,3,1683,20.0,955.92,18206.15,11088.71,7117.44,0.3909,High,912.32
1456,1133,12,1,1263,45.0,644.14,27673.72,22972.38,4701.34,0.1699,Medium,1312.8
1457,453,5,1,1818,49.0,561.19,26099.79,25903.41,196.38,0.0075,Low,1398.56
1458,327,1,4,505,113.0,335.22,36655.53,36060.42,595.11,0.0162,Low,1224.61
1459,1700,22,2,1247,37.0,320.76,11154.95,10107.0,1047.95,0.0939,Low,713.23
1460,1929,22,5,711,30.0,462.56,13083.6,11143.21,1940.39,0.1483,Medium,793.21
1461,217,10,4,628,27.0,415.31,11213.47,8784.31,2429.16,0.2166,Medium,0.0
1462,1076,20,1,1827,20.0,552.33,11046.67,9964.52,1082.15,0.098,Low,0.0
1463,142,7,5,546,10.0,517.66,5055.36,3727.96,1327.4,0.2626,High,121.29
1464,1991,27,3,1949,4.0,616.83,2407.94,1982.8,425.14,0.1766,Medium,59.37
1465,1413,12,1,966,70.0,674.16,44212.06,35424.36,8787.7,0.1988,Medium,2979.38
1466,397,7,2,2215,38.0,321.69,11782.53,10573.57,1208.96,0.1026,Medium,441.81
1467,423,6,4,676,32.0,376.09,11543.28,9782.13,1761.15,0.1526,Medium,491.6
1468,1663,28,1,1163,67.0,646.4,42630.79,33732.6,8898.19,0.2087,Medium,678.19
1469,467,9,2,189,60.0,369.19,22151.36,16729.72,5421.64,0.2448,High,0.0
1470,395,3,2,393,19.0,324.8,6160.58,5464.08,696.5,0.1131,Medium,10.66
1471,1023,14,4,1501,54.0,357.03,18099.17,16547.71,1551.46,0.0857,Low,1180.67
1472,2105,24,3,1497,13.0,642.01,8346.08,7040.14,1305.94,0.1565,Medium,0.0
1473,513,1,2,1572,31.0,330.51,9886.96,8572.03,1314.93,0.133,Medium,358.72
1474,478,5,2,2062,66.0,334.87,21015.49,18396.64,2618.85,0.1246,Medium,1086.1
1475,1103,15,4,1164,90.0,371.97,32809.55,30021.05,2788.5,0.085,Low,667.59
1476,942,17,4,2296,10.0,379.21,3775.87,3197.52,578.35,0.1532,Medium,16.19
1477,294,1,1,1538,119.0,603.99,68790.04,67093.7,1696.34,0.0247,Low,3084.53
1478,1965,26,4,368,65.0,327.95,19973.28,19824.86,148.42,0.0074,Low,1343.29
1479,382,7,5,1060,36.0,493.55,16946.91,13504.36,3442.55,0.2031,Medium,821.0
1480,738,11,5,615,22.0,520.71,11082.74,8509.12,2573.62,0.2322,High,372.8
1481,1539,23,2,1875,28.0,357.87,9662.86,8218.81,1444.05,0.1494,Medium,357.43
1482,310,5,5,77,32.0,587.82,17315.32,12100.76,5214.56,0.3012,High,1495.07
1483,2103,24,4,1730,16.0,334.42,5123.62,4917.28,206.34,0.0403,Low,227.13
1484,440,8,2,1409,89.0,302.07,25821.8,24418.06,1403.74,0.0544,Low,1062.04
1485,1669,24,3,1020,17.0,700.03,11493.62,9417.08,2076.54,0.1807,Medium,406.88
1486,2122,22,2,1560,115.0,318.6,34507.37,32130.95,2376.42,0.0689,Low,2131.61
1487,293,4,4,389,57.0,440.95,23907.15,18544.31,5362.84,0.2243,High,1226.81
1488,457,2,5,1316,5.0,430.86,2049.48,1965.96,83.52,0.0408,Low,104.83
1489,2115,22,1,1035,64.0,606.79,37488.58,36148.67,1339.91,0.0357,Low,1346.06
1490,1494,21,2,2187,22.0,340.32,7144.82,6384.78,760.04,0.1064,Medium,342.28
1491,669,7,3,1350,37.0,601.39,21718.08,19042.74,2675.34,0.1232,Medium,533.38
1492,1256,16,1,200,36.0,593.11,21227.11,20014.65,1212.46,0.0571,Low,124.87
1493,586,10,2,2457,21.0,318.1,6680.05,6041.82,638.23,0.0955,Low,0.0
1494,928,20,1,315,28.0,533.1,14730.46,14349.31,381.15,0.0259,Low,196.3
1495,2076,28,1,495,27.0,595.85,15776.37,14558.5,1217.87,0.0772,Low,311.56
