fact_satisfaction_id,sk_date,sk_client,sk_order,satisfaction_score,satisfaction_band,complaint_flag,nps_class,resolution_hours
1019,849,18,90,4.1,Good,1,Passive,88.68
1020,1174,17,587,3.9,Average,0,Passive,16.91
1021,257,3,2279,4.5,Excellent,1,Promoter,152.96
1022,450,4,2313,4.5,Excellent,0,Promoter,24.96
1023,1130,20,1598,4.1,Good,0,Passive,31.8
1024,619,1,1809,3.4,Average,0,Detractor,75.16
1025,2015,23,775,4.4,Good,0,Passive,19.54
1026,501,5,1439,4.7,Excellent,0,Promoter,57.5
1027,1765,21,1820,4.6,Excellent,0,Promoter,26.15
1028,464,4,483,4.3,Good,0,Passive,38.24
1029,1442,20,1006,3.6,Average,1,Passive,50.72
1030,482,8,1158,4.5,Excellent,0,Promoter,72.59
1031,1460,18,2272,4.5,Excellent,0,Promoter,26.64
1032,1769,22,40,4.2,Good,0,Passive,32.61
1033,268,8,1315,4.5,Excellent,0,Promoter,18.08
1034,1870,26,2032,3.9,Average,0,Passive,21.14
1035,2174,30,956,4.3,Good,0,Passive,44.38
1036,51,7,316,4.4,Good,1,Passive,84.33
1037,1071,14,574,4.9,Excellent,0,Promoter,10.04
1038,820,13,764,3.8,Average,1,Passive,59.23
1039,1944,26,2276,4.2,Good,0,Passive,28.27
1040,1437,19,1867,4.3,Good,0,Passive,62.51
1041,142,9,2453,3.5,Average,0,Passive,36.21
1042,777,12,339,3.4,Average,1,Detractor,133.41
1043,808,15,1678,3.8,Average,1,Passive,48.16
1044,38,6,1991,4.1,Good,0,Passive,23.36
1045,25,5,783,4.3,Good,1,Passive,118.48
1046,398,10,561,4.3,Good,1,Passive,97.96
1047,428,10,2019,3.3,Average,1,Detractor,40.86
1048,1362,11,2078,4.4,Good,0,Passive,40.28
1049,808,15,88,4.1,Good,0,Passive,30.21
1050,517,2,1219,4.7,Excellent,0,Promoter,71.31
1051,1616,28,1210,3.8,Average,0,Passive,18.56
1052,888,14,1103,4.0,Good,0,Passive,58.78
1053,1793,23,1625,4.7,Excellent,0,Promoter,93.79
1054,300,8,1522,5.0,Excellent,0,Promoter,24.96
1055,1174,16,2143,3.9,Average,1,Passive,160.35
1056,2187,23,1614,4.0,Good,0,Passive,70.99
1057,681,6,1503,4.2,Good,0,Passive,63.38
1058,579,6,1819,3.7,Average,0,Passive,91.79
1059,1559,24,411,3.3,Average,1,Detractor,75.16
1060,314,7,1062,3.7,Average,1,Passive,38.11
1061,1484,21,2462,4.3,Good,0,Passive,29.97
1062,1800,25,135,4.0,Good,0,Passive,37.69
1063,1315,16,705,3.6,Average,1,Passive,157.83
1064,1699,22,971,4.1,Good,0,Passive,46.6
1065,1929,29,895,3.9,Average,0,Passive,39.11
1066,104,9,1921,3.9,Average,0,Passive,44.03
1067,1408,15,825,3.7,Average,1,Passive,185.07
1068,2130,27,1990,3.5,Average,0,Passive,10.94
1069,1081,14,1122,4.2,Good,1,Passive,39.05
1070,302,8,1337,3.9,Average,0,Passive,98.27
1071,827,14,1884,4.0,Good,0,Passive,31.74
1072,342,5,206,4.1,Good,1,Passive,48.84
1073,1876,25,42,2.1,Poor,1,Detractor,86.76
1074,1105,13,2250,4.2,Good,0,Passive,34.33
1075,895,14,932,4.4,Good,1,Passive,152.76
1076,541,8,56,4.1,Good,0,Passive,25.54
1077,835,12,1535,4.4,Good,0,Passive,38.29
1078,375,8,227,4.8,Excellent,0,Promoter,94.95
1079,1039,11,433,4.0,Good,0,Passive,87.14
1080,1009,15,1790,4.0,Good,0,Passive,27.76
1081,661,5,1307,4.8,Excellent,0,Promoter,73.31
1082,1463,26,573,4.6,Excellent,0,Promoter,63.42
1083,386,10,1084,4.1,Good,0,Passive,66.5
1084,1205,12,2012,5.0,Excellent,0,Promoter,60.07
1085,639,3,2183,4.5,Excellent,1,Promoter,130.6
1086,499,5,1992,4.0,Good,1,Passive,141.11
1087,399,1,1720,3.8,Average,1,Passive,25.35
1088,493,2,1536,4.0,Good,1,Passive,24.52
1089,269,9,1124,4.4,Good,0,Passive,58.04
1090,675,2,1881,3.8,Average,0,Passive,20.09
1091,602,6,2294,4.8,Excellent,0,Promoter,52.26
1092,540,3,1123,4.9,Excellent,0,Promoter,69.78
1093,1889,22,258,4.3,Good,0,Passive,40.4
1094,1019,17,738,3.1,Average,1,Detractor,73.51
1095,1734,21,30,2.9,Poor,1,Detractor,166.73
1096,1926,30,1970,3.8,Average,0,Passive,27.01
1097,320,7,926,3.3,Average,0,Detractor,6.57
1098,1856,21,2026,4.1,Good,0,Passive,41.03
1099,2064,26,690,4.2,Good,0,Passive,49.59
1100,620,7,2039,3.1,Average,1,Detractor,166.75
1101,794,17,613,3.9,Average,1,Passive,211.62
1102,2178,29,239,4.3,Good,0,Passive,31.54
1103,2086,28,1481,3.5,Average,1,Passive,149.03
1104,561,5,1222,4.2,Good,0,Passive,50.04
1105,2002,27,509,3.8,Average,0,Passive,6.87
1106,1761,30,976,3.8,Average,0,Passive,48.76
1107,786,18,441,4.2,Good,0,Passive,43.95
1108,746,12,2176,3.9,Average,1,Passive,55.1
1109,1029,19,2153,3.7,Average,1,Passive,73.94
1110,2081,26,1454,4.3,Good,1,Passive,188.2
1111,1151,13,404,4.2,Good,1,Passive,223.88
1112,801,16,2262,4.0,Good,0,Passive,92.0
1113,2089,26,565,4.0,Good,0,Passive,38.51
1114,739,20,2321,4.4,Good,0,Passive,25.35
1115,716,8,1997,5.0,Excellent,0,Promoter,79.48
1116,1201,19,1755,3.9,Average,1,Passive,85.46
1117,1633,28,1761,4.4,Good,0,Passive,28.1
1118,148,9,1559,4.1,Good,0,Passive,21.35
1119,1543,24,2189,3.2,Average,0,Detractor,43.76
1120,1836,26,695,4.6,Excellent,0,Promoter,17.0
1121,1127,12,836,3.3,Average,1,Detractor,89.22
1122,1872,25,2414,3.2,Average,0,Detractor,82.33
1123,1118,11,1054,3.7,Average,1,Passive,19.74
1124,1124,15,1129,4.3,Good,0,Passive,49.67
1125,589,2,2360,4.4,Good,0,Passive,58.82
1126,1769,22,1384,4.5,Excellent,1,Promoter,89.57
1127,1108,11,1754,3.8,Average,0,Passive,77.93
1128,768,12,2387,4.1,Good,1,Passive,161.46
1129,1600,23,2451,2.4,Poor,1,Detractor,42.57
1130,2082,23,931,3.5,Average,1,Passive,67.88
1131,1966,22,934,4.1,Good,0,Passive,12.72
1132,2152,24,1923,4.9,Excellent,0,Promoter,46.09
1133,2161,23,373,4.6,Excellent,0,Promoter,26.6
1134,799,14,1283,4.8,Excellent,0,Promoter,52.73
1135,173,7,381,3.7,Average,1,Passive,134.7
1136,1587,30,143,3.6,Average,1,Passive,136.38
1137,446,2,1300,5.0,Excellent,0,Promoter,41.08
1138,1319,12,2449,4.2,Good,0,Passive,49.1
1139,1291,19,2363,4.7,Excellent,0,Promoter,76.9
1140,1784,27,804,4.3,Good,0,Passive,7.07
1141,2057,29,346,3.7,Average,1,Passive,78.05
1142,1221,19,1807,4.7,Excellent,0,Promoter,30.47
1143,1410,13,1066,4.2,Good,1,Passive,118.82
1144,149,8,1528,3.9,Average,1,Passive,87.88
1145,1545,23,1392,4.6,Excellent,0,Promoter,23.19
1146,96,6,2135,4.5,Excellent,0,Promoter,82.67
1147,890,12,839,3.3,Average,1,Detractor,113.7
1148,656,1,1248,3.1,Average,1,Detractor,44.16
1149,119,9,1107,4.5,Excellent,0,Promoter,51.39
1150,792,14,1014,4.7,Excellent,0,Promoter,51.65
1151,1528,26,630,4.4,Good,0,Passive,14.12
1152,906,12,1796,3.8,Average,1,Passive,52.39
1153,2079,30,1834,4.1,Good,0,Passive,6.64
1154,741,14,27,5.0,Excellent,0,Promoter,66.84
1155,450,5,2190,4.6,Excellent,0,Promoter,10.68
1156,1258,16,1056,4.0,Good,0,Passive,66.61
1157,373,2,894,4.6,Excellent,0,Promoter,38.73
1158,2154,21,1381,2.7,Poor,1,Detractor,67.8
1159,1282,19,1887,4.5,Excellent,0,Promoter,56.36
1160,961,15,347,4.2,Good,0,Passive,88.61
1161,29,3,1856,4.6,Excellent,0,Promoter,55.83
1162,292,5,1321,3.6,Average,1,Passive,120.53
1163,1290,12,435,4.2,Good,0,Passive,28.48
1164,890,17,2116,4.5,Excellent,0,Promoter,40.34
1165,572,7,1229,4.6,Excellent,1,Promoter,187.3
1166,147,10,2123,4.3,Good,0,Passive,48.04
1167,1631,21,247,4.0,Good,0,Passive,23.7
1168,459,7,1822,4.4,Good,0,Passive,21.09
1169,173,3,537,4.8,Excellent,0,Promoter,13.27
1170,32,5,1686,4.3,Good,0,Passive,42.17
1171,67,8,1607,4.1,Good,1,Passive,127.82
1172,1211,12,1708,4.8,Excellent,0,Promoter,51.93
1173,1213,20,1546,3.2,Average,1,Detractor,178.06
1174,1197,18,471,3.9,Average,1,Passive,204.28
1175,529,6,333,4.4,Good,0,Passive,72.42
1176,1156,11,1530,4.8,Excellent,0,Promoter,37.87
1177,1790,26,592,4.7,Excellent,0,Promoter,81.35
1178,1457,16,853,4.1,Good,0,Passive,83.2
1179,1580,21,1081,3.9,Average,0,Passive,34.35
1180,2096,26,1232,4.7,Excellent,0,Promoter,67.36
1181,914,16,1722,4.2,Good,0,Passive,18.82
1182,684,8,2017,4.3,Good,1,Passive,215.66
1183,1301,15,770,4.0,Good,0,Passive,61.79
1184,1073,14,813,3.7,Average,1,Passive,74.11
1185,1310,17,1895,4.6,Excellent,0,Promoter,41.5
1186,1931,28,401,4.0,Good,0,Passive,47.55
1187,126,6,1405,4.7,Excellent,0,Promoter,42.18
1188,1635,23,2138,3.7,Average,0,Passive,20.7
1189,1358,17,222,3.8,Average,1,Passive,56.28
1190,1042,14,1562,4.7,Excellent,0,Promoter,43.23
1191,2123,29,1090,4.5,Excellent,0,Promoter,49.7
1192,1343,11,1920,4.2,Good,0,Passive,81.24
1193,159,2,1332,4.2,Good,1,Passive,54.88
1194,333,1,1763,4.0,Good,1,Passive,39.8
1195,1612,29,454,4.6,Excellent,0,Promoter,32.22
1196,24,8,163,3.9,Average,1,Passive,78.96
1197,601,1,1227,4.0,Good,0,Passive,98.39
1198,1365,19,1095,4.2,Good,0,Passive,37.85
1199,1396,19,2392,4.6,Excellent,0,Promoter,37.05
1200,2108,22,1053,3.5,Average,0,Passive,46.13
1201,2054,24,1083,4.0,Good,1,Passive,84.35
1202,1341,11,1995,3.4,Average,1,Detractor,210.84
1203,1556,23,1500,3.4,Average,1,Detractor,31.43
1204,2015,26,2158,4.2,Good,0,Passive,34.6
1205,1039,13,1531,3.9,Average,0,Passive,91.28
1206,612,10,443,3.5,Average,1,Passive,49.84
1207,1054,12,235,3.3,Average,0,Detractor,30.42
1208,441,10,2051,4.0,Good,0,Passive,29.63
1209,1199,16,2231,4.8,Excellent,0,Promoter,40.86
1210,952,17,2108,4.3,Good,0,Passive,29.95
1211,1162,17,2099,4.4,Good,0,Passive,36.24
1212,1733,25,673,3.8,Average,0,Passive,96.1
1213,1675,24,1595,3.4,Average,0,Detractor,11.44
1214,538,5,1311,4.3,Good,0,Passive,34.88
1215,1545,22,2253,4.9,Excellent,0,Promoter,40.03
1216,1613,27,1547,4.2,Good,0,Passive,82.75
1217,2045,29,178,3.7,Average,0,Passive,38.52
1218,1327,19,469,4.0,Good,0,Passive,40.67
1219,1132,14,14,3.8,Average,1,Passive,22.95
1220,1626,22,1394,4.2,Good,1,Passive,42.66
1221,116,5,1017,3.9,Average,1,Passive,70.81
1222,912,18,1958,4.2,Good,1,Passive,37.26
1223,1062,17,1513,4.7,Excellent,0,Promoter,35.62
1224,447,8,1306,5.0,Excellent,0,Promoter,31.4
1225,749,14,1201,4.4,Good,0,Passive,55.19
1226,1377,17,28,4.3,Good,0,Passive,49.69
1227,1013,13,927,4.3,Good,0,Passive,20.26
1228,1242,18,1479,4.5,Excellent,0,Promoter,25.01
1229,2164,29,781,3.1,Average,1,Detractor,75.7
1230,1744,26,1192,4.1,Good,0,Passive,25.1
1231,1803,25,1946,4.0,Good,0,Passive,41.14
1232,133,3,807,3.9,Average,0,Passive,25.98
1233,2111,22,7,2.4,Poor,1,Detractor,75.27
1234,964,11,1335,4.0,Good,0,Passive,24.12
1235,470,1,1342,5.0,Excellent,0,Promoter,46.03
1236,450,8,246,3.7,Average,1,Passive,28.8
1237,82,9,646,4.9,Excellent,0,Promoter,28.58
1238,2158,22,1412,4.4,Good,0,Passive,61.42
1239,2094,24,674,3.6,Average,0,Passive,50.18
1240,1088,14,1906,3.5,Average,1,Passive,131.21
1241,1339,14,2483,4.2,Good,0,Passive,94.11
1242,77,2,1142,4.6,Excellent,0,Promoter,66.82
1243,851,11,2496,5.0,Excellent,0,Promoter,26.65
1244,1827,28,335,3.7,Average,0,Passive,91.96
1245,378,1,343,3.8,Average,1,Passive,55.49
1246,518,9,1292,3.6,Average,1,Passive,116.43
1247,46,5,835,4.6,Excellent,0,Promoter,19.54
1248,1505,29,1902,3.7,Average,0,Passive,33.39
1249,1478,25,545,4.2,Good,1,Passive,211.64
1250,1975,29,1304,4.5,Excellent,0,Promoter,22.56
1251,1543,21,429,3.7,Average,0,Passive,2.09
1252,1257,14,1295,4.6,Excellent,1,Promoter,54.28
1253,2152,29,1008,4.7,Excellent,0,Promoter,50.18
1254,256,10,1459,4.3,Good,0,Passive,34.0
1255,2185,26,1065,3.5,Average,0,Passive,30.6
1256,1226,12,2224,4.7,Excellent,0,Promoter,33.17
1257,1525,29,1208,3.7,Average,1,Passive,93.38
1258,787,18,1183,4.4,Good,1,Passive,116.84
1259,806,11,1189,4.3,Good,0,Passive,31.11
1260,1365,14,2349,4.6,Excellent,0,Promoter,40.82
1261,321,9,1087,3.8,Average,1,Passive,81.59
1262,1574,23,755,4.3,Good,0,Passive,32.92
1263,1257,19,747,4.4,Good,0,Passive,44.53
1264,1941,29,2090,3.2,Average,0,Detractor,68.08
1265,1657,21,732,3.6,Average,0,Passive,49.79
1266,517,5,2352,3.9,Average,1,Passive,165.69
1267,464,9,1143,3.9,Average,1,Passive,188.12
1268,991,12,1931,4.6,Excellent,0,Promoter,77.81
1269,10,9,1441,4.1,Good,1,Passive,159.78
1270,511,10,1231,3.5,Average,1,Passive,84.8
1271,62,10,1775,5.0,Excellent,0,Promoter,70.48
1272,1659,25,136,3.7,Average,0,Passive,38.61
1273,1493,28,2172,4.1,Good,0,Passive,10.19
1274,57,3,1233,5.0,Excellent,0,Promoter,93.82
1275,595,1,1573,4.0,Good,1,Passive,66.13
1276,294,7,85,3.9,Average,0,Passive,49.69
1277,1584,22,1269,4.4,Good,0,Passive,83.75
1278,906,16,2013,4.0,Good,0,Passive,78.91
1279,615,8,2416,4.1,Good,0,Passive,27.28
1280,613,8,1450,5.0,Excellent,0,Promoter,51.86
1281,2105,24,2487,4.6,Excellent,0,Promoter,70.64
1282,295,8,74,3.8,Average,0,Passive,19.95
1283,1060,15,417,4.6,Excellent,0,Promoter,40.69
1284,429,4,2065,4.3,Good,0,Passive,97.96
1285,847,14,2221,4.6,Excellent,0,Promoter,35.53
1286,1904,24,798,3.8,Average,1,Passive,216.93
1287,440,1,485,4.1,Good,0,Passive,12.32
1288,299,10,1602,3.9,Average,1,Passive,42.79
1289,1322,14,2317,4.5,Excellent,0,Promoter,62.01
1290,2168,22,1074,3.7,Average,0,Passive,43.9
1291,1733,29,1230,4.1,Good,0,Passive,41.53
1292,1841,21,19,4.1,Good,0,Passive,9.06
1293,555,8,105,4.2,Good,0,Passive,21.35
1294,1197,11,352,4.0,Good,0,Passive,26.11
1295,770,18,104,4.0,Good,0,Passive,66.75
1296,382,2,1545,4.3,Good,0,Passive,30.82
1297,1485,26,2443,2.9,Poor,1,Detractor,150.45
1298,1520,27,2115,4.0,Good,0,Passive,21.32
1299,2034,23,1865,4.3,Good,0,Passive,91.4
1300,1329,13,1975,4.3,Good,0,Passive,38.02
1301,1939,21,1032,3.8,Average,0,Passive,42.69
1302,1022,17,752,4.5,Excellent,0,Promoter,57.88
1303,1347,18,1438,4.5,Excellent,1,Promoter,126.76
1304,26,10,1537,4.8,Excellent,0,Promoter,30.11
1305,261,5,1693,4.4,Good,0,Passive,51.86
1306,1599,26,525,4.2,Good,0,Passive,14.81
1307,1675,30,861,4.0,Good,1,Passive,33.96
1308,1075,19,146,4.6,Excellent,0,Promoter,35.72
1309,17,4,1714,4.7,Excellent,0,Promoter,22.6
1310,1953,24,503,3.8,Average,0,Passive,52.33
1311,1162,12,2129,4.1,Good,0,Passive,39.33
1312,1258,17,1165,4.8,Excellent,0,Promoter,5.76
1313,71,8,160,4.9,Excellent,0,Promoter,76.06
1314,496,2,2041,4.8,Excellent,1,Promoter,60.99
1315,2115,24,400,3.5,Average,0,Passive,75.6
1316,196,9,619,4.1,Good,0,Passive,89.01
1317,824,13,1296,4.3,Good,1,Passive,125.15
1318,288,9,1685,3.9,Average,1,Passive,144.33
1319,229,3,1187,4.1,Good,1,Passive,165.96
1320,543,5,481,4.1,Good,0,Passive,17.23
1321,626,1,2450,3.1,Average,1,Detractor,28.92
1322,483,2,501,4.2,Good,1,Passive,45.86
1323,1146,13,114,4.7,Excellent,0,Promoter,12.01
1324,570,9,1108,5.0,Excellent,0,Promoter,90.33
1325,663,4,1130,3.9,Average,0,Passive,49.15
1326,1203,13,2147,4.7,Excellent,0,Promoter,23.08
1327,1361,19,195,4.7,Excellent,0,Promoter,8.12
1328,1434,12,585,4.1,Good,0,Passive,48.52
1329,1405,18,176,4.3,Good,0,Passive,52.42
1330,2150,22,1835,3.1,Average,1,Detractor,64.09
1331,2134,26,188,2.0,Poor,1,Detractor,109.36
1332,119,8,1826,4.0,Good,1,Passive,46.34
1333,748,14,9,5.0,Excellent,0,Promoter,26.32
1334,1629,29,1542,4.3,Good,0,Passive,51.85
1335,1262,11,65,4.5,Excellent,0,Promoter,64.5
1336,1103,14,1919,3.2,Average,0,Detractor,32.59
1337,2101,27,1149,3.6,Average,1,Passive,104.06
1338,972,14,647,5.0,Excellent,0,Promoter,32.03
1339,1385,11,2067,4.1,Good,0,Passive,9.1
1340,1164,15,987,4.5,Excellent,0,Promoter,76.21
1341,412,8,657,3.5,Average,1,Passive,145.47
1342,2029,25,388,4.6,Excellent,0,Promoter,15.08
1343,1265,15,1237,4.8,Excellent,0,Promoter,20.07
1344,2109,22,845,3.9,Average,0,Passive,12.28
1345,123,4,512,4.7,Excellent,0,Promoter,4.67
1346,902,13,1800,4.1,Good,1,Passive,144.94
1347,1842,26,1344,4.2,Good,0,Passive,53.12
1348,441,7,280,4.3,Good,0,Passive,71.48
1349,1399,20,1128,5.0,Excellent,0,Promoter,59.31
1350,2075,29,557,3.7,Average,0,Passive,38.84
1351,565,9,1417,4.4,Good,0,Passive,30.53
1352,441,9,472,4.3,Good,0,Passive,30.93
1353,1406,14,2267,5.0,Excellent,0,Promoter,43.77
1354,1369,15,925,4.7,Excellent,0,Promoter,34.12
1355,2141,21,1358,4.1,Good,0,Passive,5.98
1356,183,2,1037,4.1,Good,1,Passive,63.12
1357,1301,19,1593,5.0,Excellent,0,Promoter,48.82
1358,606,7,1509,3.8,Average,0,Passive,76.88
1359,1045,16,1346,3.9,Average,1,Passive,69.64
1360,1009,11,2014,5.0,Excellent,0,Promoter,33.35
1361,1327,16,1817,4.0,Good,0,Passive,64.48
1362,425,2,242,4.7,Excellent,0,Promoter,15.09
1363,51,2,1466,4.6,Excellent,0,Promoter,46.54
1364,2130,25,33,4.0,Good,0,Passive,86.48
1365,1376,14,659,4.0,Good,1,Passive,149.65
1366,1761,28,349,2.8,Poor,1,Detractor,61.54
1367,1382,20,609,3.4,Average,1,Detractor,53.97
1368,2081,21,2160,4.1,Good,0,Passive,6.57
1369,123,4,2074,4.4,Good,0,Passive,89.3
1370,1178,13,1672,4.5,Excellent,0,Promoter,29.66
1371,334,10,1,3.8,Average,1,Passive,68.32
1372,1932,23,1605,4.5,Excellent,0,Promoter,24.01
1373,1195,14,106,4.9,Excellent,0,Promoter,29.93
1374,1233,12,1443,4.4,Good,0,Passive,66.85
1375,1342,15,314,3.1,Average,1,Detractor,69.97
1376,1292,20,957,4.6,Excellent,0,Promoter,41.33
1377,1547,22,1862,3.9,Average,1,Passive,32.5
1378,1210,16,708,3.7,Average,1,Passive,113.76
1379,343,5,789,4.9,Excellent,0,Promoter,66.41
1380,1059,11,1596,4.7,Excellent,0,Promoter,54.38
1381,1234,11,1144,4.2,Good,0,Passive,67.42
1382,996,14,384,4.0,Good,0,Passive,22.45
1383,1154,18,1034,4.0,Good,0,Passive,19.17
1384,2146,22,792,3.7,Average,1,Passive,68.68
1385,1304,18,594,4.7,Excellent,0,Promoter,23.68
1386,1362,18,2448,4.7,Excellent,0,Promoter,13.98
1387,79,6,75,4.7,Excellent,0,Promoter,30.8
1388,1643,29,1507,4.2,Good,0,Passive,47.08
1389,536,7,2199,3.9,Average,0,Passive,65.47
1390,1684,22,2219,4.3,Good,0,Passive,40.16
1391,721,7,921,4.1,Good,0,Passive,29.13
1392,641,7,797,3.4,Average,1,Detractor,86.58
1393,1061,18,382,4.6,Excellent,0,Promoter,63.65
1394,1061,14,2298,4.3,Good,0,Passive,77.74
1395,975,13,2145,2.9,Poor,1,Detractor,131.98
1396,2043,26,2308,5.0,Excellent,0,Promoter,23.45
1397,1469,22,1558,4.7,Excellent,0,Promoter,76.12
1398,1057,18,2407,4.0,Good,0,Passive,19.35
1399,1466,28,950,4.3,Good,1,Passive,107.66
1400,324,2,1877,4.7,Excellent,0,Promoter,27.93
1401,1229,14,1739,4.9,Excellent,0,Promoter,2.87
1402,102,10,2095,3.9,Average,0,Passive,26.87
1403,1385,15,121,3.7,Average,0,Passive,90.66
1404,1460,13,664,4.1,Good,1,Passive,134.63
1405,1148,13,559,4.3,Good,0,Passive,57.78
1406,210,9,1133,3.7,Average,1,Passive,33.59
1407,1821,21,1858,4.1,Good,0,Passive,57.44
1408,1804,21,844,5.0,Excellent,0,Promoter,45.18
1409,544,7,1613,4.2,Good,0,Passive,93.31
1410,314,2,125,3.5,Average,0,Passive,12.54
1411,572,2,1610,4.2,Good,0,Passive,32.55
1412,1817,27,294,2.6,Poor,1,Detractor,50.2
1413,389,9,2415,4.6,Excellent,0,Promoter,89.13
1414,194,5,190,5.0,Excellent,0,Promoter,42.29
1415,937,14,1803,4.9,Excellent,0,Promoter,51.19
1416,625,7,910,3.5,Average,1,Passive,99.05
1417,2022,22,944,4.0,Good,0,Passive,34.41
1418,2076,26,2182,4.4,Good,0,Passive,45.56
1419,1276,17,1578,4.7,Excellent,0,Promoter,40.39
1420,2128,24,364,3.7,Average,1,Passive,94.31
1421,1006,19,2312,4.1,Good,0,Passive,37.89
1422,1564,30,849,4.0,Good,0,Passive,15.35
1423,1212,20,1355,4.6,Excellent,0,Promoter,64.82
1424,775,16,1308,4.3,Good,0,Passive,67.84
1425,676,9,499,4.0,Good,1,Passive,93.32
1426,1157,18,1354,4.3,Good,0,Passive,26.1
1427,978,13,217,3.2,Average,1,Detractor,56.88
1428,65,4,1552,3.9,Average,0,Passive,37.59
1429,828,15,299,3.7,Average,0,Passive,30.66
1430,1017,19,1211,4.4,Good,0,Passive,17.66
1431,2175,27,2391,2.7,Poor,1,Detractor,46.34
1432,2046,24,1868,4.3,Good,1,Passive,67.3
1433,141,6,369,2.9,Poor,1,Detractor,102.55
1434,54,5,1812,3.9,Average,0,Passive,32.95
1435,528,9,2499,4.8,Excellent,0,Promoter,91.3
1436,116,10,777,3.9,Average,0,Passive,24.88
1437,1529,23,462,3.7,Average,0,Passive,70.21
1438,481,10,2442,3.4,Average,0,Detractor,23.16
1439,2111,23,209,3.6,Average,0,Passive,49.64
1440,955,17,1445,4.6,Excellent,0,Promoter,88.67
1441,1979,27,1691,4.7,Excellent,0,Promoter,58.73
1442,882,12,1345,4.1,Good,1,Passive,81.84
1443,1621,22,1871,3.9,Average,0,Passive,15.82
1444,1832,23,1947,4.0,Good,1,Passive,118.28
1445,1519,23,2441,3.6,Average,0,Passive,71.93
1446,988,15,1190,4.4,Good,0,Passive,69.93
1447,907,12,1348,4.3,Good,0,Passive,92.02
1448,269,8,2430,4.0,Good,0,Passive,73.22
1449,1051,12,988,4.2,Good,1,Passive,60.24
1450,984,14,1427,4.0,Good,1,Passive,146.22
1451,2156,27,886,3.6,Average,1,Passive,119.61
1452,759,12,955,4.1,Good,1,Passive,67.84
1453,792,19,1988,4.1,Good,1,Passive,94.69
1454,410,1,2174,4.8,Excellent,0,Promoter,48.28
1455,1970,23,1683,4.3,Good,0,Passive,29.81
1456,1133,12,1263,3.8,Average,0,Passive,16.85
1457,453,5,1818,4.8,Excellent,0,Promoter,20.34
1458,327,1,505,3.6,Average,0,Passive,21.83
1459,1700,22,1247,3.3,Average,1,Detractor,87.2
1460,1929,22,711,3.6,Average,0,Passive,67.74
1461,217,10,628,4.2,Good,0,Passive,16.41
1462,1076,20,1827,3.4,Average,0,Detractor,44.0
1463,142,7,546,4.6,Excellent,0,Promoter,24.73
1464,1991,27,1949,3.7,Average,1,Passive,82.02
1465,1413,12,966,3.8,Average,0,Passive,68.64
1466,397,7,2215,3.0,Average,1,Detractor,83.87
1467,423,6,676,3.7,Average,0,Passive,71.62
1468,1663,28,1163,4.3,Good,0,Passive,43.9
1469,467,9,189,3.6,Average,1,Passive,150.45
1470,395,3,393,4.2,Good,0,Passive,18.4
1471,1023,14,1501,4.2,Good,1,Passive,67.51
1472,2105,24,1497,3.4,Average,1,Detractor,53.17
1473,513,1,1572,4.2,Good,0,Passive,15.99
1474,478,5,2062,4.6,Excellent,0,Promoter,22.44
1475,1103,15,1164,4.3,Good,1,Passive,68.15
1476,942,17,2296,4.7,Excellent,0,Promoter,13.1
1477,294,1,1538,4.8,Excellent,0,Promoter,32.02
1478,1965,26,368,4.6,Excellent,0,Promoter,18.4
1479,382,7,1060,4.5,Excellent,0,Promoter,36.19
1480,738,11,615,4.4,Good,0,Passive,100.34
1481,1539,23,1875,4.5,Excellent,0,Promoter,36.07
1482,310,5,77,4.2,Good,0,Passive,14.48
1483,2103,24,1730,4.7,Excellent,0,Promoter,63.13
1484,440,8,1409,4.7,Excellent,0,Promoter,38.47
1485,1669,24,1020,4.3,Good,0,Passive,39.45
1486,2122,22,1560,4.6,Excellent,0,Promoter,33.13
1487,293,4,389,4.1,Good,0,Passive,22.31
1488,457,2,1316,4.3,Good,0,Passive,46.37
1489,2115,22,1035,3.9,Average,0,Passive,40.13
1490,1494,21,2187,3.8,Average,0,Passive,28.05
1491,669,7,1350,3.5,Average,0,Passive,20.07
1492,1256,16,200,4.2,Good,0,Passive,84.78
1493,586,10,2457,3.6,Average,0,Passive,52.11
1494,928,20,315,4.7,Excellent,0,Promoter,34.34
1495,2076,28,495,4.0,Good,0,Passive,43.17
1496,456,5,860,3.9,Average,1,Passive,30.37
1497,1168,13,2166,4.1,Good,0,Passive,58.47
1498,1076,16,567,4.6,Excellent,0,Promoter,46.78
1499,551,2,2110,4.2,Good,0,Passive,32.02
1500,298,8,672,3.8,Average,0,Passive,52.09
1501,488,6,436,4.5,Excellent,0,Promoter,15.98
1502,1384,14,824,4.2,Good,0,Passive,29.97
1503,497,6,15,4.5,Excellent,0,Promoter,20.98
1504,1798,21,1424,4.3,Good,0,Passive,12.99
1505,2087,29,817,4.2,Good,0,Passive,30.85
1506,607,6,652,3.0,Average,1,Detractor,42.75
1507,1897,23,1727,4.1,Good,1,Passive,62.93
1508,1199,18,1326,4.3,Good,0,Passive,48.41
1509,786,18,965,3.2,Average,1,Detractor,133.15
1510,2024,29,700,4.5,Excellent,1,Promoter,88.41
1511,1284,12,480,4.7,Excellent,0,Promoter,17.36
1512,1531,30,1635,3.9,Average,0,Passive,78.64
1513,1180,19,1628,4.0,Good,1,Passive,202.47
