fact_incident_id,sk_date,sk_incident,sk_driver,sk_vehicle,sk_route,incident_cost_amount,severity_score,severity_band,resolution_hours,accident_flag
923,1747,2,38,9,9,17876.19,3.71,High,152.19,1
924,1480,5,46,9,11,496.93,0.84,Low,30.06,0
925,1178,1,35,7,7,176.92,0.68,Low,15.39,0
926,1394,1,26,5,8,565.28,1.34,Low,11.65,0
927,257,1,16,2,4,507.54,1.25,Low,14.3,0
928,710,4,16,3,3,2740.5,2.18,Medium,39.95,0
929,1313,1,35,6,6,1071.11,0.64,Low,8.58,0
930,1088,1,27,6,8,197.61,1.09,Low,3.84,0
931,1436,5,24,6,6,455.1,0.83,Low,17.58,0
932,1850,1,50,10,10,1118.0,0.68,Low,6.03,0
933,991,1,27,6,6,786.59,0.78,Low,22.57,0
934,1492,1,49,9,12,10715.36,4.71,High,81.03,0
935,1079,1,35,5,7,310.0,0.83,Low,21.63,0
936,1313,3,30,5,8,9643.34,3.92,High,135.48,0
937,1795,1,46,11,12,8878.6,3.58,High,42.84,0
938,2120,3,51,9,10,1974.95,2.88,Medium,67.03,0
939,490,3,2,3,2,1296.47,2.13,Medium,36.21,0
940,871,2,26,7,8,7151.18,3.79,High,139.18,1
941,224,1,9,1,1,305.85,0.86,Low,21.31,0
942,685,5,4,4,3,685.05,1.21,Low,10.6,0
943,117,4,12,1,1,2628.8,2.52,Medium,34.43,0
944,1232,1,30,6,7,921.04,1.12,Low,11.5,0
945,1507,1,39,9,10,319.08,0.65,Low,14.15,0
946,827,1,31,5,6,327.33,1.34,Low,15.96,0
947,988,4,24,5,6,1543.48,2.8,Medium,45.96,0
948,1017,4,28,5,6,2626.06,2.24,Medium,46.79,0
949,1004,3,35,6,8,3043.14,2.09,Medium,71.52,0
950,2155,1,49,11,10,992.11,0.84,Low,21.43,0
951,91,5,5,2,1,856.34,1.43,Low,5.21,0
952,1557,1,45,9,12,562.42,1.26,Low,14.01,0
953,809,2,20,7,5,6845.28,3.73,High,82.75,1
954,1360,1,30,6,5,621.27,1.05,Low,13.24,0
955,1752,1,41,9,11,8118.57,3.67,High,181.01,0
956,873,5,27,6,5,308.48,1.42,Low,12.61,0
957,690,5,15,3,4,201.7,0.83,Low,24.27,0
958,989,1,34,6,7,721.4,1.34,Low,21.42,0
959,19,3,6,2,4,3083.3,2.3,Medium,24.55,0
960,1334,1,34,5,8,551.06,1.05,Low,10.6,0
961,2086,1,37,10,9,537.37,0.96,Low,17.72,0
962,112,1,18,4,2,306.04,1.07,Low,16.31,0
963,1238,2,28,5,5,7387.39,3.76,High,184.92,1
964,1693,1,52,11,10,405.2,1.08,Low,22.0,0
965,1454,3,25,5,7,2721.51,3.54,Medium,52.64,0
966,859,1,32,6,6,195.75,0.89,Low,18.99,0
967,66,1,2,1,4,14682.78,4.44,High,119.85,0
968,1400,3,21,5,6,1294.42,2.51,Medium,76.35,0
969,519,5,10,2,1,289.79,0.93,Low,18.19,0
970,1717,1,49,9,10,565.05,1.42,Low,4.85,0
971,1572,5,46,11,10,834.12,1.06,Low,12.64,0
972,1864,4,41,10,10,1117.15,2.59,Medium,65.85,0
973,1722,4,52,10,12,2716.53,2.45,Medium,17.37,0
974,1251,1,19,7,8,553.58,1.49,Low,20.2,0
975,496,1,18,1,4,413.33,0.68,Low,15.86,0
976,487,1,2,2,4,184.09,0.88,Low,27.87,0
977,70,3,17,2,1,4614.27,2.95,Medium,59.15,0
978,322,3,17,2,1,1628.16,3.43,Medium,32.17,0
979,1434,1,22,5,7,985.31,1.33,Low,13.1,0
980,1961,4,45,9,11,2895.94,2.11,Medium,43.61,0
981,1312,5,28,6,5,532.06,0.8,Low,4.26,0
982,38,1,3,3,2,832.01,0.82,Low,5.61,0
983,1065,1,26,6,8,483.4,0.66,Low,18.93,0
984,1453,1,26,6,7,286.04,1.28,Low,31.75,0
985,1826,1,46,10,9,6987.37,4.46,High,134.58,0
986,1128,1,27,6,5,321.84,1.06,Low,18.24,0
987,1477,2,43,10,11,7228.15,4.24,High,75.45,1
988,1802,1,41,11,9,12539.37,4.59,High,47.45,0
989,1139,1,28,5,7,794.48,0.84,Low,12.54,0
990,131,1,14,2,1,181.51,1.24,Low,28.69,0
991,1394,1,23,7,6,372.8,1.05,Low,26.74,0
992,1881,1,38,9,11,4807.94,4.65,High,127.97,0
993,735,5,35,5,7,794.27,0.79,Low,23.76,0
994,69,1,4,1,2,456.3,1.01,Low,11.92,0
995,1754,4,44,10,12,1735.2,2.58,Medium,59.0,0
996,1532,1,41,11,9,6144.38,4.38,High,103.89,0
997,1745,1,50,10,12,327.89,1.17,Low,16.62,0
998,354,5,4,2,2,146.11,1.27,Low,11.17,0
999,1891,1,52,10,12,400.75,0.97,Low,11.34,0
1000,928,5,20,6,8,1007.11,1.24,Low,9.75,0
1001,973,1,28,6,6,856.13,1.31,Low,10.76,0
1002,186,3,5,2,1,3981.07,2.28,Medium,48.59,0
1003,50,4,18,3,3,2449.55,2.19,Medium,37.04,0
1004,784,2,35,5,8,16279.59,4.22,High,110.67,1
1005,166,1,5,1,1,985.88,1.03,Low,32.71,0
1006,1034,2,32,6,5,10624.68,3.75,High,206.6,1
1007,452,3,14,1,4,1656.47,2.33,Medium,74.34,0
1008,921,1,34,6,7,937.04,1.23,Low,28.74,0
1009,2126,1,48,10,11,13066.7,4.54,High,211.92,0
1010,1761,1,46,10,11,217.99,1.37,Low,5.16,0
1011,1126,4,25,5,8,1969.41,2.35,Medium,35.5,0
1012,920,3,35,6,7,3156.59,2.75,Medium,40.52,0
1013,656,2,2,1,3,4454.28,4.54,High,88.49,1
1014,1418,1,34,8,8,304.3,0.81,Low,27.34,0
1015,1940,1,51,10,10,407.61,1.18,Low,9.54,0
1016,1387,1,28,5,6,444.71,0.85,Low,18.69,0
1017,1783,1,49,12,10,754.38,0.62,Low,5.77,0
1018,860,3,23,5,8,5132.48,3.0,High,72.61,0
1019,849,2,34,5,5,14821.02,4.04,High,81.4,1
1020,1174,5,25,5,7,356.82,0.63,Low,10.69,0
1021,257,4,18,2,1,3775.21,2.67,Medium,62.99,0
1022,450,1,7,3,4,241.75,0.9,Low,5.34,0
1023,1130,1,24,6,5,639.85,0.8,Low,28.71,0
1024,619,5,2,1,4,278.68,1.29,Low,3.29,0
1025,2015,1,51,10,11,1147.8,1.29,Low,15.71,0
1026,501,3,18,1,3,1486.77,3.12,Medium,32.1,0
1027,1765,1,52,11,10,793.53,1.22,Low,12.05,0
1028,464,5,15,2,1,563.1,1.21,Low,25.89,0
1029,1442,4,32,5,8,3171.36,2.02,Medium,29.41,0
1030,482,5,14,3,2,807.98,0.94,Low,26.2,0
1031,1460,1,25,7,7,891.26,0.76,Low,6.78,0
1032,1769,1,52,10,9,337.49,0.84,Low,7.91,0
1033,268,1,14,3,1,597.92,0.65,Low,13.43,0
1034,1870,1,42,10,12,159.22,0.8,Low,18.19,0
1035,2174,1,53,10,10,427.38,1.33,Low,6.11,0
1036,51,2,5,2,2,3906.74,4.37,High,106.27,1
1037,1071,3,31,6,5,3235.62,3.76,Medium,83.81,0
1038,820,3,36,6,7,954.84,2.38,Medium,26.13,0
1039,1944,1,50,11,12,8308.56,4.39,High,46.69,0
1040,1437,3,21,6,6,2787.46,2.62,Medium,52.4,0
1041,142,3,7,3,3,2996.08,2.56,Medium,35.41,0
1042,777,4,27,6,6,3352.47,2.58,Medium,55.86,0
1043,808,2,33,5,8,15138.36,4.24,High,88.91,1
1044,38,1,2,2,1,473.33,1.18,Low,23.39,0
1045,25,2,5,1,2,6380.01,4.52,High,126.73,1
1046,398,4,6,2,1,949.38,2.26,Medium,37.38,0
1047,428,1,9,1,4,11486.4,3.57,High,68.55,0
1048,1362,3,20,6,7,2903.04,2.79,High,76.92,0
1049,808,1,35,7,6,207.94,1.02,Low,14.47,0
1050,517,1,18,2,1,972.59,0.7,Low,19.81,0
1051,1616,1,38,9,10,345.95,1.09,Low,11.14,0
1052,888,1,24,5,7,1229.35,1.5,Low,6.4,0
1053,1793,1,52,10,10,901.67,1.2,Low,33.08,0
1054,300,3,7,1,1,3773.98,3.63,Medium,34.21,0
1055,1174,4,27,6,8,724.13,2.89,Medium,56.49,0
1056,2187,5,41,9,11,1163.03,1.22,Low,16.5,0
1057,681,5,7,2,1,357.39,0.73,Low,25.59,0
1058,579,1,5,1,4,810.84,1.02,Low,9.43,0
1059,1559,4,41,10,12,2009.84,2.73,Medium,28.84,0
1060,314,1,14,2,2,313.58,0.8,Low,9.85,0
1061,1484,1,38,10,12,291.92,1.42,Low,14.54,0
1062,1800,1,48,9,10,615.91,0.96,Low,16.95,0
1063,1315,4,20,5,6,2713.74,2.52,Medium,20.32,0
1064,1699,1,42,9,10,339.64,0.87,Low,9.65,0
1065,1929,1,47,9,11,1091.23,1.21,Low,16.18,0
1066,104,1,9,2,2,303.97,1.18,Low,3.55,0
1067,1408,2,20,5,8,16524.2,3.97,High,127.07,1
1068,2130,1,38,9,10,9787.51,4.09,High,56.06,0
1069,1081,4,34,7,6,4561.52,2.7,Medium,35.55,0
1070,302,1,7,1,2,613.4,0.78,Low,16.28,0
1071,827,1,29,6,6,491.31,0.76,Low,18.66,0
1072,342,4,13,2,1,2691.33,2.81,Medium,50.92,0
1073,1876,1,50,9,9,7539.04,4.34,High,74.64,0
1074,1105,3,32,5,7,4019.12,2.54,Medium,52.16,0
1075,895,4,31,5,5,1123.82,2.68,Medium,29.52,0
1076,541,5,3,1,1,843.38,0.97,Low,19.63,0
1077,835,1,22,6,6,477.95,1.03,Low,8.61,0
1078,375,1,17,3,1,359.9,1.17,Low,7.18,0
1079,1039,5,22,6,5,825.51,1.27,Low,8.17,0
1080,1009,5,22,5,8,436.77,0.99,Low,13.33,0
1081,661,1,17,2,1,731.46,0.62,Low,6.8,0
1082,1463,1,47,10,9,200.32,1.1,Low,10.01,0
1083,386,3,17,3,1,3995.98,2.58,Medium,47.22,0
1084,1205,3,31,6,7,1470.75,2.24,Medium,29.49,0
1085,639,2,16,1,2,10251.41,3.89,High,129.6,1
1086,499,1,13,2,4,764.59,1.43,Low,14.84,0
1087,399,2,4,4,2,5949.96,4.03,High,44.88,1
1088,493,4,17,1,3,2242.77,2.26,Medium,41.47,0
1089,269,3,11,1,1,3358.48,3.9,Medium,49.52,0
1090,675,1,12,4,2,506.47,1.22,Low,23.79,0
1091,602,5,17,2,1,263.8,0.8,Low,6.68,0
1092,540,1,16,2,1,795.35,1.24,Low,30.55,0
1093,1889,1,39,10,10,288.59,1.45,Low,16.49,0
1094,1019,4,36,8,7,2828.37,2.55,Medium,33.54,0
1095,1734,1,54,9,12,9804.63,4.66,High,104.57,0
1096,1926,1,47,9,11,1305.31,1.45,Low,9.39,0
1097,320,1,8,3,4,5360.24,4.49,High,152.11,0
1098,1856,1,42,9,12,1384.07,0.92,Low,13.17,0
1099,2064,1,52,11,9,333.37,1.06,Low,17.55,0
1100,620,2,18,1,4,11163.88,3.81,High,67.1,1
1101,794,4,29,7,5,4184.14,2.47,Medium,23.86,0
1102,2178,1,49,10,11,827.21,1.4,Low,7.06,0
1103,2086,2,44,9,10,5955.12,4.47,High,133.43,1
1104,561,1,10,2,3,200.71,1.34,Low,20.51,0
1105,2002,3,53,9,10,1659.06,4.35,Medium,79.38,0
1106,1761,1,47,11,9,641.16,1.2,Low,12.4,0
1107,786,1,20,7,7,9382.6,4.7,High,80.99,0
1108,746,4,28,6,5,4419.0,2.15,Medium,66.05,0
1109,1029,1,34,5,8,891.55,0.92,Low,10.9,0
1110,2081,4,51,9,9,769.6,2.08,Medium,32.37,0
1111,1151,4,19,6,7,3592.71,2.74,Medium,36.35,0
1112,801,1,33,5,8,623.9,0.84,Low,4.86,0
1113,2089,1,41,9,11,641.27,1.2,Low,9.86,0
1114,739,3,19,5,7,4320.17,2.13,Medium,30.25,0
1115,716,1,6,2,2,1146.5,1.46,Low,6.81,0
1116,1201,4,19,6,7,1485.57,2.77,Medium,46.87,0
1117,1633,3,43,10,10,13516.74,4.5,High,144.87,0
1118,148,1,10,2,2,652.31,1.2,Low,19.03,0
1119,1543,1,45,9,9,7764.73,4.34,High,57.86,0
1120,1836,1,37,10,11,867.9,1.4,Low,8.41,0
1121,1127,2,31,6,7,7849.9,3.99,High,144.68,1
1122,1872,1,42,10,9,17148.95,4.24,High,86.27,0
1123,1118,2,30,7,5,10145.97,4.01,High,140.58,1
1124,1124,1,21,6,8,477.78,1.07,Low,12.22,0
1125,589,1,3,4,2,265.88,1.45,Low,10.62,0
1126,1769,4,44,10,11,3385.91,2.85,Medium,62.84,0
1127,1108,1,23,5,7,1025.52,1.29,Low,14.41,0
1128,768,4,19,8,8,5025.78,2.63,Medium,70.06,0
1129,1600,1,40,10,12,9282.75,3.86,High,158.75,0
1130,2082,2,47,11,11,13370.29,3.8,High,86.44,1
1131,1966,5,42,10,10,542.7,1.05,Low,7.6,0
1132,2152,1,40,10,11,611.48,0.61,Low,13.61,0
1133,2161,3,38,10,9,12114.3,3.0,High,85.51,0
1134,799,3,21,6,8,4038.48,2.67,Medium,14.14,0
1135,173,2,18,3,1,6948.32,3.93,High,161.1,1
1136,1587,4,46,11,11,1289.64,2.25,Medium,67.3,0
1137,446,1,12,3,4,762.64,1.44,Low,16.66,0
1138,1319,1,35,5,8,844.78,0.91,Low,32.72,0
1139,1291,1,24,6,7,188.61,0.74,Low,7.42,0
1140,1784,5,54,11,12,176.19,0.68,Low,6.4,0
1141,2057,2,49,9,11,6120.73,4.37,High,120.39,1
1142,1221,3,32,6,8,4089.67,2.06,Medium,9.7,0
1143,1410,4,25,5,6,2889.42,2.62,Medium,29.0,0
1144,149,1,10,2,4,1255.01,1.29,Low,16.31,0
1145,1545,1,52,9,10,243.32,0.69,Low,11.82,0
1146,96,1,16,2,2,709.15,0.67,Low,4.27,0
1147,890,2,35,7,8,6138.43,3.86,High,131.82,1
1148,656,1,18,1,2,559.28,1.28,Low,22.49,0
1149,119,5,11,1,4,550.84,0.66,Low,29.1,0
1150,792,5,26,7,5,524.79,1.21,Low,16.74,0
1151,1528,5,52,12,12,693.26,0.75,Low,24.57,0
1152,906,4,33,5,6,891.75,2.52,Medium,56.21,0
1153,2079,1,39,9,10,431.66,0.79,Low,10.01,0
1154,741,1,22,6,5,324.97,1.38,Low,8.35,0
1155,450,5,15,2,2,343.7,0.63,Low,7.62,0
1156,1258,1,36,5,7,688.39,1.35,Low,11.63,0
1157,373,5,18,2,2,390.33,0.84,Low,31.2,0
1158,2154,1,53,9,12,11052.42,4.75,High,154.59,0
1159,1282,1,26,7,8,310.68,1.44,Low,13.12,0
1160,961,1,34,7,5,549.48,0.66,Low,12.81,0
1161,29,5,13,2,1,709.62,0.64,Low,17.81,0
1162,292,2,16,1,2,9448.21,3.87,High,207.56,1
1163,1290,1,36,5,7,349.2,0.87,Low,14.37,0
1164,890,5,23,6,7,359.21,1.31,Low,21.35,0
1165,572,1,4,1,4,386.18,0.72,Low,19.3,0
1166,147,3,13,2,3,2030.23,2.8,Medium,31.98,0
1167,1631,3,44,10,12,3091.7,2.15,Medium,28.2,0
1168,459,1,7,1,4,227.73,0.82,Low,18.12,0
1169,173,1,7,2,1,936.54,0.68,Low,21.52,0
1170,32,3,9,1,3,2268.48,2.81,Medium,11.51,0
1171,67,4,13,3,1,863.04,2.0,Medium,35.59,0
1172,1211,1,22,6,8,1008.38,0.91,Low,7.21,0
1173,1213,4,36,6,5,1835.27,2.45,Medium,25.48,0
1174,1197,4,33,6,8,3109.17,2.54,Medium,37.69,0
1175,529,5,5,2,4,445.79,0.63,Low,23.3,0
1176,1156,1,30,6,6,1134.88,1.47,Low,30.22,0
1177,1790,3,44,11,10,3472.95,2.73,Medium,37.69,0
1178,1457,3,26,5,8,2194.92,2.63,Medium,32.13,0
1179,1580,1,51,11,11,579.3,1.13,Low,11.73,0
1180,2096,3,52,9,11,3037.39,2.56,Medium,46.55,0
1181,914,1,36,6,7,387.47,1.11,Low,7.14,0
1182,684,2,4,2,1,12784.01,3.95,High,174.3,1
1183,1301,3,28,6,7,1265.19,2.76,Medium,29.16,0
1184,1073,4,36,6,7,2264.59,2.24,Medium,55.12,0
1185,1310,3,28,5,7,1492.86,2.62,Medium,43.88,0
1186,1931,1,51,11,12,12814.38,3.97,High,157.13,0
1187,126,3,7,3,3,2082.65,2.75,Medium,28.7,0
1188,1635,1,51,9,9,874.97,0.71,Low,11.34,0
1189,1358,4,34,5,5,1943.49,2.49,Medium,30.13,0
1190,1042,3,36,7,7,2737.12,2.52,Medium,78.56,0
1191,2123,1,39,10,11,212.24,1.25,Low,18.81,0
1192,1343,3,31,6,8,2807.55,2.63,Medium,50.64,0
1193,159,2,6,2,2,8818.3,3.89,High,188.56,1
1194,333,2,7,2,3,17513.33,4.06,High,132.2,1
1195,1612,5,47,10,9,226.96,1.12,Low,16.67,0
1196,24,4,17,2,1,1622.4,2.78,Medium,11.71,0
1197,601,1,13,1,4,242.82,1.34,Low,14.18,0
1198,1365,1,25,6,5,458.51,0.96,Low,20.44,0
1199,1396,1,20,5,8,294.5,0.65,Low,20.77,0
1200,2108,1,50,11,11,6377.87,3.66,High,101.79,0
1201,2054,4,41,9,12,3033.29,2.29,Medium,20.49,0
1202,1341,4,32,6,5,1801.93,2.43,Medium,57.34,0
1203,1556,2,53,11,11,6278.39,4.46,High,172.6,1
1204,2015,1,54,10,12,385.63,1.02,Low,6.87,0
1205,1039,1,20,5,7,814.9,1.35,Low,14.83,0
1206,612,4,6,1,3,3535.35,2.84,Medium,44.98,0
1207,1054,1,20,6,7,1067.36,0.9,Low,8.99,0
1208,441,3,3,2,2,4684.46,2.61,Medium,24.92,0
1209,1199,5,23,7,5,295.99,0.83,Low,23.95,0
1210,952,3,29,5,6,3682.82,4.28,Medium,45.34,0
1211,1162,5,20,8,8,699.46,0.87,Low,28.28,0
1212,1733,3,44,11,10,2550.92,2.07,Medium,28.46,0
1213,1675,1,49,11,12,7426.01,3.67,High,158.84,0
1214,538,1,5,2,4,849.3,0.63,Low,9.31,0
1215,1545,1,44,10,11,258.09,0.83,Low,29.26,0
1216,1613,1,46,10,11,996.66,0.93,Low,12.84,0
1217,2045,1,49,9,10,758.24,1.31,Low,4.8,0
1218,1327,3,24,7,5,2369.32,2.25,Medium,35.63,0
1219,1132,4,22,6,5,2795.21,2.1,Medium,79.69,0
1220,1626,4,42,9,9,3863.49,2.15,Medium,50.03,0
1221,116,4,4,2,2,1667.53,2.76,Medium,17.62,0
1222,912,5,36,5,7,642.26,0.93,Low,21.57,0
1223,1062,1,20,6,6,877.49,1.13,Low,22.03,0
1224,447,5,3,3,3,472.52,0.93,Low,20.06,0
1225,749,3,30,6,8,3888.21,3.19,Medium,42.86,0
1226,1377,3,24,5,8,3426.95,2.06,Medium,41.72,0
1227,1013,5,21,6,5,538.1,1.11,Low,15.92,0
1228,1242,1,28,5,6,661.25,1.11,Low,12.22,0
1229,2164,2,48,9,10,8030.7,4.58,High,58.36,1
1230,1744,1,51,10,9,839.92,1.17,Low,10.16,0
1231,1803,1,46,9,11,866.53,0.68,Low,5.34,0
1232,133,1,8,1,2,252.59,1.47,Low,11.81,0
1233,2111,1,42,10,12,4134.88,3.8,High,133.2,0
1234,964,3,33,7,6,2128.28,3.33,Medium,17.42,0
1235,470,1,2,3,3,277.98,1.42,Low,21.38,0
1236,450,4,17,1,2,3623.75,2.7,Medium,21.27,0
1237,82,1,8,1,1,498.55,0.87,Low,14.04,0
1238,2158,1,50,9,9,333.96,0.64,Low,3.29,0
1239,2094,1,44,10,12,250.03,1.07,Low,22.06,0
1240,1088,2,27,6,7,5847.49,4.32,High,88.95,1
1241,1339,1,21,7,8,1118.95,1.04,Low,33.4,0
1242,77,5,17,1,1,716.35,1.39,Low,6.17,0
1243,851,1,27,5,8,1047.28,1.36,Low,11.7,0
1244,1827,1,50,10,10,774.3,1.06,Low,27.98,0
1245,378,2,14,1,1,9745.09,4.12,High,55.89,1
1246,518,4,5,4,3,873.16,2.65,Medium,56.79,0
1247,46,1,18,1,4,625.97,1.3,Low,23.66,0
1248,1505,1,52,9,9,319.54,0.77,Low,17.91,0
1249,1478,2,37,10,11,10395.17,4.06,High,79.07,1
1250,1975,1,39,10,12,405.8,1.18,Low,26.26,0
1251,1543,1,46,10,10,264.63,0.63,Low,13.75,0
1252,1257,2,21,6,6,13796.62,4.52,High,119.1,1
1253,2152,5,49,10,10,416.88,0.71,Low,18.92,0
1254,256,5,6,2,1,963.19,0.9,Low,10.12,0
1255,2185,1,41,9,9,891.74,0.63,Low,20.66,0
1256,1226,1,30,6,7,985.17,1.39,Low,30.25,0
1257,1525,2,52,10,10,8220.28,3.87,High,71.33,1
1258,787,4,25,6,8,3056.36,2.45,Medium,75.84,0
1259,806,1,27,6,8,478.86,1.27,Low,7.17,0
1260,1365,1,22,5,7,499.81,0.71,Low,21.39,0
1261,321,4,13,1,2,1626.65,2.45,Medium,28.64,0
1262,1574,1,42,10,10,812.46,1.17,Low,7.6,0
1263,1257,5,23,6,8,309.56,1.27,Low,11.42,0
1264,1941,1,52,9,11,975.03,1.33,Low,12.05,0
1265,1657,1,48,9,10,332.47,1.03,Low,15.03,0
1266,517,4,16,2,3,1244.67,2.59,Medium,55.88,0
1267,464,4,10,2,2,650.62,2.12,Medium,61.73,0
1268,991,1,29,6,7,857.3,1.23,Low,24.86,0
1269,10,4,7,2,4,1641.9,2.69,Medium,37.64,0
1270,511,4,7,3,3,2292.46,2.53,Medium,55.89,0
1271,62,3,1,2,4,2544.85,3.31,Medium,48.15,0
1272,1659,5,53,9,12,551.15,0.67,Low,12.25,0
1273,1493,1,52,10,9,844.19,1.05,Low,21.85,0
1274,57,1,12,3,2,428.32,0.9,Low,18.95,0
1275,595,4,3,3,4,2405.42,2.29,Medium,57.22,0
1276,294,1,16,3,2,469.26,0.85,Low,10.69,0
1277,1584,3,50,9,10,2879.23,2.03,Medium,78.72,0
1278,906,1,29,7,8,675.93,1.41,Low,12.22,0
1279,615,1,14,1,2,549.4,1.38,Low,18.07,0
1280,613,1,14,1,3,976.88,1.1,Low,31.04,0
1281,2105,3,48,12,10,3838.82,2.37,Medium,41.72,0
1282,295,1,17,2,2,431.32,1.3,Low,4.35,0
1283,1060,1,28,5,8,545.76,1.12,Low,13.47,0
1284,429,3,17,2,4,2605.28,2.04,Medium,31.02,0
1285,847,3,32,5,7,3857.26,2.5,Medium,30.97,0
1286,1904,4,42,12,11,2401.85,2.06,Medium,85.28,0
1287,440,1,3,1,2,464.62,0.87,Low,25.91,0
1288,299,4,3,2,4,2173.05,2.39,Medium,63.25,0
1289,1322,5,33,5,8,392.6,0.82,Low,12.99,0
1290,2168,1,54,9,12,21418.6,3.82,High,79.93,0
1291,1733,1,52,11,12,9774.0,3.89,High,68.41,0
1292,1841,1,42,9,11,494.53,1.38,Low,15.3,0
1293,555,1,8,3,2,1143.53,0.82,Low,8.81,0
1294,1197,1,26,5,7,368.21,1.19,Low,5.17,0
1295,770,1,27,7,5,373.64,1.09,Low,12.38,0
1296,382,1,1,1,1,440.79,0.8,Low,9.73,0
1297,1485,2,52,9,9,11808.24,3.86,High,88.8,1
1298,1520,1,52,9,11,307.51,1.09,Low,10.09,0
1299,2034,3,39,9,12,2992.53,2.87,Medium,19.76,0
1300,1329,1,24,6,8,266.8,1.04,Low,23.01,0
1301,1939,1,53,10,11,748.1,1.45,Low,32.13,0
1302,1022,3,21,5,6,2681.06,2.73,Medium,45.42,0
1303,1347,3,31,8,8,2025.01,2.01,Medium,43.68,0
1304,26,1,7,3,1,398.84,0.68,Low,3.05,0
1305,261,3,16,2,1,3782.44,2.2,Medium,31.34,0
1306,1599,1,41,10,9,590.75,0.95,Low,14.55,0
1307,1675,4,38,9,12,1719.19,2.88,Medium,61.59,0
1308,1075,1,30,5,7,305.84,0.78,Low,19.91,0
1309,17,1,3,1,2,362.86,0.9,Low,22.41,0
1310,1953,1,50,9,12,507.41,0.67,Low,19.74,0
1311,1162,1,30,6,7,410.34,0.98,Low,21.97,0
1312,1258,5,32,6,8,361.44,0.67,Low,6.99,0
1313,71,5,13,3,3,253.84,1.08,Low,10.13,0
1314,496,4,15,2,3,2870.17,2.5,Medium,15.49,0
1315,2115,1,44,12,11,7350.21,3.84,High,42.92,0
1316,196,5,5,1,4,706.74,0.85,Low,9.36,0
1317,824,4,28,6,8,2850.41,2.69,Medium,65.0,0
1318,288,4,7,2,1,4990.25,2.66,Medium,31.63,0
1319,229,1,6,1,1,753.51,1.39,Low,15.67,0
1320,543,5,17,3,2,639.03,0.62,Low,14.73,0
1321,626,1,1,2,4,13802.49,4.47,High,105.63,0
1322,483,2,6,1,1,8194.62,4.22,High,100.93,1
1323,1146,5,23,5,7,533.89,0.93,Low,26.49,0
1324,570,5,5,1,4,645.64,0.68,Low,21.06,0
1325,663,1,7,1,4,331.49,0.88,Low,5.85,0
1326,1203,3,19,7,8,1581.25,2.64,Medium,45.23,0
1327,1361,1,35,7,5,1298.47,0.8,Low,9.24,0
1328,1434,1,23,6,8,481.26,1.45,Low,30.97,0
1329,1405,3,19,6,8,2890.72,4.18,Medium,13.67,0
1330,2150,1,46,9,12,9409.78,3.63,High,79.02,0
1331,2134,1,37,9,12,13324.94,3.54,High,46.24,0
1332,119,4,16,1,1,1097.54,2.29,Medium,24.43,0
1333,748,3,27,5,7,4096.74,2.66,Medium,44.84,0
1334,1629,3,47,10,11,4537.15,3.67,Medium,47.98,0
1335,1262,5,26,5,7,179.32,1.5,Low,22.41,0
1336,1103,1,33,6,7,311.08,0.78,Low,4.6,0
1337,2101,2,49,11,12,5266.52,4.08,High,194.51,1
1338,972,1,33,6,7,702.01,1.3,Low,11.21,0
1339,1385,1,21,5,8,1006.57,0.6,Low,12.23,0
1340,1164,1,28,7,6,349.73,1.0,Low,22.26,0
1341,412,2,4,1,3,9638.64,4.52,High,41.94,1
1342,2029,1,45,9,9,263.76,1.49,Low,26.27,0
1343,1265,5,28,5,7,725.95,0.68,Low,15.03,0
1344,2109,1,47,10,11,8173.34,4.33,High,119.12,0
1345,123,1,18,1,1,302.04,0.96,Low,22.59,0
1346,902,2,32,6,6,18242.5,4.56,High,158.98,1
1347,1842,1,39,12,10,792.67,0.67,Low,10.44,0
1348,441,1,14,2,3,910.26,0.82,Low,10.34,0
1349,1399,5,27,6,7,1258.1,1.11,Low,18.32,0
1350,2075,1,39,11,10,274.93,0.97,Low,27.97,0
1351,565,1,1,1,2,376.11,1.32,Low,25.98,0
1352,441,1,13,2,1,625.33,1.15,Low,6.52,0
1353,1406,1,27,7,5,1213.83,0.92,Low,21.37,0
1354,1369,1,27,6,8,420.53,1.17,Low,27.72,0
1355,2141,3,44,9,9,10974.5,2.61,High,140.42,0
1356,183,4,18,1,1,3281.0,2.75,Medium,53.23,0
1357,1301,5,23,5,5,870.3,1.18,Low,20.32,0
1358,606,1,10,1,1,305.38,0.99,Low,9.72,0
1359,1045,4,23,5,7,3895.44,2.04,Medium,59.04,0
1360,1009,3,36,5,7,2647.2,3.75,Medium,23.36,0
1361,1327,3,34,6,5,10011.94,3.57,High,41.55,0
1362,425,1,16,1,4,758.43,1.11,Low,8.43,0
1363,51,1,14,2,1,694.44,0.75,Low,6.35,0
1364,2130,1,43,11,9,11738.29,3.93,High,54.04,0
1365,1376,4,19,7,7,990.32,2.55,Medium,46.13,0
1366,1761,2,44,10,9,6032.37,3.93,High,183.38,1
1367,1382,4,34,5,5,837.44,2.44,Medium,22.75,0
1368,2081,1,41,9,10,656.51,1.4,Low,9.33,0
1369,123,1,7,1,3,395.7,1.36,Low,31.66,0
1370,1178,3,25,5,8,1482.03,2.27,Medium,68.6,0
1371,334,4,12,1,4,2339.11,2.22,Medium,39.31,0
