fact_stock_id,sk_date,sk_product,sk_warehouse,stock_theoretical,stock_real,stock_value_amount,safety_stock,stockout_flag,stock_status
850,1609,1,9,129.0,40.27,21860.74,91.0,1,Below Safety
851,1676,4,8,256.0,103.15,33484.24,90.0,0,Healthy
852,1674,4,9,272.0,218.47,70658.99,111.0,0,Healthy
853,1131,1,6,112.0,161.88,80857.49,88.0,0,Healthy
854,2153,3,7,126.0,162.29,89768.27,77.0,0,Healthy
855,1684,3,7,132.0,62.99,34127.72,57.0,0,Healthy
856,676,2,2,162.0,110.28,30226.72,83.0,0,Healthy
857,596,2,3,144.0,112.51,31692.66,107.0,0,Healthy
858,1729,1,9,299.0,74.46,39361.92,113.0,1,Below Safety
859,2162,5,8,197.0,126.43,51074.49,83.0,0,Healthy
860,1799,2,8,106.0,174.75,51019.14,58.0,0,Overstock
861,297,2,1,313.0,288.01,80280.24,191.0,0,Healthy
862,546,2,1,372.0,299.07,87406.38,178.0,0,Healthy
863,1736,1,8,130.0,95.79,52876.04,74.0,0,Healthy
864,1243,1,4,299.0,198.49,106165.46,105.0,0,Healthy
865,1919,4,9,320.0,285.46,86909.29,115.0,0,Overstock
866,1497,2,8,225.0,127.78,37057.15,121.0,0,Healthy
867,628,2,1,329.0,283.99,79937.26,147.0,0,Healthy
868,1614,1,7,435.0,315.01,170250.53,199.0,0,Healthy
869,1990,2,7,118.0,153.37,44063.5,92.0,0,Healthy
870,1948,4,8,232.0,148.06,43515.07,96.0,0,Healthy
871,1353,4,4,107.0,43.35,13878.65,82.0,1,Below Safety
872,198,5,2,91.0,110.18,44079.82,76.0,0,Healthy
873,2149,3,8,179.0,177.0,95434.77,63.0,0,Overstock
874,601,2,3,218.0,338.0,94784.79,128.0,0,Overstock
875,356,2,2,153.0,224.22,67561.67,79.0,0,Overstock
876,1035,1,5,201.0,154.17,79426.95,86.0,0,Healthy
877,441,3,1,177.0,50.32,25248.0,80.0,1,Below Safety
878,923,4,5,94.0,0.55,175.85,72.0,1,Out of Stock
879,1345,1,6,202.0,125.51,68092.41,152.0,1,Below Safety
880,16,1,2,196.0,356.27,193286.95,127.0,0,Overstock
881,1466,5,8,95.0,60.73,24402.11,48.0,0,Healthy
882,882,4,6,228.0,22.97,6743.31,107.0,1,Below Safety
883,1341,5,5,297.0,220.11,81292.73,103.0,0,Healthy
884,1015,3,5,123.0,34.44,19088.77,81.0,1,Below Safety
885,1184,3,6,110.0,97.84,49667.45,87.0,0,Healthy
886,1675,4,8,120.0,48.51,15577.46,60.0,1,Below Safety
887,1464,1,8,285.0,138.81,69364.07,112.0,0,Healthy
888,1859,3,8,108.0,176.25,87686.71,63.0,0,Overstock
889,141,1,2,157.0,40.84,22568.12,66.0,1,Below Safety
890,234,1,2,249.0,184.93,93797.97,109.0,0,Healthy
891,1895,3,9,177.0,90.59,45671.72,71.0,0,Healthy
892,698,1,3,202.0,73.64,39247.52,103.0,1,Below Safety
893,8,3,3,77.0,93.71,47788.37,46.0,0,Healthy
894,79,3,1,209.0,216.98,115193.87,78.0,0,Overstock
895,173,4,3,150.0,219.59,65706.69,119.0,0,Healthy
896,1072,4,5,166.0,88.91,27862.09,81.0,0,Healthy
897,896,4,4,279.0,477.97,146403.12,149.0,0,Overstock
898,1468,1,7,249.0,193.13,99861.1,138.0,0,Healthy
899,1358,5,4,69.0,110.76,43186.65,42.0,0,Overstock
900,49,1,1,548.0,142.64,71773.74,189.0,1,Below Safety
901,703,1,3,203.0,133.1,67390.15,96.0,0,Healthy
902,1383,3,6,159.0,86.78,45899.76,58.0,0,Healthy
903,1801,4,9,180.0,229.3,71943.6,144.0,0,Healthy
904,1412,4,6,204.0,113.54,33099.69,109.0,0,Healthy
905,448,4,3,242.0,406.78,125356.9,156.0,0,Overstock
906,1563,1,7,177.0,121.68,64748.51,77.0,0,Healthy
907,1856,3,9,106.0,165.94,84742.14,58.0,0,Overstock
908,1159,3,6,111.0,205.28,107038.35,76.0,0,Overstock
909,1320,1,6,245.0,110.64,60383.38,103.0,0,Healthy
910,2141,4,9,288.0,73.71,22009.1,116.0,1,Below Safety
911,21,3,2,76.0,64.15,35051.1,33.0,0,Healthy
912,1719,4,9,143.0,111.47,32645.14,98.0,0,Healthy
913,1870,5,8,215.0,163.11,62086.45,103.0,0,Healthy
914,1237,1,6,194.0,286.72,155084.16,136.0,0,Healthy
915,1094,3,6,134.0,46.9,25800.01,54.0,1,Below Safety
916,2143,5,8,104.0,184.32,70130.6,63.0,0,Overstock
917,472,1,3,528.0,144.86,75196.55,208.0,1,Below Safety
918,1338,3,6,154.0,249.97,127782.28,89.0,0,Overstock
919,292,1,3,209.0,71.98,36114.65,88.0,1,Below Safety
920,849,2,4,442.0,389.79,106143.22,183.0,0,Healthy
921,1258,5,6,144.0,180.84,67497.29,85.0,0,Healthy
922,1077,4,4,188.0,167.68,50015.53,128.0,0,Healthy
923,1747,4,8,141.0,128.04,41601.11,68.0,0,Healthy
924,1480,5,9,79.0,81.58,29995.15,51.0,0,Healthy
925,1178,2,6,429.0,284.96,79946.1,199.0,0,Healthy
926,1394,3,6,62.0,68.05,36164.26,50.0,0,Healthy
927,257,3,1,173.0,87.38,48484.66,74.0,0,Healthy
928,710,3,1,171.0,157.88,78467.57,59.0,0,Overstock
929,1313,4,5,318.0,297.48,88973.42,137.0,0,Healthy
930,1088,4,6,172.0,212.56,63352.85,143.0,0,Healthy
931,1436,5,6,229.0,198.3,75409.44,102.0,0,Healthy
932,1850,2,9,274.0,229.49,69647.36,130.0,0,Healthy
933,991,3,4,118.0,63.62,32508.41,67.0,1,Below Safety
934,1492,2,8,289.0,240.54,72316.14,139.0,0,Healthy
935,1079,1,4,251.0,110.57,58534.89,133.0,1,Below Safety
936,1313,1,6,419.0,385.75,201460.88,159.0,0,Overstock
937,1795,4,8,230.0,320.96,103334.09,126.0,0,Overstock
938,2120,1,8,306.0,226.69,119651.23,140.0,0,Healthy
939,490,2,1,294.0,235.86,69071.29,124.0,0,Healthy
940,871,1,5,182.0,234.24,120485.69,134.0,0,Healthy
941,224,5,2,73.0,48.23,18653.37,55.0,1,Below Safety
942,685,5,3,71.0,49.38,18882.71,39.0,0,Healthy
943,117,2,1,278.0,216.25,64772.01,182.0,0,Healthy
944,1232,4,6,345.0,229.8,71968.76,133.0,0,Healthy
945,1507,4,8,93.0,128.61,40221.62,63.0,0,Healthy
946,827,2,6,407.0,467.15,132391.61,172.0,0,Overstock
947,988,4,6,208.0,156.14,46432.86,100.0,0,Healthy
948,1017,3,5,118.0,37.7,20623.7,52.0,1,Below Safety
949,1004,5,5,149.0,83.64,31084.12,62.0,0,Healthy
950,2155,3,7,193.0,138.96,70516.02,83.0,0,Healthy
951,91,2,3,155.0,332.12,99122.9,120.0,0,Overstock
952,1557,1,8,318.0,451.03,231506.68,159.0,0,Overstock
953,809,5,6,139.0,126.9,49631.5,51.0,0,Overstock
954,1360,2,5,253.0,246.0,68477.78,199.0,0,Healthy
955,1752,5,7,80.0,102.42,39675.98,50.0,0,Healthy
956,873,4,5,195.0,73.82,22930.39,105.0,1,Below Safety
957,690,1,1,495.0,147.63,73917.22,182.0,1,Below Safety
958,989,5,5,154.0,115.94,44733.43,54.0,0,Healthy
959,19,4,2,306.0,100.6,30468.79,141.0,1,Below Safety
960,1334,4,6,244.0,137.16,40220.33,98.0,0,Healthy
961,2086,1,8,419.0,188.69,104469.4,190.0,1,Below Safety
962,112,1,1,361.0,312.77,160054.87,144.0,0,Healthy
963,1238,2,5,197.0,95.54,27361.84,74.0,0,Healthy
964,1693,5,7,92.0,43.52,17383.77,40.0,0,Healthy
965,1454,1,5,440.0,176.91,90921.93,159.0,0,Healthy
966,859,1,5,573.0,582.21,312812.94,204.0,0,Overstock
967,66,4,3,412.0,73.94,21642.92,144.0,1,Below Safety
968,1400,2,5,242.0,254.46,74522.31,120.0,0,Healthy
969,519,4,1,381.0,367.13,118126.25,142.0,0,Overstock
970,1717,5,8,72.0,108.47,40629.37,52.0,0,Healthy
971,1572,5,9,133.0,70.79,26532.26,51.0,0,Healthy
972,1864,5,7,166.0,170.09,67724.87,58.0,0,Overstock
973,1722,3,7,86.0,7.86,4285.51,63.0,1,Below Safety
974,1251,2,5,280.0,137.73,39716.97,97.0,0,Healthy
975,496,1,1,275.0,208.38,108111.43,100.0,0,Healthy
976,487,4,3,270.0,195.64,61633.6,148.0,0,Healthy
977,70,3,1,123.0,51.02,26623.56,47.0,0,Healthy
978,322,1,2,417.0,100.1,53448.42,150.0,1,Below Safety
979,1434,2,5,334.0,185.94,51899.98,137.0,0,Healthy
980,1961,5,8,179.0,97.57,37795.7,63.0,0,Healthy
981,1312,1,5,271.0,437.15,232538.47,188.0,0,Overstock
982,38,4,3,269.0,112.3,35423.37,96.0,0,Healthy
983,1065,4,6,214.0,109.03,34171.36,92.0,0,Healthy
984,1453,3,4,144.0,118.36,60290.19,92.0,0,Healthy
985,1826,5,9,153.0,159.83,60361.09,93.0,0,Healthy
986,1128,3,6,123.0,78.01,41525.41,53.0,0,Healthy
987,1477,1,7,277.0,299.36,161281.77,119.0,0,Overstock
988,1802,5,9,182.0,38.12,14250.57,76.0,1,Below Safety
989,1139,2,4,176.0,158.5,47094.1,105.0,0,Healthy
990,131,5,3,104.0,114.24,45468.71,75.0,0,Healthy
991,1394,2,6,374.0,183.57,51244.61,131.0,0,Healthy
992,1881,4,9,156.0,197.41,57561.48,121.0,0,Healthy
993,735,4,4,212.0,108.88,34154.3,94.0,0,Healthy
994,69,4,2,129.0,181.31,52799.04,83.0,0,Healthy
995,1754,2,7,448.0,82.43,24136.5,168.0,1,Below Safety
996,1532,3,7,159.0,95.02,51988.6,59.0,0,Healthy
997,1745,1,7,360.0,386.89,208734.95,228.0,0,Healthy
998,354,4,3,205.0,165.58,49135.1,87.0,0,Healthy
999,1891,4,7,106.0,105.61,31910.56,61.0,0,Healthy
1000,928,4,6,288.0,346.09,107239.29,155.0,0,Healthy
1001,973,4,4,184.0,387.35,125132.64,131.0,0,Overstock
1002,186,3,2,152.0,204.92,109773.96,95.0,0,Healthy
1003,50,3,2,137.0,106.61,55613.82,64.0,0,Healthy
1004,784,2,5,350.0,45.35,13076.14,152.0,1,Below Safety
1005,166,2,2,359.0,425.54,126990.02,169.0,0,Overstock
1006,1034,2,5,238.0,60.17,17807.65,107.0,1,Below Safety
1007,452,4,2,137.0,119.01,38322.64,67.0,0,Healthy
1008,921,1,4,529.0,131.03,71771.98,205.0,1,Below Safety
1009,2126,2,8,138.0,96.26,28142.26,69.0,0,Healthy
1010,1761,1,8,416.0,305.31,165680.75,181.0,0,Healthy
1011,1126,2,5,394.0,285.78,81161.17,151.0,0,Healthy
1012,920,4,6,179.0,130.54,38940.27,84.0,0,Healthy
1013,656,3,2,168.0,107.83,57307.06,90.0,0,Healthy
1014,1418,3,5,245.0,122.32,61598.43,98.0,0,Healthy
1015,1940,3,7,186.0,144.83,80043.56,91.0,0,Healthy
1016,1387,3,6,108.0,107.68,57771.47,64.0,0,Healthy
1017,1783,1,9,202.0,222.59,118660.28,116.0,0,Healthy
1018,860,5,4,140.0,120.72,44966.3,58.0,0,Healthy
1019,849,4,6,182.0,98.46,31655.15,81.0,0,Healthy
1020,1174,5,6,135.0,293.22,117770.27,102.0,0,Overstock
1021,257,2,3,344.0,245.21,68233.17,153.0,0,Healthy
1022,450,1,2,236.0,263.45,137893.36,168.0,0,Healthy
1023,1130,2,4,193.0,152.54,45601.99,156.0,1,Below Safety
1024,619,4,3,191.0,53.46,15953.34,112.0,1,Below Safety
1025,2015,5,8,177.0,126.26,47606.94,66.0,0,Healthy
1026,501,1,1,511.0,170.4,88362.85,181.0,1,Below Safety
1027,1765,3,7,204.0,122.57,66228.47,85.0,0,Healthy
1028,464,3,3,136.0,140.49,76165.01,81.0,0,Healthy
1029,1442,5,4,79.0,163.57,65050.26,53.0,0,Overstock
1030,482,1,1,297.0,302.14,155758.78,130.0,0,Overstock
1031,1460,2,6,400.0,603.51,172727.47,207.0,0,Overstock
1032,1769,5,9,164.0,207.25,79001.05,76.0,0,Overstock
1033,268,2,3,304.0,105.62,31545.33,135.0,1,Below Safety
1034,1870,4,8,275.0,132.56,42411.4,127.0,0,Healthy
1035,2174,3,9,65.0,85.88,44240.43,31.0,0,Overstock
1036,51,4,2,118.0,165.9,49149.33,77.0,0,Healthy
1037,1071,1,5,241.0,235.8,121261.22,112.0,0,Healthy
1038,820,2,6,295.0,264.98,75960.59,120.0,0,Healthy
1039,1944,5,8,201.0,123.03,45799.05,96.0,0,Healthy
1040,1437,4,4,132.0,191.76,57900.35,87.0,0,Healthy
1041,142,2,1,173.0,214.55,60409.94,135.0,0,Healthy
1042,777,1,6,106.0,111.64,58551.37,78.0,0,Healthy
1043,808,4,5,115.0,249.88,77988.3,88.0,0,Overstock
1044,38,5,1,91.0,98.69,39319.1,73.0,0,Healthy
1045,25,2,3,261.0,147.38,41648.92,102.0,0,Healthy
1046,398,4,3,141.0,133.41,42009.42,81.0,0,Healthy
1047,428,2,3,265.0,197.9,59352.77,123.0,0,Healthy
1048,1362,5,4,146.0,85.3,32982.85,98.0,1,Below Safety
1049,808,3,4,136.0,62.5,33516.42,69.0,1,Below Safety
1050,517,4,1,245.0,287.15,90398.5,160.0,0,Healthy
1051,1616,5,8,91.0,45.91,17671.84,47.0,1,Below Safety
1052,888,2,4,302.0,13.74,3817.52,110.0,1,Below Safety
1053,1793,5,9,120.0,128.92,49541.44,60.0,0,Healthy
1054,300,1,2,330.0,129.6,70769.57,115.0,0,Healthy
1055,1174,2,5,372.0,213.02,63757.4,142.0,0,Healthy
1056,2187,2,8,182.0,183.47,55131.15,116.0,0,Healthy
1057,681,3,3,135.0,24.46,13092.3,105.0,1,Below Safety
1058,579,3,3,78.0,40.78,22518.53,37.0,0,Healthy
1059,1559,2,8,353.0,193.03,54486.14,224.0,1,Below Safety
1060,314,5,2,159.0,180.12,69176.28,62.0,0,Overstock
1061,1484,5,8,137.0,117.28,45441.48,73.0,0,Healthy
1062,1800,3,8,217.0,182.53,99187.24,93.0,0,Healthy
1063,1315,1,4,157.0,153.99,76495.21,127.0,0,Healthy
1064,1699,3,8,65.0,63.58,33329.83,49.0,0,Healthy
1065,1929,1,8,218.0,98.48,49332.04,83.0,0,Healthy
1066,104,4,1,135.0,287.24,89485.23,105.0,0,Overstock
1067,1408,5,4,94.0,61.52,23476.63,49.0,0,Healthy
1068,2130,2,9,253.0,482.81,131230.14,193.0,0,Overstock
1069,1081,1,4,463.0,544.13,284535.57,196.0,0,Overstock
1070,302,1,3,267.0,288.18,145730.47,119.0,0,Overstock
1071,827,2,6,340.0,266.24,75841.39,197.0,0,Healthy
1072,342,4,3,123.0,65.37,20731.05,83.0,1,Below Safety
1073,1876,1,7,219.0,58.14,30018.38,83.0,1,Below Safety
1074,1105,1,5,313.0,152.51,80450.53,174.0,1,Below Safety
1075,895,2,5,228.0,272.01,74932.36,129.0,0,Healthy
1076,541,4,1,202.0,115.16,35877.7,117.0,1,Below Safety
1077,835,2,5,375.0,315.38,93832.06,174.0,0,Healthy
1078,375,5,1,54.0,82.07,33093.37,43.0,0,Healthy
1079,1039,4,5,116.0,123.43,36751.85,75.0,0,Healthy
1080,1009,5,5,224.0,79.18,31044.78,82.0,1,Below Safety
1081,661,1,2,409.0,213.94,118043.85,156.0,0,Healthy
1082,1463,4,7,167.0,225.84,69819.01,89.0,0,Overstock
1083,386,4,2,267.0,197.16,62758.82,99.0,0,Healthy
1084,1205,5,6,179.0,148.14,59007.79,68.0,0,Healthy
1085,639,5,3,134.0,125.84,50699.36,52.0,0,Overstock
1086,499,4,1,247.0,82.16,25223.78,97.0,1,Below Safety
1087,399,1,1,206.0,113.69,61360.21,87.0,0,Healthy
1088,493,5,1,220.0,115.08,46136.39,87.0,0,Healthy
1089,269,3,2,240.0,161.33,80016.92,99.0,0,Healthy
1090,675,2,1,137.0,89.97,25133.84,94.0,1,Below Safety
1091,602,2,3,388.0,365.58,101228.06,159.0,0,Healthy
1092,540,4,3,106.0,93.37,29267.39,83.0,0,Healthy
1093,1889,1,9,307.0,165.22,86235.08,110.0,0,Healthy
1094,1019,2,5,270.0,0,0.0,160.0,1,Out of Stock
1095,1734,2,7,249.0,47.74,14456.02,112.0,1,Below Safety
1096,1926,4,7,292.0,238.67,76249.38,133.0,0,Healthy
1097,320,1,1,425.0,166.18,88128.91,172.0,1,Below Safety
1098,1856,2,9,168.0,141.02,42438.19,108.0,0,Healthy
1099,2064,4,8,334.0,228.73,69208.02,131.0,0,Healthy
1100,620,3,1,158.0,143.4,79562.4,80.0,0,Healthy
1101,794,2,6,381.0,205.08,61737.21,149.0,0,Healthy
1102,2178,4,8,313.0,240.4,78140.18,113.0,0,Healthy
1103,2086,2,8,304.0,341.73,101466.53,105.0,0,Overstock
1104,561,1,3,212.0,0,0.0,108.0,1,Out of Stock
1105,2002,4,8,108.0,144.67,41957.45,70.0,0,Healthy
1106,1761,4,8,184.0,38.41,11422.43,66.0,1,Below Safety
1107,786,2,4,356.0,248.75,72235.22,136.0,0,Healthy
1108,746,2,6,370.0,343.6,98070.06,165.0,0,Healthy
1109,1029,1,4,563.0,259.98,144424.68,218.0,0,Healthy
1110,2081,1,9,156.0,89.44,44903.53,87.0,0,Healthy
1111,1151,2,5,292.0,268.28,75476.75,181.0,0,Healthy
1112,801,2,6,238.0,213.03,58770.12,118.0,0,Healthy
1113,2089,2,9,239.0,218.04,64432.28,100.0,0,Healthy
1114,739,1,6,406.0,419.52,232537.51,202.0,0,Healthy
1115,716,2,3,110.0,166.56,48497.53,87.0,0,Healthy
1116,1201,5,5,242.0,183.75,69860.71,94.0,0,Healthy
1117,1633,4,7,218.0,158.72,49919.88,95.0,0,Healthy
1118,148,4,3,175.0,358.19,105397.22,112.0,0,Overstock
1119,1543,3,9,178.0,108.09,58765.88,96.0,0,Healthy
1120,1836,4,7,237.0,201.82,63829.97,123.0,0,Healthy
1121,1127,5,5,168.0,79.42,30054.24,90.0,1,Below Safety
1122,1872,1,8,168.0,72.89,39546.48,67.0,0,Healthy
1123,1118,2,4,248.0,432.13,120367.06,191.0,0,Healthy
1124,1124,2,5,127.0,159.33,43984.65,80.0,0,Healthy
1125,589,2,3,165.0,154.15,42435.48,105.0,0,Healthy
1126,1769,1,9,455.0,411.46,205840.87,185.0,0,Healthy
1127,1108,5,5,182.0,147.18,55500.36,83.0,0,Healthy
1128,768,4,4,93.0,190.63,58391.07,68.0,0,Overstock
1129,1600,4,8,302.0,266.16,86169.84,138.0,0,Healthy
1130,2082,5,8,185.0,69.86,27401.05,91.0,1,Below Safety
1131,1966,1,8,264.0,473.51,236115.91,141.0,0,Overstock
1132,2152,3,9,96.0,150.49,77058.45,70.0,0,Healthy
1133,2161,3,8,145.0,91.16,50158.81,65.0,0,Healthy
1134,799,4,5,250.0,271.68,84013.95,98.0,0,Overstock
1135,173,1,3,313.0,393.6,209006.38,154.0,0,Overstock
1136,1587,2,8,160.0,19.68,5853.41,102.0,1,Below Safety
1137,446,4,1,136.0,180.64,56415.61,72.0,0,Overstock
1138,1319,5,5,77.0,90.27,34258.09,58.0,0,Healthy
1139,1291,1,6,330.0,203.42,105972.96,186.0,0,Healthy
1140,1784,5,9,211.0,228.79,89425.23,113.0,0,Healthy
1141,2057,1,7,202.0,190.93,97098.42,88.0,0,Healthy
1142,1221,2,5,299.0,260.04,74920.15,167.0,0,Healthy
1143,1410,2,4,188.0,22.65,6507.84,131.0,1,Below Safety
1144,149,5,1,128.0,62.97,24096.56,62.0,0,Healthy
1145,1545,1,8,194.0,120.19,62094.4,79.0,0,Healthy
1146,96,2,1,253.0,337.33,95617.28,139.0,0,Overstock
1147,890,4,4,154.0,142.43,44183.99,108.0,0,Healthy
1148,656,3,1,231.0,145.8,75846.57,89.0,0,Healthy
1149,119,1,2,301.0,265.8,142120.26,168.0,0,Healthy
1150,792,5,5,64.0,67.78,27357.91,45.0,0,Healthy
1151,1528,1,8,320.0,186.79,102886.74,151.0,0,Healthy
1152,906,1,5,214.0,124.59,66349.73,88.0,0,Healthy
1153,2079,2,9,253.0,105.13,29097.89,94.0,0,Healthy
1154,741,4,6,186.0,309.4,100124.38,123.0,0,Overstock
1155,450,3,1,184.0,23.91,12920.24,78.0,1,Below Safety
1156,1258,5,6,123.0,75.48,29996.51,85.0,1,Below Safety
1157,373,3,3,71.0,117.41,58312.02,52.0,0,Healthy
1158,2154,1,8,372.0,64.34,33221.87,187.0,1,Below Safety
1159,1282,2,5,242.0,229.06,66695.02,132.0,0,Healthy
1160,961,5,5,213.0,139.94,51878.46,108.0,0,Healthy
1161,29,4,2,347.0,248.42,77981.79,127.0,0,Healthy
1162,292,4,3,301.0,275.03,85712.54,154.0,0,Healthy
1163,1290,2,5,362.0,143.03,42401.25,156.0,1,Below Safety
1164,890,3,5,230.0,139.22,76197.92,85.0,0,Healthy
1165,572,4,3,145.0,66.06,20151.02,57.0,0,Healthy
1166,147,1,1,283.0,425.24,223251.87,212.0,0,Healthy
1167,1631,5,7,121.0,127.87,49402.08,70.0,0,Healthy
1168,459,5,3,141.0,69.28,25589.92,65.0,0,Healthy
1169,173,4,3,95.0,163.49,49238.61,78.0,0,Healthy
1170,32,5,1,159.0,94.37,34954.5,98.0,1,Below Safety
1171,67,4,1,320.0,130.03,41718.79,130.0,0,Healthy
1172,1211,1,4,115.0,75.42,39474.77,72.0,0,Healthy
1173,1213,1,5,108.0,60.68,33020.44,66.0,1,Below Safety
1174,1197,5,5,123.0,168.89,64336.31,67.0,0,Overstock
1175,529,5,1,238.0,198.24,78645.58,110.0,0,Healthy
1176,1156,2,4,100.0,93.45,26739.61,72.0,0,Healthy
1177,1790,1,8,244.0,63.83,35165.58,109.0,1,Below Safety
1178,1457,5,5,128.0,87.95,34232.67,48.0,0,Healthy
1179,1580,2,7,216.0,167.69,49402.19,162.0,0,Healthy
1180,2096,2,8,249.0,243.65,71302.28,134.0,0,Healthy
1181,914,1,6,131.0,173.52,93471.2,88.0,0,Healthy
1182,684,1,3,217.0,236.28,118483.47,138.0,0,Healthy
1183,1301,3,4,111.0,105.51,57320.45,58.0,0,Healthy
1184,1073,3,5,138.0,138.22,75735.41,68.0,0,Healthy
1185,1310,4,5,333.0,157.87,46575.55,126.0,0,Healthy
1186,1931,5,7,196.0,113.04,43552.43,71.0,0,Healthy
1187,126,5,1,69.0,71.64,27923.38,51.0,0,Healthy
1188,1635,4,9,280.0,76.91,23728.99,97.0,1,Below Safety
1189,1358,1,6,357.0,303.92,154430.26,138.0,0,Healthy
1190,1042,4,4,152.0,169.96,52701.77,78.0,0,Healthy
1191,2123,2,7,339.0,163.63,45020.01,127.0,0,Healthy
1192,1343,5,5,232.0,113.9,45426.58,85.0,0,Healthy
1193,159,2,3,258.0,296.21,80536.93,96.0,0,Overstock
1194,333,4,2,142.0,174.4,55244.59,53.0,0,Overstock
1195,1612,5,8,146.0,115.54,46124.94,76.0,0,Healthy
1196,24,1,1,208.0,156.3,80903.48,101.0,0,Healthy
1197,601,5,2,138.0,30.66,11946.98,49.0,1,Below Safety
1198,1365,4,6,165.0,87.91,25489.08,70.0,0,Healthy
1199,1396,1,5,162.0,193.19,107671.31,129.0,0,Healthy
1200,2108,2,8,194.0,131.06,35896.11,69.0,0,Healthy
1201,2054,1,9,114.0,185.1,94664.72,73.0,0,Overstock
1202,1341,1,5,329.0,110.43,58711.26,115.0,1,Below Safety
1203,1556,1,8,335.0,377.39,201384.97,126.0,0,Overstock
1204,2015,4,8,192.0,53.42,16383.49,90.0,1,Below Safety
1205,1039,4,4,137.0,67.14,20144.98,88.0,1,Below Safety
1206,612,1,2,438.0,159.03,81991.51,176.0,1,Below Safety
1207,1054,5,6,217.0,77.66,30742.11,78.0,1,Below Safety
1208,441,5,3,128.0,91.44,34992.85,45.0,0,Healthy
1209,1199,1,6,209.0,244.79,123686.62,115.0,0,Healthy
1210,952,2,5,204.0,424.48,128901.95,133.0,0,Overstock
1211,1162,3,5,87.0,49.91,25708.05,41.0,0,Healthy
1212,1733,4,9,257.0,23.2,7328.57,117.0,1,Below Safety
1213,1675,4,7,236.0,61.82,19256.59,124.0,1,Below Safety
1214,538,3,2,69.0,106.73,56826.78,43.0,0,Overstock
1215,1545,4,9,200.0,21.15,6868.42,95.0,1,Below Safety
1216,1613,1,8,401.0,287.31,145925.19,195.0,0,Healthy
1217,2045,1,9,416.0,289.76,153041.26,187.0,0,Healthy
1218,1327,1,6,348.0,281.83,150078.18,126.0,0,Healthy
1219,1132,1,4,306.0,170.93,91466.1,153.0,0,Healthy
1220,1626,4,9,247.0,215.38,70067.58,91.0,0,Overstock
1221,116,1,3,312.0,281.37,147069.89,117.0,0,Overstock
1222,912,4,6,216.0,117.43,36853.43,81.0,0,Healthy
1223,1062,5,5,80.0,63.13,23069.97,53.0,0,Healthy
1224,447,5,1,234.0,278.63,103231.74,83.0,0,Overstock
1225,749,1,5,116.0,194.0,96637.55,80.0,0,Overstock
1226,1377,2,5,386.0,216.03,64391.09,191.0,0,Healthy
1227,1013,1,5,112.0,96.53,51262.38,91.0,0,Healthy
1228,1242,5,4,174.0,110.32,41583.77,64.0,0,Healthy
1229,2164,4,7,140.0,237.45,69456.79,79.0,0,Overstock
1230,1744,3,7,168.0,256.17,134327.55,94.0,0,Overstock
1231,1803,1,8,349.0,225.35,121767.88,144.0,0,Healthy
1232,133,4,2,305.0,81.97,26581.58,125.0,1,Below Safety
1233,2111,2,7,393.0,218.32,62473.96,148.0,0,Healthy
1234,964,4,4,172.0,94.15,29131.96,128.0,1,Below Safety
1235,470,5,1,80.0,92.43,36027.56,55.0,0,Healthy
1236,450,4,1,178.0,59.13,18575.19,68.0,1,Below Safety
1237,82,4,3,304.0,292.97,92918.57,123.0,0,Overstock
1238,2158,2,9,301.0,250.46,68545.28,110.0,0,Healthy
1239,2094,4,7,229.0,290.97,87666.28,170.0,0,Healthy
1240,1088,3,5,57.0,57.94,29505.97,35.0,0,Healthy
1241,1339,4,6,243.0,46.85,15063.74,90.0,1,Below Safety
1242,77,1,2,109.0,99.97,54220.6,69.0,0,Healthy
1243,851,3,4,219.0,148.91,79363.74,81.0,0,Healthy
1244,1827,1,7,390.0,84.76,47265.71,185.0,1,Below Safety
1245,378,2,3,170.0,185.96,53814.94,92.0,0,Healthy
1246,518,1,1,261.0,297.16,160160.17,136.0,0,Healthy
1247,46,5,2,72.0,97.31,36555.04,37.0,0,Overstock
1248,1505,5,9,83.0,58.76,23749.01,46.0,0,Healthy
1249,1478,1,9,444.0,483.71,244957.63,166.0,0,Overstock
1250,1975,4,7,120.0,143.33,43140.97,54.0,0,Overstock
1251,1543,3,9,201.0,62.66,33010.73,75.0,1,Below Safety
1252,1257,3,5,126.0,142.97,78975.26,66.0,0,Healthy
1253,2152,4,8,211.0,257.4,78020.95,136.0,0,Healthy
1254,256,1,3,345.0,488.23,259578.56,202.0,0,Overstock
1255,2185,2,7,154.0,106.54,30753.83,107.0,1,Below Safety
1256,1226,1,5,252.0,241.98,129024.28,112.0,0,Healthy
1257,1525,4,9,201.0,117.73,36037.87,83.0,0,Healthy
1258,787,1,4,227.0,117.91,63508.1,105.0,0,Healthy
1259,806,3,4,152.0,99.6,54986.65,92.0,0,Healthy
1260,1365,4,5,264.0,188.08,59546.78,97.0,0,Healthy
1261,321,2,1,327.0,219.83,65430.94,164.0,0,Healthy
1262,1574,1,9,207.0,139.74,73936.19,84.0,0,Healthy
1263,1257,3,4,188.0,0,0.0,101.0,1,Out of Stock
1264,1941,2,8,171.0,41.27,12378.31,98.0,1,Below Safety
1265,1657,3,8,268.0,193.46,102353.63,95.0,0,Healthy
1266,517,2,2,195.0,200.1,57357.39,109.0,0,Healthy
