fact_transport_id,sk_date,sk_route,sk_vehicle,sk_driver,sk_carrier,sk_transport_mode,distance_km,duration_hours,transport_cost_amount,transport_cost_per_km,fill_rate,fill_rate_band,co2_kg
639,995,5,7,27,7,1,288.95,3.83,689.41,2.3859,0.729,Medium,182.9
640,1678,11,10,43,14,1,654.72,12.2,1409.85,2.1534,0.869,High,545.42
641,87,1,3,2,1,1,465.31,5.21,1027.21,2.2076,0.747,Medium,283.35
642,655,3,2,2,3,1,1000.99,8.85,2125.96,2.1239,0.971,High,739.46
643,1314,6,5,23,7,2,776.28,7.11,876.27,1.1288,0.78,Medium,181.93
644,1535,9,10,45,15,1,616.1,8.85,1186.71,1.9262,0.811,Medium,503.9
645,1520,12,9,54,11,2,862.03,7.06,1137.37,1.3194,0.625,Low,239.5
646,1638,12,10,37,12,1,862.03,10.78,1436.95,1.6669,0.871,High,644.11
647,2188,10,9,37,12,1,349.86,4.09,678.48,1.9393,0.729,Medium,275.19
648,1064,5,5,20,7,1,288.95,2.2,669.49,2.317,0.937,High,212.84
649,2116,9,10,42,15,1,616.1,9.52,1091.34,1.7714,0.701,Medium,464.98
650,2102,9,12,52,12,1,616.1,7.5,877.36,1.4241,0.472,Low,199.74
651,457,1,1,13,2,1,465.31,5.17,1224.36,2.6313,0.619,Low,369.6
652,322,4,2,1,3,1,805.11,9.06,1935.38,2.4039,0.847,Medium,676.1
653,51,1,1,3,5,1,465.31,5.21,847.11,1.8205,0.956,High,329.68
654,1273,5,5,25,8,1,288.95,2.74,746.57,2.5837,0.907,High,235.17
655,1135,7,7,27,8,1,394.06,4.55,865.19,2.1956,0.789,Medium,241.88
656,285,4,3,3,5,1,805.11,13.36,1210.76,1.5038,0.727,Medium,520.56
657,517,2,2,16,4,1,313.63,5.9,717.81,2.2887,0.696,Medium,250.17
658,1819,11,9,39,11,1,654.72,8.8,1354.22,2.0684,0.671,Low,525.81
659,1056,6,6,31,9,1,776.28,7.94,1881.27,2.4234,0.754,Medium,576.66
660,1584,12,10,50,15,2,862.03,25.0,913.06,1.0592,0.906,High,226.61
661,1761,9,9,42,13,1,616.1,10.8,955.96,1.5516,0.774,Medium,471.19
662,1559,9,10,44,13,1,616.1,8.38,1165.44,1.8916,0.73,Medium,513.43
663,537,4,1,3,2,1,805.11,7.52,1825.43,2.2673,0.862,High,655.14
664,783,7,6,29,10,1,394.06,4.98,1006.0,2.5529,0.888,High,279.87
665,2082,10,10,46,14,1,349.86,6.24,732.06,2.0924,0.677,Low,260.7
666,1115,8,6,23,8,1,190.14,1.97,416.35,2.1897,0.834,Medium,152.04
667,1334,8,6,20,8,1,190.14,2.5,516.27,2.7152,0.817,Medium,136.36
668,696,4,1,3,2,1,805.11,8.77,1827.0,2.2693,0.897,High,668.47
669,847,6,6,26,8,1,776.28,6.65,1578.35,2.0332,0.746,Medium,609.05
670,133,1,3,1,3,1,465.31,5.86,1088.41,2.3391,0.79,Medium,288.66
671,1343,7,5,31,8,1,394.06,4.28,882.11,2.2385,0.869,High,302.52
672,656,4,1,10,3,2,805.11,11.66,1311.87,1.6294,0.852,Medium,202.72
673,535,3,1,17,2,2,1000.99,9.78,1575.59,1.574,0.94,High,227.42
674,2072,10,9,37,15,1,349.86,7.1,615.33,1.7588,0.808,Medium,271.21
675,2127,11,10,42,15,1,654.72,8.91,1121.5,1.7129,0.859,Medium,450.17
676,2045,9,9,48,12,1,616.1,6.84,1105.78,1.7948,0.671,Low,470.87
677,34,1,1,7,4,1,465.31,6.04,930.06,1.9988,0.701,Medium,339.85
678,1377,7,5,23,6,1,394.06,3.72,943.89,2.3953,0.654,Low,307.22
679,182,4,1,3,4,1,805.11,6.62,1427.95,1.7736,0.771,Medium,657.02
680,1102,6,8,33,8,1,776.28,6.8,1241.17,1.5989,0.965,High,251.04
681,1164,5,6,34,7,1,288.95,2.85,739.66,2.5598,0.735,Medium,223.58
682,109,2,1,7,1,1,313.63,4.27,720.16,2.2962,0.511,Low,269.2
683,496,2,1,13,2,1,313.63,4.86,816.04,2.6019,0.718,Medium,252.2
684,1766,9,10,43,11,1,616.1,12.29,1205.42,1.9565,0.778,Medium,501.28
685,1102,7,6,36,9,1,394.06,6.19,1140.98,2.8954,0.772,Medium,295.79
686,2151,10,11,52,12,1,349.86,3.66,685.93,1.9606,0.811,Medium,192.88
687,1325,8,7,29,8,1,190.14,2.72,459.11,2.4146,0.747,Medium,107.69
688,857,7,5,35,10,1,394.06,5.23,1014.28,2.5739,0.776,Medium,295.2
689,456,2,2,18,3,1,313.63,3.7,837.98,2.6719,0.933,High,215.58
690,1990,12,12,41,12,1,862.03,12.06,1108.51,1.2859,0.933,High,268.8
691,913,7,6,23,8,1,394.06,3.83,810.67,2.0572,0.703,Medium,272.26
692,807,6,8,35,7,1,776.28,6.47,1261.62,1.6252,0.886,High,234.51
693,900,7,5,34,6,1,394.06,4.87,829.12,2.104,0.598,Low,330.79
694,1502,12,9,40,13,2,862.03,7.09,946.65,1.0982,0.496,Low,226.19
695,1105,5,7,31,9,1,288.95,3.51,834.58,2.8883,0.692,Medium,162.54
696,59,4,2,6,4,1,805.11,6.45,1508.21,1.8733,0.735,Medium,576.05
697,1513,11,10,48,13,2,654.72,13.14,633.31,0.9673,0.826,Medium,150.04
698,495,2,3,7,4,1,313.63,3.53,573.32,1.828,0.763,Medium,178.57
699,969,7,7,28,7,1,394.06,4.2,663.6,1.684,0.734,Medium,221.79
700,1765,11,10,42,14,1,654.72,8.49,1382.77,2.112,0.99,High,475.89
701,839,5,6,27,6,1,288.95,2.44,599.94,2.0763,0.866,High,197.76
702,1250,7,5,26,9,1,394.06,3.6,964.39,2.4473,0.802,Medium,327.33
703,341,3,4,9,5,2,1000.99,7.86,975.9,0.9749,0.566,Low,106.45
704,704,3,2,7,2,1,1000.99,12.58,2364.08,2.3617,0.702,Medium,753.38
705,1740,10,10,49,12,1,349.86,6.95,692.12,1.9783,0.714,Medium,239.03
706,1084,6,5,30,10,1,776.28,6.41,1866.0,2.4038,0.77,Medium,616.44
707,2087,12,11,38,11,3,862.03,9.87,955.21,1.1081,0.573,Low,91.87
708,241,3,2,17,3,1,1000.99,8.22,2339.25,2.3369,0.673,Low,837.57
709,303,4,3,2,4,1,805.11,7.84,1334.8,1.6579,0.732,Medium,435.44
710,2028,11,11,41,15,2,654.72,8.42,736.92,1.1255,0.892,High,137.59
711,588,2,1,2,2,1,313.63,4.36,803.02,2.5604,0.917,High,248.56
712,69,1,1,8,5,1,465.31,5.01,816.38,1.7545,0.66,Low,370.95
713,1052,8,5,34,10,1,190.14,2.95,665.29,3.4989,0.916,High,141.29
714,844,7,6,21,10,1,394.06,5.15,923.42,2.3433,0.733,Medium,300.7
715,1067,7,6,34,9,1,394.06,5.6,1027.59,2.6077,0.771,Medium,327.23
716,635,2,1,4,3,1,313.63,3.89,775.33,2.4721,0.725,Medium,221.28
717,289,1,1,13,1,1,465.31,5.42,897.54,1.9289,0.925,High,372.77
718,2077,9,10,51,15,1,616.1,7.74,1010.25,1.6398,0.761,Medium,461.97
719,925,6,7,34,10,2,776.28,8.46,1208.04,1.5562,0.679,Low,138.68
720,1581,11,11,52,13,1,654.72,7.94,972.14,1.4848,0.871,High,385.07
721,998,7,5,33,9,1,394.06,6.26,966.04,2.4515,0.853,Medium,295.42
722,296,4,2,6,4,1,805.11,6.78,1439.11,1.7875,0.538,Low,666.68
723,454,2,2,4,2,1,313.63,4.92,804.67,2.5657,0.505,Low,241.06
724,1456,7,6,27,6,1,394.06,2.94,840.73,2.1335,0.826,Medium,285.54
725,1293,7,6,22,7,1,394.06,4.81,717.26,1.8202,0.602,Low,281.21
726,100,2,2,2,2,1,313.63,5.29,768.98,2.4519,0.776,Medium,226.04
727,1380,6,5,20,7,1,776.28,8.27,1419.35,1.8284,0.728,Medium,592.31
728,1282,7,6,36,9,1,394.06,3.27,1142.64,2.8997,0.804,Medium,318.81
729,1411,8,6,28,7,1,190.14,2.63,485.97,2.5559,0.89,High,144.46
730,2131,10,11,45,12,1,349.86,7.13,544.47,1.5563,0.759,Medium,214.42
731,1165,8,7,19,8,1,190.14,1.55,515.48,2.7111,0.584,Low,123.05
732,483,4,1,4,4,1,805.11,9.39,1498.75,1.8615,0.727,Medium,637.19
733,75,1,1,15,5,1,465.31,5.99,795.64,1.7099,0.601,Low,402.68
734,648,2,3,4,4,1,313.63,3.86,685.3,2.1851,0.83,Medium,195.41
735,677,4,1,12,4,1,805.11,9.52,1613.12,2.0036,0.687,Medium,681.67
736,1046,5,5,29,8,1,288.95,2.25,663.25,2.2954,0.862,High,225.14
737,1808,11,11,43,11,4,654.72,6.11,3207.71,4.8994,0.579,Low,1262.2
738,8,2,1,14,2,1,313.63,4.69,726.11,2.3152,0.697,Medium,242.27
739,1645,12,9,50,15,1,862.03,14.91,1438.26,1.6685,0.65,Low,744.56
740,1750,9,11,38,14,1,616.1,8.97,1255.57,2.0379,0.732,Medium,385.31
741,314,3,1,16,2,1,1000.99,11.8,2282.33,2.2801,0.643,Low,767.21
742,1364,5,6,34,6,1,288.95,2.28,661.61,2.2897,0.722,Medium,216.98
743,925,6,5,24,8,2,776.28,7.52,952.28,1.2267,0.761,Medium,195.88
744,414,2,3,7,2,1,313.63,5.05,826.11,2.634,0.668,Low,186.01
745,2138,9,10,39,14,1,616.1,9.02,1412.72,2.293,0.654,Low,447.3
746,132,4,2,2,4,1,805.11,7.18,1576.52,1.9581,0.779,Medium,675.6
747,920,6,5,30,10,1,776.28,5.76,1855.43,2.3902,0.531,Low,570.69
748,1940,11,10,40,11,2,654.72,8.48,903.0,1.3792,0.575,Low,144.3
749,367,2,2,11,4,1,313.63,4.9,673.63,2.1478,0.882,High,225.69
750,1684,11,9,52,11,1,654.72,8.96,1406.58,2.1484,0.516,Low,514.59
751,946,5,7,26,10,1,288.95,3.91,753.76,2.6086,0.781,Medium,158.45
752,649,3,2,1,2,1,1000.99,15.36,2287.68,2.2854,0.942,High,795.88
753,907,6,5,29,9,2,776.28,10.55,1304.44,1.6804,0.54,Low,188.52
754,1511,10,10,49,15,1,349.86,4.32,653.09,1.8667,0.524,Low,289.45
755,1042,5,5,24,10,1,288.95,2.55,862.39,2.9846,0.569,Low,239.37
756,647,1,1,11,4,4,465.31,5.4,1967.36,4.2281,0.57,Low,1180.3
757,1400,7,7,27,6,1,394.06,5.15,919.01,2.3322,0.845,Medium,252.94
758,1389,8,7,34,6,1,190.14,2.51,394.59,2.0753,0.769,Medium,110.62
759,864,6,6,21,6,2,776.28,8.69,1071.08,1.3798,0.862,High,184.65
760,1927,9,9,44,14,1,616.1,9.97,1324.27,2.1494,0.932,High,517.18
761,564,3,1,17,3,2,1000.99,13.71,1375.57,1.3742,0.915,High,239.17
762,634,4,2,17,5,2,805.11,9.86,894.91,1.1115,0.494,Low,184.48
763,1990,12,10,43,14,1,862.03,13.16,1869.43,2.1686,0.761,Medium,595.72
764,1354,6,5,35,6,2,776.28,8.02,967.24,1.246,0.847,Medium,176.56
765,1044,6,5,22,9,1,776.28,7.79,1939.13,2.498,0.633,Low,675.92
766,1914,9,10,52,15,1,616.1,8.56,1105.59,1.7945,0.831,Medium,486.79
767,1609,12,10,50,11,1,862.03,16.3,1657.58,1.9229,0.777,Medium,713.49
768,1471,9,9,40,14,1,616.1,10.33,1358.25,2.2046,0.892,High,438.03
769,649,4,3,9,5,1,805.11,9.86,1165.59,1.4477,0.671,Low,451.2
770,266,2,3,3,2,1,313.63,3.24,683.46,2.1792,0.536,Low,196.1
771,2000,12,9,38,15,1,862.03,11.62,1413.02,1.6392,0.603,Low,635.4
772,1257,7,5,34,7,1,394.06,4.16,911.58,2.3133,0.49,Low,305.5
773,1844,9,9,39,14,1,616.1,8.57,1243.05,2.0176,0.777,Medium,465.67
774,1546,10,10,46,11,1,349.86,4.65,725.15,2.0727,0.691,Medium,284.49
775,1460,7,8,20,8,1,394.06,3.74,693.95,1.761,0.848,Medium,135.43
776,1675,12,9,50,11,1,862.03,12.67,1609.21,1.8668,0.682,Medium,621.51
777,442,1,2,13,1,1,465.31,7.53,1069.82,2.2992,0.737,Medium,328.47
778,494,3,3,1,3,2,1000.99,7.97,1393.02,1.3916,0.911,High,185.88
779,1704,12,9,44,12,2,862.03,15.71,830.08,0.9629,0.87,High,219.64
780,165,1,1,18,2,1,465.31,5.66,1184.28,2.5451,0.603,Low,404.53
781,1127,8,7,30,10,1,190.14,3.57,476.03,2.5036,0.73,Medium,119.09
782,1350,5,5,21,8,1,288.95,2.19,700.49,2.4243,0.76,Medium,233.88
783,1510,12,11,46,14,1,862.03,15.12,1655.02,1.9199,0.677,Low,563.77
784,857,5,6,32,6,1,288.95,2.41,618.85,2.1417,0.673,Low,206.95
785,1515,12,9,54,12,1,862.03,9.22,1284.24,1.4898,0.836,Medium,633.52
786,850,8,5,30,10,1,190.14,2.05,650.45,3.4209,0.88,High,145.52
787,821,7,6,30,7,1,394.06,3.16,755.1,1.9162,0.554,Low,283.64
788,1948,10,10,52,12,1,349.86,3.75,560.7,1.6026,0.811,Medium,268.09
789,320,1,1,14,2,1,465.31,5.97,1168.27,2.5107,0.832,Medium,396.84
790,16,3,1,4,4,2,1000.99,7.89,1268.15,1.2669,0.705,Medium,252.48
791,356,2,2,17,3,1,313.63,2.78,752.84,2.4004,0.521,Low,220.12
792,1186,8,8,32,10,4,190.14,2.08,1369.76,7.204,0.754,Medium,183.85
793,1032,7,5,30,9,1,394.06,4.2,996.12,2.5278,0.775,Medium,290.45
794,291,1,1,2,1,1,465.31,4.98,1026.66,2.2064,0.716,Medium,363.66
795,501,4,2,13,4,1,805.11,8.12,1443.96,1.7935,0.876,High,610.79
796,1267,7,6,35,9,1,394.06,4.28,1114.27,2.8277,0.596,Low,289.63
797,948,7,7,28,6,1,394.06,3.96,913.54,2.3183,0.894,High,246.1
798,1269,8,6,36,10,1,190.14,1.96,520.83,2.7392,0.836,Medium,142.19
799,451,1,2,7,4,1,465.31,4.61,927.69,1.9937,0.916,High,351.28
800,351,1,3,1,2,1,465.31,5.0,1156.3,2.485,0.99,High,280.37
801,1376,8,6,20,7,1,190.14,2.41,486.44,2.5583,0.779,Medium,140.18
802,2058,9,11,47,14,1,616.1,9.21,1249.6,2.0282,0.566,Low,344.2
803,1322,6,6,20,6,1,776.28,7.65,1534.82,1.9771,0.627,Low,533.89
804,1947,11,10,50,13,1,654.72,6.71,1143.78,1.747,0.524,Low,461.02
805,55,2,3,17,2,1,313.63,6.45,667.4,2.128,0.663,Low,174.42
806,243,4,4,13,2,1,805.11,8.5,1733.33,2.1529,0.878,High,290.43
807,347,2,2,2,5,1,313.63,3.91,695.32,2.217,0.792,Medium,264.24
808,1994,11,9,52,14,1,654.72,7.5,1538.44,2.3498,0.79,Medium,558.52
809,615,1,4,18,4,1,465.31,4.53,715.45,1.5376,0.806,Medium,165.21
810,578,2,2,18,4,1,313.63,3.49,800.13,2.5512,0.853,Medium,259.91
811,518,1,3,2,4,1,465.31,3.66,976.1,2.0977,0.826,Medium,273.24
812,1813,9,9,43,11,1,616.1,11.06,1295.23,2.1023,0.973,High,462.48
813,840,8,6,22,10,1,190.14,1.7,593.87,3.1233,0.665,Low,152.04
814,1113,8,7,29,9,1,190.14,1.93,593.13,3.1194,0.873,High,115.71
815,1979,9,10,50,11,1,616.1,6.0,1250.06,2.029,0.568,Low,479.87
816,198,1,1,3,5,1,465.31,7.53,859.22,1.8466,0.594,Low,363.48
817,1900,12,11,46,14,1,862.03,15.95,1707.14,1.9804,0.592,Low,499.12
818,2135,9,10,54,12,1,616.1,10.48,969.58,1.5737,0.776,Medium,445.82
819,2018,10,10,43,15,1,349.86,5.76,610.45,1.7448,0.734,Medium,252.38
820,1277,7,7,35,10,1,394.06,3.01,906.11,2.2994,0.917,High,231.45
821,1647,11,9,52,11,2,654.72,9.34,948.73,1.4491,0.9,High,148.89
822,876,5,6,27,8,1,288.95,2.59,666.82,2.3077,0.953,High,216.93
823,1034,7,5,23,10,1,394.06,3.37,1066.06,2.7053,0.792,Medium,278.23
824,2011,9,10,45,15,1,616.1,7.55,1091.85,1.7722,0.692,Medium,483.44
825,1003,7,7,23,6,1,394.06,3.24,741.85,1.8826,0.422,Low,216.19
826,482,2,2,7,3,1,313.63,4.48,695.63,2.218,0.597,Low,215.34
827,1917,10,10,51,13,1,349.86,6.13,704.62,2.014,0.869,High,280.26
828,362,1,1,11,3,1,465.31,5.57,1087.54,2.3372,0.882,High,342.94
829,1357,7,6,28,6,1,394.06,4.64,911.77,2.3138,0.786,Medium,286.31
830,6,3,3,10,1,1,1000.99,9.42,1759.2,1.7575,0.942,High,591.41
831,55,3,1,3,5,2,1000.99,7.67,958.83,0.9579,0.687,Medium,268.97
832,1658,9,9,44,12,1,616.1,7.2,951.01,1.5436,0.754,Medium,533.33
833,746,8,5,35,6,1,190.14,1.91,456.86,2.4028,0.896,High,160.51
834,1787,12,10,47,13,2,862.03,8.02,972.17,1.1278,0.568,Low,190.11
835,1717,12,10,45,13,1,862.03,10.28,1454.1,1.6868,0.809,Medium,654.77
836,574,2,1,9,5,1,313.63,5.16,697.52,2.224,0.836,Medium,222.55
837,1368,7,5,32,7,1,394.06,4.18,882.67,2.2399,0.961,High,312.44
838,2165,9,10,38,15,1,616.1,10.38,1008.58,1.637,0.606,Low,463.11
839,31,4,3,2,4,1,805.11,9.38,1402.4,1.7419,0.872,High,449.06
840,13,3,3,15,2,2,1000.99,10.64,1480.79,1.4793,0.982,High,207.17
841,2083,11,11,37,13,2,654.72,13.14,813.29,1.2422,0.925,High,133.66
842,1815,10,9,49,12,1,349.86,7.46,617.28,1.7644,0.916,High,296.55
843,1763,12,10,38,13,1,862.03,10.27,1350.4,1.5665,0.746,Medium,622.35
844,805,7,6,33,8,1,394.06,5.56,859.97,2.1823,0.773,Medium,268.54
845,585,2,3,4,2,1,313.63,5.02,817.95,2.608,0.909,High,186.73
846,806,8,7,27,7,1,190.14,2.35,515.47,2.711,0.766,Medium,101.75
847,425,1,3,16,2,1,465.31,7.09,1181.9,2.54,0.802,Medium,305.76
848,1413,8,6,21,8,1,190.14,2.07,413.16,2.1729,0.763,Medium,155.63
849,382,4,2,6,3,1,805.11,10.99,1941.67,2.4117,0.731,Medium,642.63
850,1609,12,9,43,11,1,862.03,9.8,1747.23,2.0269,0.906,High,751.19
851,1676,11,9,52,13,2,654.72,9.34,682.82,1.0429,0.715,Medium,166.24
852,1674,12,11,37,11,1,862.03,12.51,1681.19,1.9503,0.929,High,543.97
853,1131,8,5,31,6,1,190.14,1.97,439.05,2.3091,0.775,Medium,155.21
854,2153,10,12,42,12,1,349.86,5.89,467.76,1.337,0.776,Medium,112.33
855,1684,12,10,50,11,1,862.03,12.11,1584.05,1.8376,0.818,Medium,684.63
856,676,1,1,2,1,1,465.31,5.64,983.57,2.1138,0.71,Medium,364.08
857,596,3,1,3,5,1,1000.99,10.75,1621.05,1.6194,0.545,Low,792.03
858,1729,9,10,46,12,1,616.1,9.13,1025.72,1.6649,0.553,Low,419.47
859,2162,9,9,46,15,1,616.1,10.74,1150.37,1.8672,0.91,High,536.69
860,1799,10,10,44,12,1,349.86,8.97,641.31,1.833,0.688,Medium,260.01
861,297,4,3,4,4,1,805.11,8.22,1508.55,1.8737,0.734,Medium,530.43
862,546,3,1,10,5,1,1000.99,9.67,1765.25,1.7635,0.761,Medium,873.02
863,1736,12,9,46,13,1,862.03,11.94,1308.71,1.5182,0.78,Medium,684.45
864,1243,5,5,23,7,1,288.95,2.43,637.04,2.2047,0.89,High,212.15
865,1919,12,9,47,15,2,862.03,9.54,879.47,1.0202,0.756,Medium,198.9
866,1497,11,9,54,11,2,654.72,13.98,824.26,1.259,0.59,Low,164.36
867,628,2,3,17,1,1,313.63,4.17,583.33,1.8599,0.688,Medium,192.9
868,1614,11,9,52,12,1,654.72,7.48,1089.9,1.6647,0.504,Low,519.84
869,1990,9,11,39,12,1,616.1,9.65,908.27,1.4742,0.89,High,367.17
870,1948,12,10,38,11,1,862.03,10.14,1772.2,2.0558,0.78,Medium,645.14
871,1353,7,6,31,9,1,394.06,3.79,1161.72,2.9481,0.785,Medium,324.38
872,198,1,1,17,2,1,465.31,5.2,1060.86,2.2799,0.841,Medium,332.69
873,2149,9,11,50,13,1,616.1,10.74,956.48,1.5525,0.783,Medium,384.7
874,601,4,2,8,2,1,805.11,7.08,1761.35,2.1877,0.84,Medium,608.04
875,356,4,1,15,3,1,805.11,7.8,1793.01,2.227,0.74,Medium,661.27
876,1035,8,6,36,8,1,190.14,2.15,412.44,2.1691,0.727,Medium,145.62
877,441,1,2,13,5,4,465.31,4.84,1719.57,3.6955,0.667,Low,1059.01
878,923,5,5,34,6,1,288.95,2.78,794.99,2.7513,0.865,High,211.83
879,1345,7,6,23,10,1,394.06,4.03,1104.65,2.8033,0.65,Low,328.97
880,16,2,3,1,2,1,313.63,4.33,844.74,2.6934,0.447,Low,188.73
881,1466,9,11,40,12,1,616.1,10.19,1004.01,1.6296,0.767,Medium,341.64
882,882,8,5,34,10,1,190.14,2.23,562.04,2.9559,0.896,High,149.74
883,1341,8,5,23,7,1,190.14,1.73,564.78,2.9703,0.64,Low,138.28
884,1015,7,6,35,9,1,394.06,5.39,955.8,2.4255,0.806,Medium,320.31
885,1184,5,6,20,6,1,288.95,2.57,720.62,2.4939,0.816,Medium,216.11
886,1675,11,10,44,11,2,654.72,12.7,873.08,1.3335,0.568,Low,154.7
887,1464,12,10,39,12,1,862.03,9.87,1413.15,1.6393,0.645,Low,624.41
888,1859,12,10,47,12,2,862.03,10.01,891.14,1.0338,0.92,High,228.69
889,141,1,1,13,5,1,465.31,5.66,794.44,1.7073,0.579,Low,392.62
890,234,1,3,6,2,1,465.31,5.47,1071.38,2.3025,0.676,Low,299.69
891,1895,9,9,49,14,1,616.1,6.61,1370.57,2.2246,0.813,Medium,453.63
892,698,1,2,12,1,1,465.31,4.21,1066.89,2.2929,0.758,Medium,358.51
893,8,2,1,13,4,1,313.63,4.2,765.51,2.4408,0.832,Medium,244.68
894,79,3,2,10,2,1,1000.99,9.93,2244.55,2.2423,0.595,Low,738.83
895,173,2,3,6,4,1,313.63,3.26,540.11,1.7221,0.57,Low,193.38
896,1072,8,5,32,10,1,190.14,2.27,559.65,2.9434,0.751,Medium,156.05
897,896,7,7,35,7,1,394.06,4.3,675.58,1.7144,0.839,Medium,220.55
898,1468,10,10,49,12,1,349.86,5.18,586.16,1.6754,0.66,Low,292.49
899,1358,6,5,30,6,1,776.28,6.78,1724.34,2.2213,0.714,Medium,674.84
900,49,4,2,15,2,1,805.11,10.55,1763.14,2.1899,0.934,High,590.73
901,703,1,2,17,4,1,465.31,4.12,1032.78,2.2196,0.761,Medium,367.3
902,1383,6,5,30,9,4,776.28,8.37,4443.15,5.7236,0.587,Low,1952.34
903,1801,9,9,53,15,1,616.1,6.38,1010.32,1.6399,0.901,High,453.47
904,1412,6,7,35,7,1,776.28,7.71,1480.08,1.9066,0.654,Low,483.83
905,448,2,2,2,1,1,313.63,3.9,710.11,2.2642,0.965,High,244.04
906,1563,9,11,40,11,1,616.1,7.33,1223.15,1.9853,0.67,Low,345.18
907,1856,9,9,43,11,1,616.1,14.44,1301.6,2.1126,0.779,Medium,464.11
908,1159,8,5,20,10,4,190.14,2.44,1442.3,7.5855,0.587,Low,460.98
909,1320,8,5,26,6,1,190.14,2.23,539.87,2.8393,0.798,Medium,155.23
910,2141,9,9,49,15,1,616.1,8.2,1101.04,1.7871,0.99,High,448.35
911,21,1,1,5,1,1,465.31,5.5,955.94,2.0544,0.8,Medium,380.64
912,1719,12,12,53,13,1,862.03,16.18,1251.47,1.4518,0.626,Low,273.74
913,1870,9,9,42,15,1,616.1,10.43,1082.26,1.7566,0.86,Medium,440.14
914,1237,7,5,36,8,1,394.06,6.13,836.53,2.1228,0.76,Medium,341.54
915,1094,7,6,34,8,4,394.06,4.42,1627.96,4.1312,0.646,Low,938.03
916,2143,10,12,37,14,1,349.86,4.3,669.86,1.9147,0.792,Medium,107.87
917,472,1,1,3,3,1,465.31,4.89,1191.09,2.5598,0.594,Low,356.22
918,1338,5,7,26,9,1,288.95,2.9,857.24,2.9667,0.942,High,180.42
919,292,1,2,15,1,1,465.31,9.14,887.66,1.9077,0.965,High,364.58
920,849,5,5,24,7,1,288.95,2.95,674.44,2.3341,0.492,Low,207.48
921,1258,8,6,26,6,1,190.14,2.21,488.11,2.5671,0.714,Medium,146.47
922,1077,8,5,27,10,1,190.14,2.2,559.85,2.9444,0.737,Medium,144.28
923,1747,9,9,38,11,1,616.1,8.23,1328.48,2.1563,0.879,High,475.75
924,1480,11,9,46,15,1,654.72,9.97,1201.18,1.8346,0.804,Medium,560.23
925,1178,7,7,35,8,1,394.06,6.3,702.72,1.7833,0.807,Medium,213.87
926,1394,8,5,26,8,1,190.14,2.7,571.35,3.0049,0.608,Low,146.94
927,257,4,2,16,4,2,805.11,10.52,929.01,1.1539,0.784,Medium,178.89
928,710,3,3,16,3,1,1000.99,10.18,2154.28,2.1521,0.548,Low,629.93
929,1313,6,6,35,6,1,776.28,9.31,1576.96,2.0314,0.864,High,580.59
930,1088,8,6,27,6,1,190.14,2.06,610.53,3.2109,0.827,Medium,144.04
931,1436,6,6,24,8,1,776.28,7.78,1466.67,1.8894,0.984,High,611.9
932,1850,10,10,50,14,1,349.86,5.74,764.65,2.1856,0.874,High,291.01
933,991,6,6,27,8,2,776.28,9.58,981.22,1.264,0.832,Medium,209.79
934,1492,12,9,49,12,1,862.03,14.94,1494.9,1.7342,0.827,Medium,726.24
935,1079,7,5,35,9,1,394.06,5.22,937.54,2.3792,0.693,Medium,303.81
936,1313,8,5,30,8,1,190.14,2.08,403.35,2.1213,0.97,High,136.83
937,1795,12,11,46,14,1,862.03,12.8,1739.14,2.0175,0.92,High,519.5
938,2120,10,9,51,15,1,349.86,4.37,634.82,1.8145,0.771,Medium,274.88
939,490,2,3,2,1,1,313.63,4.54,711.51,2.2686,0.785,Medium,186.83
940,871,8,7,26,7,1,190.14,1.69,513.34,2.6998,0.773,Medium,102.48
941,224,1,1,9,4,1,465.31,5.54,1000.91,2.1511,0.844,Medium,331.32
942,685,3,4,4,3,1,1000.99,8.66,1991.52,1.9896,0.611,Low,348.93
943,117,1,1,12,5,1,465.31,6.46,941.78,2.024,0.65,Low,367.46
944,1232,7,6,30,10,1,394.06,5.18,1042.68,2.646,0.611,Low,321.1
945,1507,10,9,39,12,1,349.86,6.0,629.48,1.7992,0.884,High,304.05
946,827,6,5,31,8,1,776.28,6.64,1525.64,1.9653,0.855,Medium,609.34
947,988,6,5,24,6,1,776.28,6.27,1641.43,2.1145,0.64,Low,673.2
948,1017,6,5,28,7,1,776.28,8.87,1484.38,1.9122,0.799,Medium,675.58
949,1004,8,6,35,9,1,190.14,2.41,478.89,2.5186,0.911,High,145.91
950,2155,10,11,49,14,1,349.86,4.46,884.73,2.5288,0.747,Medium,219.99
951,91,1,2,5,5,1,465.31,3.85,853.87,1.8351,0.861,High,372.95
952,1557,12,9,45,15,2,862.03,9.2,973.96,1.1298,0.756,Medium,239.51
953,809,5,7,20,10,1,288.95,3.21,694.56,2.4037,0.863,High,155.84
954,1360,5,6,30,9,1,288.95,2.31,770.14,2.6653,0.945,High,213.95
955,1752,11,9,41,13,1,654.72,12.8,1185.57,1.8108,0.842,Medium,494.18
956,873,5,6,27,9,1,288.95,3.19,770.05,2.665,0.674,Low,206.05
957,690,4,3,15,3,1,805.11,6.66,1762.72,2.1894,0.962,High,530.67
958,989,7,6,34,10,1,394.06,4.19,1046.3,2.6552,0.664,Low,285.33
959,19,4,2,6,1,1,805.11,10.24,1637.27,2.0336,0.671,Low,660.74
