fact_purchase_id,sk_date,sk_supplier,sk_product,sk_order,quantity_units,purchase_unit_price,purchase_amount,planned_delay_days,real_delay_days,delay_gap_days
760,1927,22,3,2424,42.0,549.27,23069.55,10.88,11.72,0.84
761,564,1,2,112,49.0,295.35,14472.33,3.07,4.09,1.02
762,634,3,1,2418,105.0,530.28,55679.55,3.07,3.96,0.88
763,1990,24,2,991,38.0,304.84,11583.96,1.87,0.3,-1.57
764,1354,9,2,430,89.0,280.71,24983.6,1.21,2.58,1.37
765,1044,14,1,1031,113.0,558.24,63080.78,2.13,2.42,0.29
766,1914,22,2,2208,26.0,301.85,7848.02,2.13,4.55,2.42
767,1609,24,5,2102,19.0,383.54,7287.22,7.73,7.09,-0.64
768,1471,19,2,1504,41.0,294.74,12084.32,3.39,4.68,1.29
769,649,5,4,2059,138.0,302.33,41720.93,5.87,7.61,1.74
770,266,5,2,1046,103.0,278.17,28651.4,2.05,2.75,0.69
771,2000,21,4,1624,16.0,312.52,5000.32,5.19,3.74,-1.45
772,1257,12,1,1258,34.0,529.88,18016.06,2.91,1.84,-1.07
773,1844,23,1,528,46.0,537.85,24741.21,3.13,3.68,0.55
774,1546,19,3,995,30.0,528.35,15850.43,6.77,7.2,0.43
775,1460,14,4,476,71.0,310.92,22075.27,2.86,3.33,0.47
776,1675,20,1,1057,31.0,511.98,15871.28,2.48,4.15,1.68
777,442,6,5,1474,25.0,367.91,9197.79,9.56,9.59,0.03
778,494,7,1,497,116.0,529.76,61452.05,1.83,2.06,0.23
779,1704,17,2,679,31.0,289.21,8965.45,2.67,2.79,0.12
780,165,6,3,16,26.0,495.49,12882.71,12.02,13.47,1.45
781,1127,13,1,137,50.0,498.77,24938.58,2.75,4.26,1.51
782,1350,13,5,979,5.0,373.6,1868.0,8.75,10.51,1.76
783,1510,19,2,635,108.0,284.14,30687.1,2.76,3.5,0.74
784,857,15,4,2193,80.0,296.62,23729.69,4.2,3.5,-0.7
785,1515,17,4,1070,30.0,313.33,9399.89,4.82,5.31,0.49
786,850,12,1,2373,31.0,525.45,16289.08,1.93,0.62,-1.31
787,821,15,4,1608,49.0,290.93,14255.49,3.4,3.29,-0.1
788,1948,19,4,181,14.0,323.09,4523.31,3.22,2.28,-0.94
789,320,8,2,100,39.0,302.6,11801.59,2.14,4.48,2.34
790,16,4,4,600,24.0,307.7,7384.88,3.27,2.68,-0.6
791,356,4,4,2191,44.0,308.98,13595.3,4.59,2.28,-2.31
792,1186,9,5,828,15.0,392.53,5887.99,13.28,13.75,0.47
793,1032,9,4,2271,96.0,319.76,30696.68,5.02,4.87,-0.15
794,291,6,5,1490,33.0,371.61,12263.26,8.03,9.23,1.21
795,501,8,4,446,104.0,302.22,31431.02,3.26,4.55,1.29
796,1267,11,1,1483,57.0,531.12,30273.92,1.26,0.3,-0.96
797,948,9,3,1155,15.0,517.98,7769.7,13.23,12.75,-0.48
798,1269,13,2,906,54.0,299.41,16168.07,1.6,2.75,1.15
799,451,4,2,605,19.0,276.35,5250.59,2.14,2.97,0.83
800,351,4,3,1987,41.0,520.94,21358.7,8.49,11.25,2.76
801,1376,11,4,1079,122.0,306.62,37407.83,2.93,3.55,0.62
802,2058,18,4,1273,31.0,312.59,9690.37,4.33,4.86,0.53
803,1322,10,2,2274,40.0,295.94,11837.52,3.51,3.38,-0.14
804,1947,17,5,900,6.0,405.23,2431.36,10.97,10.88,-0.08
805,55,4,3,191,20.0,528.12,10562.43,5.31,5.52,0.2
806,243,2,4,1787,33.0,303.44,10013.47,6.01,6.45,0.44
807,347,1,4,644,38.0,293.91,11168.64,3.22,4.24,1.02
808,1994,20,4,1894,19.0,302.15,5740.88,4.84,3.93,-0.91
809,615,6,1,975,50.0,517.45,25872.26,1.2,1.9,0.7
810,578,6,1,1356,48.0,551.11,26453.42,3.0,2.4,-0.6
811,518,6,1,268,60.0,504.68,30280.53,2.23,1.0,-1.23
812,1813,24,2,1484,98.0,299.12,29313.77,3.66,5.08,1.42
813,840,9,2,580,61.0,301.89,18415.14,3.2,3.11,-0.08
814,1113,12,1,2097,52.0,535.54,27848.11,3.75,3.77,0.01
815,1979,24,4,2130,74.0,321.05,23757.87,3.69,3.06,-0.63
816,198,4,2,536,22.0,302.16,6647.62,1.82,3.48,1.66
817,1900,24,2,1456,31.0,296.38,9187.89,1.73,3.99,2.26
818,2135,24,1,773,91.0,508.42,46266.29,1.38,2.04,0.66
819,2018,21,1,113,48.0,535.7,25713.36,2.87,3.67,0.8
820,1277,9,4,1966,45.0,305.64,13753.68,2.58,4.66,2.08
821,1647,24,4,1831,109.0,301.41,32853.84,4.76,3.64,-1.12
822,876,10,3,819,10.0,542.68,5426.78,9.32,8.97,-0.35
823,1034,10,5,2175,37.0,387.15,14324.73,10.68,11.55,0.87
824,2011,20,2,46,114.0,302.78,34517.48,2.48,3.85,1.37
825,1003,11,3,882,31.0,503.44,15606.51,7.59,5.71,-1.89
826,482,5,2,1416,70.0,275.28,19269.63,2.08,2.55,0.48
827,1917,22,1,1760,38.0,519.94,19757.8,2.58,2.37,-0.21
828,362,7,5,803,8.0,374.77,2998.16,9.18,10.57,1.39
829,1357,15,4,2149,67.0,306.84,20558.57,6.44,6.86,0.41
830,6,8,1,2406,54.0,557.27,30092.33,1.84,2.35,0.52
831,55,6,1,724,68.0,536.62,36490.49,1.96,0.3,-1.66
832,1658,24,4,954,20.0,313.76,6275.17,3.49,5.73,2.24
833,746,13,1,79,28.0,498.55,13959.54,3.09,3.57,0.48
834,1787,22,4,204,20.0,290.24,5804.84,5.12,4.91,-0.21
835,1717,24,4,159,68.0,318.4,21651.07,2.62,2.2,-0.42
836,574,2,4,1369,13.0,293.78,3819.15,6.65,9.77,3.12
837,1368,13,4,1362,37.0,321.77,11905.57,3.66,4.35,0.69
838,2165,17,2,2383,75.0,300.06,22504.14,2.03,2.63,0.61
839,31,2,2,2497,64.0,288.51,18464.86,3.8,4.75,0.95
840,13,1,2,1399,97.0,298.04,28909.66,3.76,4.72,0.96
841,2083,22,2,1630,40.0,301.84,12073.79,3.77,3.0,-0.77
842,1815,18,3,564,7.0,516.94,3618.55,9.8,13.15,3.34
843,1763,22,4,1423,78.0,301.26,23497.9,4.49,4.87,0.39
844,805,12,1,871,120.0,520.44,62452.83,1.43,3.11,1.68
845,585,5,5,953,12.0,379.97,4559.68,8.67,9.1,0.43
846,806,13,5,2179,23.0,380.85,8759.44,5.53,6.53,1.0
847,425,1,1,2438,46.0,506.4,23294.24,2.76,2.03,-0.73
848,1413,10,4,1205,18.0,309.99,5579.81,3.13,4.87,1.74
849,382,1,2,1422,44.0,288.38,12688.64,1.78,3.18,1.4
850,1609,22,1,2151,59.0,542.85,32028.41,1.54,2.49,0.95
851,1676,19,4,1172,71.0,324.62,23047.8,2.48,3.41,0.93
852,1674,24,4,2490,66.0,323.43,21346.15,2.55,2.75,0.2
853,1131,12,1,2127,40.0,499.49,19979.61,2.51,4.04,1.53
854,2153,23,3,148,32.0,553.13,17700.32,9.2,10.0,0.8
855,1684,23,3,1314,10.0,541.8,5417.96,5.31,5.34,0.02
856,676,4,2,2291,57.0,274.09,15623.17,2.44,2.89,0.44
857,596,8,2,1288,34.0,281.69,9577.38,3.46,2.96,-0.5
858,1729,23,1,2018,35.0,528.63,18502.11,2.11,2.46,0.35
859,2162,19,5,2309,8.0,403.97,3231.8,7.79,8.77,0.98
860,1799,18,2,1404,43.0,291.96,12554.07,2.18,3.25,1.08
861,297,7,2,666,21.0,278.74,5853.56,1.99,4.19,2.2
862,546,8,2,2009,63.0,292.26,18412.42,2.34,3.36,1.01
863,1736,19,1,601,153.0,552.0,84455.93,3.71,3.61,-0.1
864,1243,15,1,694,58.0,534.87,31022.2,1.87,2.68,0.8
865,1919,20,4,1844,97.0,304.45,29531.99,3.75,4.07,0.32
866,1497,20,2,97,90.0,290.01,26100.67,1.26,2.66,1.39
867,628,8,2,2152,132.0,281.48,37155.25,1.56,0.3,-1.26
868,1614,18,1,812,27.0,540.46,14592.44,1.79,1.19,-0.6
869,1990,17,2,1377,37.0,287.3,10630.17,3.64,1.87,-1.77
870,1948,22,4,2435,67.0,293.9,19691.41,6.8,4.86,-1.94
871,1353,11,4,298,97.0,320.15,31054.87,2.66,2.41,-0.25
872,198,1,5,1250,17.0,400.07,6801.21,7.42,6.56,-0.86
873,2149,17,3,419,33.0,539.18,17792.92,11.21,13.11,1.9
874,601,6,2,837,58.0,280.43,16264.85,1.71,0.3,-1.41
875,356,5,2,2301,50.0,301.32,15065.93,2.02,2.88,0.86
876,1035,13,1,903,57.0,515.19,29365.87,4.01,2.91,-1.09
877,441,3,3,1698,9.0,501.75,4515.74,8.35,7.63,-0.73
878,923,11,4,1383,41.0,319.73,13108.91,5.05,5.96,0.92
879,1345,11,1,434,56.0,542.53,30381.45,2.5,2.4,-0.1
880,16,8,1,622,76.0,542.53,41232.23,2.01,3.53,1.51
881,1466,23,5,823,8.0,401.81,3214.5,7.06,6.7,-0.36
882,882,14,4,2275,20.0,293.57,5871.41,4.41,3.62,-0.79
883,1341,16,5,2410,22.0,369.33,8125.21,10.61,12.38,1.77
884,1015,9,3,508,20.0,554.26,11085.23,6.67,8.09,1.42
885,1184,13,3,946,36.0,507.64,18275.02,6.15,6.74,0.59
886,1675,21,4,641,31.0,321.12,9954.67,4.5,2.5,-2.0
887,1464,18,1,745,36.0,499.71,17989.39,3.03,3.85,0.82
888,1859,17,3,1270,9.0,497.51,4477.62,12.84,12.82,-0.02
889,141,4,1,887,20.0,552.6,11051.97,1.96,3.1,1.14
890,234,2,1,20,24.0,507.21,12172.99,2.94,3.23,0.29
891,1895,21,3,1808,16.0,504.16,8066.54,13.16,14.01,0.85
892,698,7,1,1257,57.0,532.96,30378.99,2.06,3.1,1.04
893,8,7,3,202,21.0,509.96,10709.17,7.39,8.47,1.07
894,79,6,3,582,14.0,530.9,7432.55,9.63,8.87,-0.75
895,173,8,4,989,103.0,299.22,30820.12,3.76,3.86,0.1
896,1072,16,4,1883,21.0,313.37,6580.86,5.61,8.61,3.0
897,896,12,4,182,73.0,306.3,22360.04,3.6,3.08,-0.51
898,1468,18,1,2030,108.0,517.07,55843.21,1.68,3.28,1.6
899,1358,13,5,383,42.0,389.91,16376.3,8.19,8.09,-0.1
900,49,3,1,2297,75.0,503.18,37738.57,3.32,2.89,-0.44
901,703,6,1,287,72.0,506.31,36454.48,1.12,2.09,0.98
902,1383,16,3,655,13.0,528.92,6875.97,8.0,8.05,0.05
903,1801,23,4,2002,106.0,313.75,33257.84,2.94,2.55,-0.4
904,1412,14,4,453,26.0,291.52,7579.64,2.91,2.51,-0.4
905,448,5,4,2068,67.0,308.17,20647.31,3.45,5.81,2.36
906,1563,22,1,2361,77.0,532.12,40973.33,2.13,2.96,0.82
907,1856,23,3,2429,23.0,510.68,11745.63,11.2,13.21,2.01
908,1159,9,3,1829,22.0,521.43,11471.37,10.77,12.11,1.34
909,1320,11,1,267,82.0,545.76,44752.68,3.09,4.34,1.25
910,2141,20,4,110,59.0,298.59,17616.83,6.01,7.22,1.21
911,21,3,3,64,12.0,546.39,6556.71,7.46,9.66,2.21
912,1719,18,4,2403,95.0,292.86,27821.73,2.7,1.21,-1.49
913,1870,18,5,1015,62.0,380.64,23599.78,5.91,7.5,1.59
914,1237,9,1,1498,73.0,540.89,39485.02,1.77,2.31,0.54
915,1094,12,3,612,16.0,550.11,8801.71,7.13,7.73,0.59
916,2143,22,5,418,7.0,380.48,2663.38,8.77,8.76,-0.02
917,472,4,1,2195,56.0,519.1,29069.49,3.07,3.04,-0.04
918,1338,9,3,1160,19.0,511.19,9712.62,7.93,7.97,0.04
919,292,7,1,1502,121.0,501.73,60709.54,2.42,3.98,1.56
920,849,14,2,1853,60.0,272.31,16338.52,3.04,2.97,-0.07
921,1258,9,5,236,23.0,373.24,8584.59,7.12,6.44,-0.68
922,1077,12,4,1965,19.0,298.28,5667.31,3.7,1.72,-1.99
923,1747,22,4,1223,28.0,324.91,9097.4,4.55,4.21,-0.34
924,1480,21,5,1885,37.0,367.68,13604.08,6.91,8.21,1.3
925,1178,9,2,689,94.0,280.55,26371.89,1.56,0.8,-0.77
926,1394,12,3,526,10.0,531.44,5314.37,11.18,12.34,1.17
927,257,6,3,1150,31.0,554.87,17201.01,10.25,8.92,-1.33
928,710,2,3,2241,31.0,497.01,15407.24,9.37,10.51,1.14
929,1313,10,4,1718,39.0,299.09,11664.53,3.55,4.02,0.47
930,1088,15,4,2330,76.0,298.05,22651.56,3.89,4.34,0.45
931,1436,10,5,2156,21.0,380.28,7985.87,5.92,6.5,0.58
932,1850,20,2,2394,80.0,303.49,24279.01,1.76,3.83,2.08
933,991,13,3,131,4.0,510.98,2043.91,6.03,6.28,0.25
934,1492,24,2,297,37.0,300.64,11123.71,2.13,2.4,0.27
935,1079,13,1,264,34.0,529.39,17999.33,3.75,4.45,0.71
936,1313,16,1,1042,85.0,522.26,44391.9,2.99,3.26,0.27
937,1795,18,4,2066,40.0,321.95,12878.13,5.04,5.63,0.58
938,2120,19,1,2139,97.0,527.82,51198.42,1.7,3.48,1.78
939,490,6,2,484,68.0,292.85,19913.71,2.7,2.23,-0.46
940,871,16,1,1159,31.0,514.37,15945.42,1.86,3.3,1.44
941,224,5,5,865,9.0,386.76,3480.83,6.6,10.02,3.42
942,685,3,5,2256,23.0,382.4,8795.1,7.33,5.36,-1.97
943,117,5,2,1181,53.0,299.52,15874.76,2.06,3.15,1.09
944,1232,11,4,1195,35.0,313.18,10961.3,5.76,3.51,-2.25
945,1507,19,4,2444,97.0,312.74,30335.88,2.75,3.39,0.65
946,827,9,2,1556,36.0,283.4,10202.5,1.86,1.99,0.13
947,988,12,4,1702,69.0,297.38,20519.2,6.12,6.31,0.19
948,1017,12,3,170,22.0,547.05,12035.05,8.32,8.66,0.34
949,1004,13,5,827,44.0,371.64,16352.24,9.98,10.39,0.41
950,2155,18,3,1380,3.0,507.46,1522.37,12.97,14.17,1.19
951,91,7,2,111,85.0,298.46,25368.68,1.91,4.61,2.7
952,1557,23,1,595,56.0,513.28,28743.93,3.26,2.32,-0.94
953,809,9,5,855,19.0,391.11,7431.04,8.41,7.95,-0.46
954,1360,12,2,103,69.0,278.36,19207.18,1.99,0.3,-1.69
955,1752,17,5,2408,23.0,387.39,8909.86,9.58,10.17,0.59
956,873,16,4,93,86.0,310.63,26713.81,3.96,5.07,1.11
957,690,4,1,916,80.0,500.69,40055.39,2.36,1.62,-0.73
958,989,15,5,715,40.0,385.83,15433.3,5.03,4.78,-0.25
959,19,7,4,1169,49.0,302.87,14840.66,5.57,7.53,1.96
960,1334,12,4,221,38.0,293.24,11142.99,4.48,4.48,-0.01
961,2086,19,1,2087,61.0,553.66,33773.03,2.66,2.65,-0.01
962,112,1,1,2486,91.0,511.73,46567.74,3.47,3.35,-0.12
963,1238,14,2,800,26.0,286.39,7446.18,1.48,1.69,0.22
964,1693,23,5,92,39.0,399.44,15578.28,9.76,12.0,2.24
965,1454,14,1,1048,118.0,513.94,60645.46,1.77,2.66,0.9
966,859,13,1,1145,29.0,537.29,15581.28,2.04,0.3,-1.74
967,66,7,4,1299,29.0,292.71,8488.57,2.37,4.82,2.46
968,1400,15,2,395,80.0,292.86,23429.16,3.42,4.24,0.82
969,519,6,4,1041,43.0,321.76,13835.5,5.32,5.46,0.14
970,1717,17,5,1353,21.0,374.57,7865.92,7.87,7.71,-0.16
971,1572,21,5,1907,16.0,374.8,5996.84,7.4,7.34,-0.06
972,1864,17,5,1523,9.0,398.17,3583.54,6.49,6.6,0.11
973,1722,21,3,2268,11.0,545.23,5997.53,7.4,8.87,1.48
974,1251,12,2,649,107.0,288.37,30855.41,2.92,1.4,-1.52
975,496,4,1,70,39.0,518.82,20233.93,3.8,4.57,0.77
976,487,2,4,63,72.0,315.04,22682.58,5.63,4.84,-0.79
977,70,5,3,1125,9.0,521.83,4696.43,6.3,8.29,1.98
978,322,6,1,1543,144.0,533.95,76888.84,1.53,1.25,-0.28
979,1434,10,2,2229,92.0,279.12,25679.24,2.61,0.3,-2.31
980,1961,22,5,1111,32.0,387.37,12395.84,7.37,7.76,0.39
981,1312,10,1,372,48.0,531.94,25533.22,2.21,0.3,-1.91
982,38,2,4,2061,41.0,315.44,12932.84,6.63,8.91,2.28
983,1065,11,4,1644,34.0,313.41,10656.02,4.88,4.35,-0.53
984,1453,12,3,263,8.0,509.38,4075.04,8.61,9.02,0.41
985,1826,24,5,455,34.0,377.66,12840.37,8.18,7.38,-0.8
986,1128,11,3,816,30.0,532.31,15969.27,7.18,7.64,0.46
987,1477,19,1,241,56.0,538.76,30170.29,1.79,3.01,1.21
988,1802,19,5,728,27.0,373.83,10093.53,6.89,6.74,-0.15
989,1139,14,2,374,50.0,297.12,14856.18,3.64,5.47,1.83
990,131,8,5,1802,16.0,398.01,6368.17,10.08,11.39,1.31
991,1394,10,2,846,23.0,279.16,6420.58,1.82,0.3,-1.52
992,1881,20,4,1795,22.0,291.58,6414.83,3.72,2.66,-1.06
993,735,15,4,1061,128.0,313.69,40152.01,5.0,4.36,-0.63
994,69,4,4,2167,39.0,291.21,11357.14,3.07,4.32,1.24
995,1754,23,2,2471,57.0,292.81,16690.29,1.26,2.71,1.45
996,1532,17,3,1935,24.0,547.13,13131.2,10.33,12.49,2.16
997,1745,22,1,2336,121.0,539.52,65281.94,3.56,3.19,-0.37
998,354,5,4,487,63.0,296.75,18694.96,3.35,4.78,1.43
999,1891,17,4,467,53.0,302.15,16014.2,3.31,3.47,0.16
1000,928,12,4,1136,15.0,309.86,4647.89,3.65,4.55,0.89
1001,973,13,4,1491,27.0,323.05,8722.3,4.53,5.38,0.85
1002,186,7,3,637,14.0,535.69,7499.69,7.42,7.67,0.25
1003,50,7,3,1235,8.0,521.66,4173.25,11.9,10.52,-1.38
1004,784,10,2,1059,63.0,288.34,18165.32,1.81,0.67,-1.14
1005,166,6,2,1379,127.0,298.42,37899.45,3.79,3.27,-0.52
1006,1034,9,2,1282,234.0,295.96,69253.62,1.95,3.2,1.25
1007,452,6,4,1724,84.0,322.01,27049.0,3.34,1.37,-1.97
1008,921,11,1,72,162.0,547.75,88735.87,1.87,1.07,-0.8
1009,2126,22,2,1950,60.0,292.36,17541.4,1.64,1.92,0.28
1010,1761,21,1,1496,60.0,542.66,32559.84,3.2,3.73,0.53
1011,1126,10,2,691,47.0,284.0,13347.94,1.88,2.24,0.36
1012,920,12,4,617,26.0,298.3,7755.84,5.15,5.19,0.04
1013,656,4,3,71,29.0,531.46,15412.27,5.33,5.32,-0.01
1014,1418,13,3,2070,36.0,503.58,18129.03,5.03,5.05,0.01
1015,1940,18,3,1662,16.0,552.67,8842.76,5.67,6.0,0.33
1016,1387,11,3,867,12.0,536.51,6438.13,11.61,12.16,0.55
1017,1783,22,1,978,134.0,533.09,71433.93,1.67,0.93,-0.75
1018,860,10,5,2228,19.0,372.48,7077.2,7.81,6.84,-0.96
1019,849,11,4,90,67.0,321.5,21540.67,4.18,2.2,-1.98
1020,1174,11,5,587,20.0,401.64,8032.89,11.41,9.81,-1.6
1021,257,1,2,2279,39.0,278.26,10852.3,1.8,2.58,0.78
1022,450,6,1,2313,72.0,523.41,37685.79,2.78,3.53,0.74
1023,1130,10,2,1598,25.0,298.95,7473.78,2.17,3.12,0.94
1024,619,7,4,1809,37.0,298.42,11041.41,4.26,5.82,1.56
1025,2015,22,5,775,17.0,377.05,6409.93,9.99,9.44,-0.56
1026,501,6,1,1439,75.0,518.56,38892.1,1.88,2.58,0.71
1027,1765,21,3,1820,42.0,540.33,22693.93,8.26,7.92,-0.34
1028,464,6,3,483,38.0,542.14,20601.25,7.14,5.04,-2.11
1029,1442,9,5,1006,30.0,397.69,11930.72,7.38,8.71,1.33
1030,482,4,1,1158,149.0,515.52,76812.26,3.96,2.49,-1.47
1031,1460,11,2,2272,54.0,286.2,15455.06,1.74,2.64,0.9
1032,1769,24,5,40,22.0,381.19,8386.12,12.5,11.21,-1.3
1033,268,7,2,1315,26.0,298.67,7765.37,2.83,4.15,1.32
1034,1870,17,4,2032,60.0,319.94,19196.47,4.33,6.63,2.3
1035,2174,19,3,956,18.0,515.14,9272.56,10.58,11.39,0.81
1036,51,3,4,316,83.0,296.26,24589.48,3.57,3.51,-0.06
1037,1071,12,1,574,41.0,514.25,21084.44,1.6,0.3,-1.3
1038,820,13,2,764,74.0,286.67,21213.24,1.69,0.67,-1.02
1039,1944,17,5,2276,63.0,372.26,23452.33,8.96,9.27,0.31
1040,1437,10,4,1867,113.0,301.94,34119.42,3.32,1.56,-1.76
1041,142,3,2,2453,83.0,281.57,23369.96,2.71,1.55,-1.16
1042,777,11,1,339,55.0,524.47,28845.62,1.95,0.54,-1.41
1043,808,16,4,1678,48.0,312.1,14980.94,4.12,5.43,1.31
1044,38,3,5,1991,7.0,398.41,2788.87,11.47,11.7,0.22
1045,25,8,2,783,41.0,282.6,11586.41,3.37,3.39,0.02
1046,398,5,4,561,33.0,314.89,10391.36,2.9,4.74,1.85
1047,428,6,2,2019,50.0,299.91,14995.65,2.59,2.47,-0.11
1048,1362,10,5,2078,8.0,386.67,3093.35,10.5,9.39,-1.12
1049,808,14,3,88,7.0,536.26,3753.84,5.23,6.63,1.39
1050,517,6,4,1219,132.0,314.81,41555.29,6.65,5.82,-0.83
1051,1616,24,5,1210,4.0,384.92,1539.69,11.07,11.83,0.76
1052,888,10,2,1103,54.0,277.84,15003.37,2.14,3.57,1.43
1053,1793,19,5,1625,13.0,384.28,4995.65,6.32,7.21,0.9
1054,300,6,1,1522,88.0,546.06,48053.41,1.57,1.11,-0.47
1055,1174,16,2,2143,39.0,299.3,11672.79,3.51,4.57,1.06
1056,2187,17,2,1614,67.0,300.49,20132.92,1.84,4.19,2.35
1057,681,1,3,1503,26.0,535.25,13916.59,5.87,4.5,-1.37
1058,579,1,3,1819,17.0,552.2,9387.32,7.64,7.48,-0.16
1059,1559,18,2,411,40.0,282.27,11290.71,3.25,3.61,0.36
1060,314,7,5,1062,36.0,384.06,13826.04,7.71,9.63,1.91
1061,1484,18,5,2462,19.0,387.46,7361.77,7.65,5.87,-1.77
1062,1800,22,3,135,8.0,543.4,4347.22,9.62,9.49,-0.13
1063,1315,11,1,705,30.0,496.75,14902.63,3.88,4.54,0.66
1064,1699,20,3,971,35.0,524.22,18347.66,8.89,10.47,1.58
1065,1929,18,1,895,109.0,500.93,54601.87,1.87,2.16,0.28
1066,104,3,4,1921,31.0,311.53,9657.58,3.08,3.03,-0.05
1067,1408,15,5,825,5.0,381.61,1908.05,8.13,9.31,1.17
1068,2130,23,2,1990,28.0,271.8,7610.54,2.85,1.62,-1.24
1069,1081,10,1,1122,92.0,522.92,48108.49,2.73,3.58,0.85
1070,302,6,1,1337,124.0,505.69,62705.87,2.05,2.73,0.68
1071,827,10,2,1884,145.0,284.86,41304.84,3.82,4.02,0.2
1072,342,4,4,206,92.0,317.13,29176.32,3.6,0.8,-2.8
1073,1876,22,1,42,38.0,516.31,19619.86,3.87,2.95,-0.93
1074,1105,12,1,2250,125.0,527.51,65938.73,3.96,3.78,-0.18
1075,895,9,2,932,85.0,275.48,23415.5,2.72,3.77,1.05
1076,541,5,4,56,76.0,311.55,23677.54,2.62,4.03,1.41
1077,835,16,2,1535,51.0,297.52,15173.55,2.36,1.27,-1.09
1078,375,3,5,227,21.0,403.23,8467.9,7.48,8.22,0.75
1079,1039,16,4,433,95.0,297.75,28286.69,2.17,3.35,1.18
1080,1009,12,5,1790,12.0,392.08,4704.94,8.95,10.85,1.9
1081,661,8,1,1307,30.0,551.76,16552.84,3.63,3.41,-0.22
1082,1463,22,4,573,52.0,309.15,16075.93,2.44,1.2,-1.24
1083,386,8,4,1084,17.0,318.31,5411.34,3.29,3.31,0.02
1084,1205,15,5,2012,18.0,398.32,7169.84,9.54,8.88,-0.65
1085,639,6,5,2183,10.0,402.89,4028.88,10.17,10.27,0.1
1086,499,4,4,1992,96.0,307.01,29472.77,4.77,5.42,0.66
1087,399,1,1,1720,20.0,539.72,10794.3,3.56,5.41,1.84
1088,493,7,5,1536,48.0,400.91,19243.54,6.73,6.05,-0.69
1089,269,5,3,1124,27.0,495.98,13391.54,12.51,14.01,1.5
1090,675,1,2,1881,98.0,279.36,27377.08,1.74,0.3,-1.44
1091,602,8,2,2294,67.0,276.9,18552.11,3.57,4.29,0.72
1092,540,3,4,1123,24.0,313.46,7522.94,6.08,8.77,2.69
1093,1889,19,1,258,91.0,521.94,47496.62,1.82,1.58,-0.24
1094,1019,9,2,738,34.0,300.77,10226.22,1.39,1.72,0.33
1095,1734,24,2,30,71.0,302.81,21499.32,3.72,3.06,-0.66
1096,1926,19,4,1970,22.0,319.48,7028.48,3.55,4.67,1.11
1097,320,5,1,926,36.0,530.32,19091.59,2.02,5.21,3.19
1098,1856,21,2,2026,39.0,300.94,11736.56,3.01,5.61,2.6
1099,2064,20,4,690,66.0,302.58,19969.96,5.24,5.36,0.12
1100,620,8,3,2039,25.0,554.83,13870.71,8.44,8.78,0.34
1101,794,9,2,613,50.0,301.04,15051.98,2.39,2.86,0.47
1102,2178,21,4,239,88.0,325.04,28603.73,4.77,5.32,0.55
1103,2086,24,2,1481,47.0,296.92,13955.25,2.08,1.76,-0.32
1104,561,4,1,1222,42.0,535.83,22504.92,1.72,1.69,-0.04
1105,2002,24,4,509,19.0,290.02,5510.41,4.85,5.17,0.32
1106,1761,23,4,976,17.0,297.38,5055.49,6.49,7.9,1.41
1107,786,16,2,441,22.0,290.39,6388.64,3.56,7.19,3.63
1108,746,10,2,2176,73.0,285.42,20835.61,1.93,4.0,2.07
1109,1029,10,1,2153,36.0,555.52,19998.8,1.25,1.9,0.65
1110,2081,21,1,1454,44.0,502.05,22090.29,3.19,3.39,0.2
1111,1151,16,2,404,121.0,281.34,34041.62,2.43,1.75,-0.68
1112,801,11,2,2262,86.0,275.88,23725.44,2.73,2.91,0.18
1113,2089,22,2,565,66.0,295.51,19503.44,2.66,1.73,-0.93
1114,739,15,1,2321,58.0,554.29,32149.06,2.88,3.49,0.61
1115,716,2,2,1997,48.0,291.17,13976.23,3.61,6.03,2.42
1116,1201,13,5,1755,22.0,380.19,8364.28,8.15,7.88,-0.28
1117,1633,23,4,1761,17.0,314.52,5346.76,4.84,5.75,0.9
1118,148,1,4,1559,37.0,294.25,10887.23,2.51,2.79,0.28
1119,1543,17,3,2189,14.0,543.68,7611.46,5.61,5.02,-0.59
1120,1836,23,4,695,33.0,316.27,10436.97,3.37,3.19,-0.18
1121,1127,13,5,836,36.0,378.42,13623.18,8.65,10.43,1.78
1122,1872,21,1,2414,37.0,542.55,20074.36,2.3,1.22,-1.08
1123,1118,10,2,1054,22.0,278.54,6127.96,1.95,3.16,1.21
1124,1124,10,2,1129,32.0,276.06,8833.92,3.31,4.83,1.52
1125,589,3,2,2360,87.0,275.29,23949.96,1.94,0.3,-1.64
1126,1769,20,1,1384,85.0,500.27,42522.9,1.84,0.3,-1.54
1127,1108,16,5,1754,13.0,377.09,4902.19,10.96,11.39,0.43
1128,768,9,4,2387,66.0,306.31,20216.18,4.46,6.06,1.6
1129,1600,19,4,2451,25.0,323.75,8093.8,4.09,3.79,-0.3
1130,2082,17,5,931,28.0,392.23,10982.38,4.84,5.85,1.01
1131,1966,23,1,934,122.0,498.65,60835.34,2.19,1.32,-0.87
1132,2152,24,3,1923,12.0,512.05,6144.6,6.23,6.45,0.22
1133,2161,21,3,373,19.0,550.23,10454.34,11.09,12.53,1.44
1134,799,16,4,1283,68.0,309.24,21028.23,6.76,8.06,1.3
1135,173,3,1,381,57.0,531.01,30267.69,3.73,2.99,-0.75
1136,1587,23,2,143,28.0,297.43,8328.02,2.45,1.97,-0.47
